uf,atividades,unidades,pessoal_ocp_total,pessoal_ocp_assal,pessoal_assal_medio,salarios_outras_rem,salario_medio_mensal_min,salario_medio_mensal
  Sul,"O Administração pública, defesa e seguridade social",4530,958731,958697,986468.11,63041970.897,4.925755,4915.90384679775
  Sul,P Educação,38705,588100,550047,572729.52,28877397.512,3.886284,3878.51191982185
  Sul,Q Saúde humana e serviços sociais,57587,498306,411485,408761.5,16543757.124,3.119538,3113.29883525272
  Sul,"R Artes, cultura, esporte e recreação",19463,64561,44207,43458.87,1419510.146,2.517597,2512.56160488863
  Sul,S Outras atividades de serviços,62910,170568,127932,126068.28,3431850.243,2.098208,2094.01191347077
  Sul,U Organismos internacionais e outras instituições extraterritoriais,24,86,78,76.61,6155.997,6.193541,6181.15429799283
    Paraná,Total,476439,3621353,3007327,3050840.1,111579771.404,2.818981,2813.34290144188
    Paraná,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",5520,41214,33520,35549.96,904120.651,1.960259,1956.33813328103
    Paraná,B Indústrias extrativas,708,6045,5087,5162.57,156189.87,2.331917,2327.25278003308
    Paraná,C Indústrias de transformação,41441,675074,619219,638847.16,21483229.649,2.591962,2586.77854472446
    Paraná,D Eletricidade e gás,404,9926,9309,9793.29,1032092.19,8.122991,8106.74522280836
    Paraná,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",1259,22120,20565,20746.92,954552.439,3.546274,3539.18127087335
    Paraná,F Construção,26200,158440,120171,124717.01,3589729.069,2.218514,2214.07653460977
    Paraná,G Comércio; reparação de veículos automotores e motocicletas,170727,861642,642957,656576.83,17007859.429,1.996596,1992.60287505705
    Paraná,"H Transporte, armazenagem e correio",29546,206754,170729,175025.74,5612496.313,2.471612,2466.6685346703
    Paraná,I Alojamento e alimentação,23819,153410,123246,123175.46,2557882.469,1.600599,1597.39764660166
    Paraná,J Informação e comunicação,11652,76304,59945,60296.68,2911649.123,3.72196,3714.51644537541
    Paraná,"K Atividades financeiras, de seguros e serviços relacionados",13780,81982,64826,64988.39,4170804.691,4.946639,4936.74531830875
    Paraná,L Atividades imobiliárias,11755,29220,9589,9583.64,255633.562,2.055954,2051.84253100556
    Paraná,"M Atividades profissionais, científicas e técnicas",31578,109673,64386,64697.06,2427839.978,2.892422,2886.63691031115
    Paraná,N Atividades administrativas e serviços complementares,38369,288559,239050,238696.12,6189906.514,1.998779,1994.78171209099
    Paraná,"O Administração pública, defesa e seguridade social",1368,366136,366129,367316.12,22711078.212,4.765669,4756.13761875654
    Paraná,P Educação,14812,256013,240729,239556.96,12709101.053,4.089142,4080.96328289972
    Paraná,Q Saúde humana e serviços sociais,24710,183128,145565,144836.51,4982726.816,2.651643,2646.34019525772
    Paraná,"R Artes, cultura, esporte e recreação",6068,23977,17085,17040.74,500057.312,2.261817,2257.29323239032
    Paraná,S Outras atividades de serviços,22715,71710,55199,54211.66,1420673.793,2.01989,2015.85045470916
    Paraná,U Organismos internacionais e outras instituições extraterritoriais,8,26,21,21.28,2148.271,7.781146,7765.58342972817
    Santa Catarina,Total,341263,2702594,2296200,2350569.98,83428192.973,2.735683,2730.21154878162
    Santa Catarina,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",2407,21346,18450,19052.48,484029.076,1.95815,1954.23408638423
    Santa Catarina,B Indústrias extrativas,603,7395,6639,6910.21,296011.237,3.301741,3295.1379413717
    Santa Catarina,C Indústrias de transformação,40875,709826,656599,674607.08,21512892.033,2.457955,2453.03955110034
    Santa Catarina,D Eletricidade e gás,775,9097,8016,8365.83,871680.048,8.031084,8015.02198641562
    Santa Catarina,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",1106,19397,18376,18252.39,748651.174,3.161447,3155.12389589275
    Santa Catarina,F Construção,20489,124221,94741,96424.21,2639284.033,2.109726,2105.50699551811
    Santa Catarina,G Comércio; reparação de veículos automotores e motocicletas,112644,588824,457574,459562.62,12219653.875,2.049464,2045.36516699291
    Santa Catarina,"H Transporte, armazenagem e correio",20187,144551,121237,122054.07,4143749.839,2.616781,2611.54738727995
    Santa Catarina,I Alojamento e alimentação,19274,118226,94639,90954.9,1968144.279,1.66785,1664.51410280514
    Santa Catarina,J Informação e comunicação,7835,59524,48385,48511.57,2248520.094,3.572544,3565.39860808146
    Santa Catarina,"K Atividades financeiras, de seguros e serviços relacionados",9245,50649,39123,38949.04,2316341.615,4.583866,4574.69874047651
    Santa Catarina,L Atividades imobiliárias,11286,24131,7126,7044.73,192442.061,2.105532,2101.32048517664
    Santa Catarina,"M Atividades profissionais, científicas e técnicas",20916,80729,51855,50078.4,1758737.599,2.706928,2701.51417807647
    Santa Catarina,N Atividades administrativas e serviços complementares,29685,218575,190104,187318.57,4820768.102,1.983634,1979.66659439297
    Santa Catarina,"O Administração pública, defesa e seguridade social",1233,236352,236343,258594.45,15875451.199,4.731872,4722.40821011136
    Santa Catarina,P Educação,9250,122838,114029,133368.17,6410913.611,3.705048,3697.63790600226
    Santa Catarina,Q Saúde humana e serviços sociais,13189,108501,90013,88776.04,3762682.959,3.266841,3260.3070681268
    Santa Catarina,"R Artes, cultura, esporte e recreação",5261,16455,11010,10827.25,310829.402,2.212738,2208.31272945577
    Santa Catarina,S Outras atividades de serviços,15000,41948,31932,30909.8,847025.188,2.112157,2107.93287864392
    Santa Catarina,U Organismos internacionais e outras instituições extraterritoriais,3,9,9,8.17,385.549,3.637338,3630.06308257226
    Rio Grande do Sul,Total,472708,3399799,2809907,2878976.48,109921116.007,2.942857,2936.97101064088
    Rio Grande do Sul,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",4029,30235,24455,27765.92,738423.068,2.049837,2045.73716489634
    Rio Grande do Sul,B Indústrias extrativas,1132,6264,4759,5003.79,178364.392,2.747484,2741.98914146154
    Rio Grande do Sul,C Indústrias de transformação,46067,680608,614507,647151.1,22390079.82,2.666712,2661.37820411291
    Rio Grande do Sul,D Eletricidade e gás,783,12509,12008,12144.5,862439.494,5.473626,5462.67854077661
    Rio Grande do Sul,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",1701,20489,19048,19344.66,978974.224,3.900644,3892.84223855377
    Rio Grande do Sul,F Construção,23673,143412,104527,107444.52,3098889.339,2.223043,2218.59712342705
    Rio Grande do Sul,G Comércio; reparação de veículos automotores e motocicletas,164972,806439,601223,616514.34,15953514.834,1.994524,1990.53512489139
    Rio Grande do Sul,"H Transporte, armazenagem e correio",27792,189115,152870,161274.05,5128479.6,2.451039,2446.13706153737
    Rio Grande do Sul,I Alojamento e alimentação,22785,132867,103603,104712.2,2196880.885,1.617094,1613.86005935977
    Rio Grande do Sul,J Informação e comunicação,10410,68500,53468,53565.11,2546032.722,3.6636,3656.27310245563
    Rio Grande do Sul,"K Atividades financeiras, de seguros e serviços relacionados",13464,81026,62783,63424.52,4541163.819,5.518691,5507.65372397348
    Rio Grande do Sul,L Atividades imobiliárias,10007,28401,11135,11138.02,327978.378,2.269673,2265.13383886903
    Rio Grande do Sul,"M Atividades profissionais, científicas e técnicas",31185,103519,56051,56030.01,2097190.743,2.884984,2879.21356512615
    Rio Grande do Sul,N Atividades administrativas e serviços complementares,45106,243156,205088,201368,5095136.135,1.950255,1946.35467823166
    Rio Grande do Sul,"O Administração pública, defesa e seguridade social",1929,356243,356225,360557.54,24455441.486,5.227897,5217.44131773083
    Rio Grande do Sul,P Educação,14643,209249,195289,199804.39,9757382.848,3.764042,3756.51361506429
    Rio Grande do Sul,Q Saúde humana e serviços sociais,19688,206677,175907,175148.95,7798347.349,3.431793,3424.92988396448
    Rio Grande do Sul,"R Artes, cultura, esporte e recreação",8134,24129,16112,15590.88,608623.432,3.008875,3002.85725224767
    Rio Grande do Sul,S Outras atividades de serviços,25195,56910,40801,40946.82,1164151.262,2.191368,2186.98538926645
    Rio Grande do Sul,U Organismos internacionais e outras instituições extraterritoriais,13,51,48,47.16,3622.177,5.920004,5908.16369804919
  Centro-Oeste,Total,472065,4620326,4085136,4196736.21,191561980.822,3.518226,3511.18970765801
  Centro-Oeste,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",10334,96794,83713,90623.11,2995326.264,2.5476,2542.50502565388
  Centro-Oeste,B Indústrias extrativas,1267,13763,12262,12638.44,505690.344,3.084021,3077.85274375392
  Centro-Oeste,C Indústrias de transformação,30551,478288,442212,459177.43,13787426.532,2.314349,2309.71995224658
  Centro-Oeste,D Eletricidade e gás,718,,,,,,
  Centro-Oeste,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",1280,33876,32433,33955.05,1745096.005,3.96133,3953.40764424641
  Centro-Oeste,F Construção,24448,189667,157505,162369.32,4372180.059,2.075488,2071.33677101068
  Centro-Oeste,G Comércio; reparação de veículos automotores e motocicletas,178136,978432,777134,785729.7,19020153.776,1.865808,1862.07642653701
  Centro-Oeste,"H Transporte, armazenagem e correio",23796,205018,180216,190272.42,6319226.468,2.559848,2554.72833998909
  Centro-Oeste,I Alojamento e alimentação,26180,190184,160255,161727.11,3022744.114,1.440604,1437.72295195283
  Centro-Oeste,J Informação e comunicação,10702,85653,72712,73788.41,3799212.331,3.968547,3960.60983540119
  Centro-Oeste,"K Atividades financeiras, de seguros e serviços relacionados",12530,113814,99374,99339.56,9220323.735,7.154018,7139.7102214171
  Centro-Oeste,L Atividades imobiliárias,9351,,,,,,
  Centro-Oeste,"M Atividades profissionais, científicas e técnicas",32002,123452,82836,81819.29,3411158.409,3.213455,3207.02857104123
  Centro-Oeste,N Atividades administrativas e serviços complementares,36098,393040,357369,357082.71,8162054.257,1.761801,1758.27703184379
  Centro-Oeste,"O Administração pública, defesa e seguridade social",2467,903800,903773,925314.28,77302226.276,6.439154,6426.27616008892
  Centro-Oeste,P Educação,15794,335993,320778,363716.73,19610182.629,4.155703,4147.39125925319
  Centro-Oeste,Q Saúde humana e serviços sociais,27147,317171,278727,274027.17,12640062.982,3.555345,3548.23405677956
  Centro-Oeste,"R Artes, cultura, esporte e recreação",5590,28134,22175,21816.9,573943.322,2.027692,2023.6370111103
  Centro-Oeste,S Outras atividades de serviços,23548,92546,75373,76474.37,2646105.23,2.666965,2661.631029505
  Centro-Oeste,U Organismos internacionais e outras instituições extraterritoriais,126,,,,,,
    Mato Grosso do Sul,Total,73923,682622,599623,628044.79,23336594.489,2.864,2858.27170543044
    Mato Grosso do Sul,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",2908,22539,19064,20006.76,610769.124,2.353024,2348.31828380469
    Mato Grosso do Sul,B Indústrias extrativas,170,2577,2399,2593.52,105948.83,3.14871,3142.41262839693
    Mato Grosso do Sul,C Indústrias de transformação,4245,94153,89282,93212.99,2875439.752,2.377683,2372.92756332319
    Mato Grosso do Sul,D Eletricidade e gás,200,,,,,,
    Mato Grosso do Sul,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",231,5406,5141,5233.49,198459.383,2.922849,2917.00306766907
    Mato Grosso do Sul,F Construção,3385,24012,19706,20781.9,489079.781,1.81393,1810.30231188605
    Mato Grosso do Sul,G Comércio; reparação de veículos automotores e motocicletas,28342,158553,125832,127462.01,3030708.001,1.832692,1829.02642671575
    Mato Grosso do Sul,"H Transporte, armazenagem e correio",5046,34996,29808,31798.23,906673.954,2.19773,2193.33435564471
    Mato Grosso do Sul,I Alojamento e alimentação,4096,26430,21622,21699.88,388832.547,1.38112,1378.35766479247
    Mato Grosso do Sul,J Informação e comunicação,1482,9750,7990,8025.93,235110.848,2.257893,2253.37747104122
    Mato Grosso do Sul,"K Atividades financeiras, de seguros e serviços relacionados",1522,10587,9117,9103.18,576986.432,4.885383,4875.61178536596
    Mato Grosso do Sul,L Atividades imobiliárias,1313,,,,,,
    Mato Grosso do Sul,"M Atividades profissionais, científicas e técnicas",4601,17193,11150,11237.45,366383.947,2.513013,2507.98718022875
    Mato Grosso do Sul,N Atividades administrativas e serviços complementares,4382,42009,37482,37310.93,773778.945,1.598479,1595.28206098568
    Mato Grosso do Sul,"O Administração pública, defesa e seguridade social",380,118251,118248,128154.75,7783238.697,4.681141,4671.7789937556
    Mato Grosso do Sul,P Educação,2441,41684,39600,48526.01,2606655.917,4.140333,4132.05193700007
    Mato Grosso do Sul,Q Saúde humana e serviços sociais,3967,51327,45748,45725.44,1894576.173,3.193598,3187.21107314238
    Mato Grosso do Sul,"R Artes, cultura, esporte e recreação",987,3429,2403,2345.49,59158.557,1.944062,1940.17379343729
    Mato Grosso do Sul,S Outras atividades de serviços,4225,13678,11043,10819.28,240686.977,1.714669,1711.23982798798
    Mato Grosso do Sul,U Organismos internacionais e outras instituições extraterritoriais,-,-,-,-,-,-,-
    Mato Grosso,Total,105741,899836,775251,813400.35,30053446.395,2.847843,2842.14725116132
    Mato Grosso,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",3859,44360,39411,41731.73,1571553.831,2.902612,2896.80672789672
    Mato Grosso,B Indústrias extrativas,448,4735,4163,4137.92,156040.562,2.906575,2900.76177254421
    Mato Grosso,C Indústrias de transformação,7545,109014,99426,102845.62,2901121.211,2.174233,2169.8850187001
    Mato Grosso,D Eletricidade e gás,245,4297,3997,4381.38,215201.54,3.785825,3778.25356745697
    Mato Grosso,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",319,4540,4183,4196.56,135499.373,2.488685,2483.70777310647
    Mato Grosso,F Construção,5299,36622,29359,31505.69,795206.397,1.945436,1941.54525249737
    Mato Grosso,G Comércio; reparação de veículos automotores e motocicletas,42349,249815,200129,203024.77,5279209.734,2.004223,2000.21434065183
    Mato Grosso,"H Transporte, armazenagem e correio",7451,48040,39510,41715.71,1303463.279,2.408381,2403.56465410569
    Mato Grosso,I Alojamento e alimentação,5340,34794,28444,28386.31,515144.523,1.39877,1395.97227569313
    Mato Grosso,J Informação e comunicação,1838,12244,9991,9843.16,329943.925,2.583638,2578.47093037977
    Mato Grosso,"K Atividades financeiras, de seguros e serviços relacionados",2587,15906,12789,12697.84,755794.738,4.587754,4578.57846446567
    Mato Grosso,L Atividades imobiliárias,1686,4707,2119,2087.77,53807.476,1.986489,1982.51561014126
    Mato Grosso,"M Atividades profissionais, científicas e técnicas",6412,25286,17106,16673.19,453479.101,2.096354,2092.16159410591
    Mato Grosso,N Atividades administrativas e serviços complementares,5639,54829,48438,46550.78,948576.864,1.570622,1567.48073989143
    Mato Grosso,"O Administração pública, defesa e seguridade social",609,132104,132096,139279.11,9013057.912,4.987837,4977.8616985485
    Mato Grosso,P Educação,3224,58311,55341,75888.11,3931418.053,3.993021,3985.03498516029
    Mato Grosso,Q Saúde humana e serviços sociais,5418,41546,33875,33288.6,1329923.766,3.079338,3073.17905090169
    Mato Grosso,"R Artes, cultura, esporte e recreação",941,2876,1903,1958.57,37291.09,1.467547,1464.61213263523
    Mato Grosso,S Outras atividades de serviços,4532,15810,12971,13207.53,327713.02,1.912486,1908.6607296106
    Mato Grosso,U Organismos internacionais e outras instituições extraterritoriais,-,-,-,-,-,-,-
    Goiás,Total,191381,1645167,1434905,1458930.17,49834821.138,2.63284,2627.57454652278
    Goiás,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",3304,28086,23742,27266.79,758905.781,2.14526,2140.96957394804
    Goiás,B Indústrias extrativas,590,,,,,,
    Goiás,C Indústrias de transformação,15373,244692,227111,236477.86,7238790.197,2.3594,2354.68138604538
    Goiás,D Eletricidade e gás,195,,,,,,
    Goiás,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",558,16948,16339,16772.93,901163.73,4.141149,4132.86688271381
    Goiás,F Construção,10362,74688,60950,62649.35,1601654.104,1.970508,1966.5672803653
    Goiás,G Comércio; reparação de veículos automotores e motocicletas,76476,371550,288246,290537.12,6761961.53,1.793896,1790.30785093167
    Goiás,"H Transporte, armazenagem e correio",8812,72269,63666,65721.63,1860630.658,2.182117,2177.75236601358
    Goiás,I Alojamento e alimentação,9446,65797,55717,56224,1092417.333,1.49759,1494.594880095
    Goiás,J Informação e comunicação,3547,22777,18588,18243.26,633427.572,2.676213,2670.86024351754
    Goiás,"K Atividades financeiras, de seguros e serviços relacionados",5394,29529,22701,22633.65,1447156.624,4.928186,4918.32913859198
    Goiás,L Atividades imobiliárias,3859,10373,4624,4627.05,112394.422,1.872262,1868.51768820972
    Goiás,"M Atividades profissionais, científicas e técnicas",11757,40198,26108,25853.9,795557.485,2.371765,2367.02120822718
    Goiás,N Atividades administrativas e serviços complementares,14453,143480,130071,127845.47,2750248.987,1.658108,1654.79163543781
    Goiás,"O Administração pública, defesa e seguridade social",1167,223547,223536,226904.28,12939444.606,4.395407,4386.6157692981
    Goiás,P Educação,6299,139660,133781,137383.74,5860141.31,3.287751,3281.17505586346
    Goiás,Q Saúde humana e serviços sociais,9474,110942,98111,97179.08,3547020.865,2.813307,2807.67999497581
    Goiás,"R Artes, cultura, esporte e recreação",2194,9934,7653,7524.5,208750.837,2.13834,2134.06295332682
    Goiás,S Outras atividades de serviços,8121,32225,26329,27252.04,827583.181,2.340662,2335.98089142346
    Goiás,U Organismos internacionais e outras instituições extraterritoriais,-,-,-,-,-,-,-
    Distrito Federal,Total,101020,1392701,1275357,1296360.9,88337118.8,5.252226,5241.72164141589
    Distrito Federal,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",263,1809,1496,1617.83,54097.528,2.577334,2572.17897287868
    Distrito Federal,B Indústrias extrativas,59,,,,,,
    Distrito Federal,C Indústrias de transformação,3388,30429,26393,26640.96,772075.372,2.233757,2229.28953126198
    Distrito Federal,D Eletricidade e gás,78,2838,2783,2800.49,1211973.871,33.356873,33290.1596890874
    Distrito Federal,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",172,6982,6770,7752.07,509973.519,5.070561,5060.42027881188
    Distrito Federal,F Construção,5402,54345,47490,47432.38,1486239.777,2.415128,2410.29728409807
    Distrito Federal,G Comércio; reparação de veículos automotores e motocicletas,30969,198514,162927,164705.8,3948274.511,1.847671,1843.97528152061
    Distrito Federal,"H Transporte, armazenagem e correio",2487,49713,47232,51036.85,2248458.577,3.395683,3388.8915965018
    Distrito Federal,I Alojamento e alimentação,7298,63163,54472,55416.92,1026349.711,1.42751,1424.65474027122
    Distrito Federal,J Informação e comunicação,3835,40882,36143,37676.06,2600729.986,5.320542,5309.90110880041
    Distrito Federal,"K Atividades financeiras, de seguros e serviços relacionados",3027,57792,54767,54904.89,6440385.941,9.041219,9023.13624804359
    Distrito Federal,L Atividades imobiliárias,2493,8490,5032,5212.61,275488.194,4.073558,4065.4105214972
    Distrito Federal,"M Atividades profissionais, científicas e técnicas",9232,40775,28472,28054.75,1795737.876,4.933585,4923.71818566306
    Distrito Federal,N Atividades administrativas e serviços complementares,11624,152722,141378,145375.53,3689449.461,1.956124,1952.21165963975
    Distrito Federal,"O Administração pública, defesa e seguridade social",311,429898,429893,430976.14,47566485.061,8.506951,8489.93726034971
    Distrito Federal,P Educação,3830,96338,92056,101918.87,7211967.349,5.454127,5443.21889708791
    Distrito Federal,Q Saúde humana e serviços sociais,8288,113356,100993,97834.05,5868542.178,4.623451,4614.2045779012
    Distrito Federal,"R Artes, cultura, esporte e recreação",1468,11895,10216,9988.34,268742.838,2.073813,2069.6658303582
    Distrito Federal,S Outras atividades de serviços,6670,30833,25030,25195.52,1250122.052,3.824329,3816.6799006026
    Distrito Federal,U Organismos internacionais e outras instituições extraterritoriais,126,,,,,,
