uf,atividades,unidades,pessoal_ocp_total,pessoal_ocp_assal,pessoal_assal_medio,salarios_outras_rem,salario_medio_mensal_min,salario_medio_mensal
    Ceará,N Atividades administrativas e serviços complementares,10829,179654,167011,162732.21,3292982.382,1.559703,1556.58389372899
    Ceará,"O Administração pública, defesa e seguridade social",622,320110,320104,327399.56,13350806.501,3.143081,3136.79442776752
    Ceará,P Educação,7226,131861,124922,125453.29,5594764.397,3.437367,3430.49187531808
    Ceará,Q Saúde humana e serviços sociais,6884,106418,93697,92483.14,3291626.275,2.743305,2737.81817046703
    Ceará,"R Artes, cultura, esporte e recreação",1831,10275,8054,7860.61,208055.739,2.040091,2036.01089678595
    Ceará,S Outras atividades de serviços,9830,41630,31625,32234.69,729111.26,1.743397,1739.91068437331
    Ceará,U Organismos internacionais e outras instituições extraterritoriais,1,,,,,,
    Rio Grande do Norte,Total,61757,669564,596480,603789.04,19187265.567,2.449368,2444.46885811946
    Rio Grande do Norte,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",840,17603,16411,14071.55,238180.295,1.304638,1302.02864317336
    Rio Grande do Norte,B Indústrias extrativas,343,8353,8001,8208.41,549382.242,5.158717,5148.39931990951
    Rio Grande do Norte,C Indústrias de transformação,4092,57357,52467,54249.6,1120015.305,1.591305,1588.12274120986
    Rio Grande do Norte,D Eletricidade e gás,281,1448,1172,1185.07,103601.68,6.738278,6724.80106660366
    Rio Grande do Norte,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",361,6512,6260,6022.61,273436.331,3.499432,3492.43333423166
    Rio Grande do Norte,F Construção,4042,30858,24349,24525.34,560752.732,1.762311,1758.78603674655
    Rio Grande do Norte,G Comércio; reparação de veículos automotores e motocicletas,24368,135270,108759,112753.25,2089425.033,1.428314,1425.45782528186
    Rio Grande do Norte,"H Transporte, armazenagem e correio",1727,16591,14776,15616.95,461490.624,2.27768,2273.12495520769
    Rio Grande do Norte,I Alojamento e alimentação,3588,28920,24515,24723.69,425691.053,1.327111,1324.45705375632
    Rio Grande do Norte,J Informação e comunicação,1093,7896,6488,6311.53,187191.508,2.286007,2281.43520972423
    Rio Grande do Norte,"K Atividades financeiras, de seguros e serviços relacionados",1028,7691,6578,6638.88,469801.628,5.454385,5443.47642512453
    Rio Grande do Norte,L Atividades imobiliárias,1268,3949,1811,1896.98,41611.176,1.690726,1687.34498640349
    Rio Grande do Norte,"M Atividades profissionais, científicas e técnicas",3305,13486,8797,8525.78,223160.504,2.01748,2013.44541090488
    Rio Grande do Norte,N Atividades administrativas e serviços complementares,4712,70448,65071,65349.07,1139214.344,1.343669,1340.98117410676
    Rio Grande do Norte,"O Administração pública, defesa e seguridade social",568,181126,181119,183336.23,8478854.988,3.564635,3557.50532484244
    Rio Grande do Norte,P Educação,3018,36818,34532,35334.08,1909479.715,4.16531,4156.97974872984
    Rio Grande do Norte,Q Saúde humana e serviços sociais,3162,29585,24065,23747.34,682996.624,2.216816,2212.38260142626
    Rio Grande do Norte,"R Artes, cultura, esporte e recreação",877,3633,2556,2529.83,52022.385,1.584985,1581.8145579256
    Rio Grande do Norte,S Outras atividades de serviços,3084,12020,8753,8762.85,180957.4,1.591685,1588.50145785903
    Rio Grande do Norte,U Organismos internacionais e outras instituições extraterritoriais,-,-,-,-,-,-,-
    Paraíba,Total,63316,712159,639215,641483,18228683.92,2.190263,2185.8824869632
    Paraíba,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",338,6968,6527,5015.9,77390.789,1.189232,1186.85332948915
    Paraíba,B Indústrias extrativas,181,1378,1167,1191.89,38462.54,2.487298,2482.32380763067
    Paraíba,C Indústrias de transformação,3872,71287,66446,67169.94,1413143.605,1.621577,1618.33335314531
    Paraíba,D Eletricidade e gás,57,2698,2680,2690.85,114801.61,3.2884,3281.82287266963
    Paraíba,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",229,5363,5174,5338.23,284993.428,4.114942,4106.71165997257
    Paraíba,F Construção,4495,31888,24564,25656.58,497096.738,1.493373,1490.38611597433
    Paraíba,G Comércio; reparação de veículos automotores e motocicletas,25655,131154,103398,105024.22,1995406.925,1.464428,1461.49945588375
    Paraíba,"H Transporte, armazenagem e correio",1405,13368,12143,13021.37,360002.708,2.130959,2126.69757483276
    Paraíba,I Alojamento e alimentação,2796,22222,18925,18905.5,294093.777,1.199013,1196.61464815896
    Paraíba,J Informação e comunicação,1254,10158,8582,7974.68,254712.272,2.461856,2456.93265338643
    Paraíba,"K Atividades financeiras, de seguros e serviços relacionados",1110,8700,7596,7678.71,539932.062,5.419721,5408.88190053558
    Paraíba,L Atividades imobiliárias,887,2859,1471,1440.87,33260.031,1.779197,1775.63827623375
    Paraíba,"M Atividades profissionais, científicas e técnicas",2937,12883,8953,8148.39,247899.807,2.344933,2340.2434006076
    Paraíba,N Atividades administrativas e serviços complementares,5489,54810,46311,45142.79,768062.996,1.311398,1308.77530881625
    Paraíba,"O Administração pública, defesa e seguridade social",734,216247,216247,217437.46,7481476.573,2.652034,2646.72976736887
    Paraíba,P Educação,3467,45204,42702,42757.95,2234535.765,4.028066,4020.00953129094
    Paraíba,Q Saúde humana e serviços sociais,3142,55163,50784,50523.32,1312070.047,2.001664,1997.66098415239
    Paraíba,"R Artes, cultura, esporte e recreação",899,3598,2571,2310.06,39285.045,1.310781,1308.15932852893
    Paraíba,S Outras atividades de serviços,4369,16211,12974,14054.29,242057.202,1.327502,1324.84705874368
    Paraíba,U Organismos internacionais e outras instituições extraterritoriais,-,-,-,-,-,-,-
    Pernambuco,Total,142227,1756966,1593857,1595325.34,50618959.541,2.445626,2440.7348275045
    Pernambuco,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",981,26131,24821,23237.56,384266.205,1.274582,1272.03281438128
    Pernambuco,B Indústrias extrativas,220,1837,1548,1598.07,40371.936,1.947197,1943.30257026384
    Pernambuco,C Indústrias de transformação,11117,202332,189439,183893.62,5067321.866,2.123919,2119.6710886017
    Pernambuco,D Eletricidade e gás,304,5447,5261,5313.01,545146.756,7.908587,7892.76998276944
    Pernambuco,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",385,15313,14951,16072.98,488877.868,2.344391,2339.70239782255
    Pernambuco,F Construção,5836,72228,64060,66764.37,1659009.698,1.915271,1911.44064738999
    Pernambuco,G Comércio; reparação de veículos automotores e motocicletas,56493,348637,288699,293895.13,6043890.208,1.585077,1581.90655076393
    Pernambuco,"H Transporte, armazenagem e correio",4843,68907,64178,67968.5,2172235.631,2.463346,2458.4189519919
    Pernambuco,I Alojamento e alimentação,7666,72856,64214,65626.41,1143869.336,1.343457,1340.77041427494
    Pernambuco,J Informação e comunicação,3140,25859,21943,21608.98,987545.247,3.522482,3515.43751718036
    Pernambuco,"K Atividades financeiras, de seguros e serviços relacionados",3161,23485,20221,20769.65,1449670.178,5.3798,5369.04043233201
    Pernambuco,L Atividades imobiliárias,2523,9034,4811,4498.37,104503.371,1.790611,1787.02971212992
    Pernambuco,"M Atividades profissionais, científicas e técnicas",7988,52260,41263,40991.91,1256085.843,2.361823,2357.09894764789
    Pernambuco,N Atividades administrativas e serviços complementares,12918,193521,176130,165528.22,3194184.568,1.487353,1484.37834485727
    Pernambuco,"O Administração pública, defesa e seguridade social",1016,297200,297188,301779.55,14986726.587,3.827746,3820.09026813422
    Pernambuco,P Educação,6870,130500,123739,124595.82,5458838.161,3.376936,3370.18230442426
    Pernambuco,Q Saúde humana e serviços sociais,7208,169715,158172,157886.4,4915274.276,2.399546,2394.74724378268
    Pernambuco,"R Artes, cultura, esporte e recreação",1669,9771,7796,7826.68,177439.142,1.747423,1743.92779176238
    Pernambuco,S Outras atividades de serviços,7883,31913,25404,25448.26,542483.344,1.643064,1639.77765080992
    Pernambuco,U Organismos internacionais e outras instituições extraterritoriais,6,20,19,21.85,1219.32,4.301227,4292.62453793346
    Alagoas,Total,42188,534194,487368,481116.68,14151606.286,2.267156,2262.62182164018
    Alagoas,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",289,4540,4058,3186.16,53555.354,1.295572,1292.98045778762
    Alagoas,B Indústrias extrativas,60,1160,1093,1299.72,70932.187,4.206488,4198.07502917788
    Alagoas,C Indústrias de transformação,2009,66091,63725,55050.08,1280067.888,1.792261,1788.67606759853
    Alagoas,D Eletricidade e gás,90,1945,1909,1612.96,147987.116,7.071742,7057.59864329699
    Alagoas,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",175,4785,4605,4462.96,153768.608,2.65565,2650.33844388891
    Alagoas,F Construção,1734,22836,20148,20913.49,407012.124,1.500054,1497.05405090575
    Alagoas,G Comércio; reparação de veículos automotores e motocicletas,18123,103145,83895,85138.08,1535940.303,1.390518,1387.73688667777
    Alagoas,"H Transporte, armazenagem e correio",2292,15902,13635,13788.37,405463.325,2.266547,2262.01404070688
    Alagoas,I Alojamento e alimentação,2807,25969,22702,22383.36,380787.912,1.311245,1308.62291658419
    Alagoas,J Informação e comunicação,830,5465,4515,4672.03,131890.599,2.175877,2171.525159793
    Alagoas,"K Atividades financeiras, de seguros e serviços relacionados",897,6248,5261,5274.57,375573.185,5.488247,5477.27018505774
    Alagoas,L Atividades imobiliárias,578,3038,2094,2055.08,32951.94,1.235886,1233.4140838238
    Alagoas,"M Atividades profissionais, científicas e técnicas",2225,8304,5292,5338.88,124750.529,1.801019,1797.41716211294
    Alagoas,N Atividades administrativas e serviços complementares,2676,38417,35680,36302.14,598654.406,1.271072,1268.52959420786
    Alagoas,"O Administração pública, defesa e seguridade social",348,136430,136429,137198.71,5773499.75,3.24351,3237.02289463666
    Alagoas,P Educação,2219,45942,44063,44272.23,1691435.984,2.944763,2938.87297539998
    Alagoas,Q Saúde humana e serviços sociais,2036,32634,29106,28813.33,801995.232,2.145381,2141.09028436064
    Alagoas,"R Artes, cultura, esporte e recreação",485,2071,1551,1586.57,32941.57,1.600336,1597.13528118956
    Alagoas,S Outras atividades de serviços,2315,9272,7607,7767.96,152398.274,1.512165,1509.14064359834
    Alagoas,U Organismos internacionais e outras instituições extraterritoriais,-,-,-,-,-,-,-
    Sergipe,Total,34381,428069,386334,385322.09,13089941.145,2.618424,2613.18667096243
    Sergipe,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",229,3994,3653,3111.09,76434.876,1.893673,1889.88613191963
    Sergipe,B Indústrias extrativas,112,3120,3002,3340.19,344383.067,7.946881,7930.98750485636
    Sergipe,C Indústrias de transformação,2088,41555,38753,37660.16,849393.311,1.738412,1734.93545964754
    Sergipe,D Eletricidade e gás,21,1886,1870,1920.72,93699.422,3.760096,3752.57603719118
    Sergipe,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",134,8441,8301,4886.53,207045.446,3.265812,3259.28066935653
    Sergipe,F Construção,1586,18721,16638,18153.88,424915.883,1.804096,1800.48767281959
    Sergipe,G Comércio; reparação de veículos automotores e motocicletas,13510,80269,63648,65088.86,1285995.731,1.522856,1519.81074086198
    Sergipe,"H Transporte, armazenagem e correio",1354,14777,13319,12906.27,343385.523,2.050725,2046.62315293264
    Sergipe,I Alojamento e alimentação,1883,16023,13706,13846.72,222429.013,1.238142,1235.66621387037
    Sergipe,J Informação e comunicação,671,5000,4178,4098.26,118403.513,2.226851,2222.39744146578
    Sergipe,"K Atividades financeiras, de seguros e serviços relacionados",711,6207,5579,5517.6,389876.514,5.446318,5435.42501756617
    Sergipe,L Atividades imobiliárias,553,2162,1302,1429.58,28448.997,1.533856,1530.78833266791
    Sergipe,"M Atividades profissionais, científicas e técnicas",2149,8974,6076,5854.71,215599.02,2.83836,2832.68342923902
    Sergipe,N Atividades administrativas e serviços complementares,2639,41151,38287,37322.74,657767.516,1.358392,1355.67488428688
    Sergipe,"O Administração pública, defesa e seguridade social",347,82182,82181,83583.84,4572326.628,4.216393,4207.95973148729
    Sergipe,P Educação,1527,39802,38029,38698.44,1766133.88,3.51768,3510.64415794777
    Sergipe,Q Saúde humana e serviços sociais,2207,44506,40711,40823.86,1348377.901,2.545796,2540.70479861532
    Sergipe,"R Artes, cultura, esporte e recreação",526,2398,1760,1694.23,31765.102,1.44512,1442.23003052442
    Sergipe,S Outras atividades de serviços,2134,6901,5341,5384.41,113559.802,1.625596,1622.34476657895
    Sergipe,U Organismos internacionais e outras instituições extraterritoriais,-,-,-,-,-,-,-
    Bahia,Total,251438,2503010,2205628,2266313.69,73698576.204,2.506485,2501.47244464712
    Bahia,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",2659,43215,39494,42499.48,920296.971,1.669054,1665.71625564143
    Bahia,B Indústrias extrativas,999,15760,14688,15080.97,1107355.827,5.659578,5648.25853121772
    Bahia,C Indústrias de transformação,13665,219682,202813,210024.64,7019690.829,2.576166,2571.01365637567
    Bahia,D Eletricidade e gás,522,7001,6733,6821.79,542689.17,6.131672,6119.40865509357
    Bahia,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",561,22611,21986,21477.43,836773.222,3.002974,2996.96802285361
    Bahia,F Construção,9888,122522,108256,111646.04,3046365.213,2.103123,2098.91712787471
    Bahia,G Comércio; reparação de veículos automotores e motocicletas,107204,546340,424280,432734.53,8609611.63,1.533515,1530.44828128762
    Bahia,"H Transporte, armazenagem e correio",9162,110352,100646,104090.1,2914991.544,2.15851,2154.19255788236
    Bahia,I Alojamento e alimentação,13683,109112,93127,94229.55,1682422.182,1.376176,1373.42363327721
    Bahia,J Informação e comunicação,4274,29459,23994,23890.11,844296.017,2.723972,2718.52442125794
    Bahia,"K Atividades financeiras, de seguros e serviços relacionados",4244,31717,27383,27806.14,2017658.117,5.592848,5581.66183938013
    Bahia,L Atividades imobiliárias,4147,12551,5384,5417.26,111040.021,1.579887,1576.72699425966
    Bahia,"M Atividades profissionais, científicas e técnicas",14106,63050,43569,43859.79,1345449.764,2.364433,2359.70431441436
    Bahia,N Atividades administrativas e serviços complementares,18053,223889,203141,208172.31,3942712.193,1.459816,1456.89670882594
    Bahia,"O Administração pública, defesa e seguridade social",1266,516393,516366,540928.36,23600698.489,3.362879,3356.1530131415
    Bahia,P Educação,11241,163963,153970,160380.48,8158455.15,3.920871,3913.02902371238
    Bahia,Q Saúde humana e serviços sociais,17495,206619,175369,173500.53,5947312.71,2.642081,2636.79651628109
    Bahia,"R Artes, cultura, esporte e recreação",2981,13004,9461,9350.92,280710.143,2.313822,2309.19395343741
    Bahia,S Outras atividades de serviços,15283,45752,34951,34386.28,769095.636,1.723936,1720.48860095453
    Bahia,U Organismos internacionais e outras instituições extraterritoriais,5,18,17,16.98,951.376,4.318576,4309.93929509831
  Sudeste,Total,2951921,26390433,22762319,23196112.7,955067381.481,3.173547,3167.19972016624
  Sudeste,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",99105,297008,210701,227923,5906990.917,1.99758,1993.58518750766
  Sudeste,B Indústrias extrativas,7425,132638,123786,126638.52,12240609.025,7.450121,7435.22041804804
  Sudeste,C Indústrias de transformação,189984,3580908,3324241,3475564.27,157109255.224,3.484196,3477.2274042635
  Sudeste,D Eletricidade e gás,3196,56661,54281,55070.42,5312193.64,7.435011,7420.14097586327
  Sudeste,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",7449,218696,211715,213438.36,9416181.645,3.400388,3393.58709933866
  Sudeste,F Construção,138768,1161465,966308,977579.43,31461075.566,2.480548,2475.58680305513
  Sudeste,G Comércio; reparação de veículos automotores e motocicletas,934831,5685805,4532641,4629594.61,131095673.492,2.182587,2178.22151307276
  Sudeste,"H Transporte, armazenagem e correio",129548,1474101,1327333,1383742.72,54412466.353,3.030883,3024.82121448571
  Sudeste,I Alojamento e alimentação,167204,1262350,1051111,1062712.03,22164438.784,1.60756,1604.34509199869
  Sudeste,J Informação e comunicação,109181,700112,550195,554526.69,41202609.38,5.727016,5715.56166353189
  Sudeste,"K Atividades financeiras, de seguros e serviços relacionados",103224,745322,626543,636221.94,54068681.083,6.550331,6537.23025345043
  Sudeste,L Atividades imobiliárias,75262,205922,87038,87270.77,3160026.292,2.790924,2785.34205139317
  Sudeste,"M Atividades profissionais, científicas e técnicas",220910,952374,636852,621960.4,32232471.503,3.99445,3986.46101077521
  Sudeste,N Atividades administrativas e serviços complementares,311096,2955966,2617969,2596882.18,73127377.812,2.17047,2166.12942702521
  Sudeste,"O Administração pública, defesa e seguridade social",6731,2888333,2888234,2946947.78,175037650.425,4.578099,4568.94239506237
  Sudeste,P Educação,102654,1563993,1453815,1495582.01,70740290.216,3.645715,3638.42353643058
  Sudeste,Q Saúde humana e serviços sociais,160612,1778537,1531935,1530516.47,58158012.038,2.928854,2922.99581310112
  Sudeste,"R Artes, cultura, esporte e recreação",39476,211186,162558,167882.4,5820185.738,2.672131,2666.78696057937
  Sudeste,S Outras atividades de serviços,145167,518041,404081,405077.03,12308194.604,2.341978,2337.29421860255
  Sudeste,U Organismos internacionais e outras instituições extraterritoriais,98,1015,982,981.67,92997.744,7.301852,7287.24786882009
    Minas Gerais,Total,614040,5528280,4751699,4826961.99,157926485.771,2.52178,2516.73645624747
    Minas Gerais,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",7399,76506,66627,72880.17,1741214.83,1.841489,1837.80584358808
    Minas Gerais,B Indústrias extrativas,3745,65938,61502,61395.12,3046970.296,3.825256,3817.6052178339
    Minas Gerais,C Indústrias de transformação,48232,792942,726982,747113.7,23852987.559,2.460833,2455.91159263463
    Minas Gerais,D Eletricidade e gás,791,,,,,,
    Minas Gerais,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",1794,42199,40772,40743.59,1626779.679,3.077482,3071.32725379907
    Minas Gerais,F Construção,30527,312734,267598,262671.76,7119418.323,2.08909,2084.91222393946
    Minas Gerais,G Comércio; reparação de veículos automotores e motocicletas,217799,1222331,946489,961020.44,20320323.469,1.629762,1626.50214318823
    Minas Gerais,"H Transporte, armazenagem e correio",31202,287579,250568,253672.9,7816524.356,2.375012,2370.26148361805
    Minas Gerais,I Alojamento e alimentação,33865,222285,179203,178544.65,3065901.995,1.323541,1320.89432531302
    Minas Gerais,J Informação e comunicação,13489,91426,73117,73073.91,3381011.992,3.566239,3559.10673916945
    Minas Gerais,"K Atividades financeiras, de seguros e serviços relacionados",16754,107475,85252,85052.12,5499381.99,4.983734,4973.76648396482
    Minas Gerais,L Atividades imobiliárias,12882,36180,14304,14508.61,325333.843,1.728341,1724.88475675955
    Minas Gerais,"M Atividades profissionais, científicas e técnicas",42214,171572,110690,105321.85,3817404.323,2.793674,2788.08705301526
    Minas Gerais,N Atividades administrativas e serviços complementares,51740,432996,373421,372205.16,8677775.993,1.797017,1793.42282689141
    Minas Gerais,"O Administração pública, defesa e seguridade social",2534,744554,744534,769957.04,37548414.737,3.758817,3751.29967660773
    Minas Gerais,P Educação,21858,435257,413980,435112.13,17634089.718,3.123762,3117.51465041012
    Minas Gerais,Q Saúde humana e serviços sociais,35091,331117,275134,272540.29,8543924.101,2.416311,2411.47806383472
    Minas Gerais,"R Artes, cultura, esporte e recreação",8708,,,,,,
    Minas Gerais,S Outras atividades de serviços,33412,104194,81300,80629.84,1943503.434,1.857871,1854.15553539293
    Minas Gerais,U Organismos internacionais e outras instituições extraterritoriais,4,,,,,,
    Espírito Santo,Total,116572,1021767,870639,892137.47,29712599.357,2.567054,2561.91970719835
    Espírito Santo,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",820,,,,,,
    Espírito Santo,B Indústrias extrativas,1106,12550,11267,11827.01,1040139.39,6.778642,6765.08452328123
    Espírito Santo,C Indústrias de transformação,8749,118669,106469,111445.01,3618479.314,2.502601,2497.59556408479
    Espírito Santo,D Eletricidade e gás,188,,,,,,
    Espírito Santo,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",343,9901,9561,9607.75,370686.914,2.973799,2967.85178631834
    Espírito Santo,F Construção,5338,46752,38771,40889.05,1021434.395,1.925438,1921.58723517571
    Espírito Santo,G Comércio; reparação de veículos automotores e motocicletas,42187,247237,192234,190170.41,4193386.06,1.699605,1696.20583171451
    Espírito Santo,"H Transporte, armazenagem e correio",5141,71654,65752,67984.42,2295301.035,2.602294,2597.08942250185
    Espírito Santo,I Alojamento e alimentação,6216,42571,34563,34536.62,603272.757,1.346356,1343.66352851865
    Espírito Santo,J Informação e comunicação,2367,15893,12604,12533.94,479253.674,2.947162,2941.26724962536
    Espírito Santo,"K Atividades financeiras, de seguros e serviços relacionados",3255,20845,16367,16402.51,1055680.038,4.960759,4950.83720535642
    Espírito Santo,L Atividades imobiliárias,2177,6682,3071,2971.1,64448.994,1.671957,1668.61260916055
    Espírito Santo,"M Atividades profissionais, científicas e técnicas",7901,30851,19196,18010.44,582810.429,2.494187,2489.19912348274
    Espírito Santo,N Atividades administrativas e serviços complementares,10390,83249,71511,73392.21,1693731.277,1.778773,1775.21594332276
    Espírito Santo,"O Administração pública, defesa e seguridade social",394,166304,166299,178206.21,8530990.722,3.689799,3682.41968413144
    Espírito Santo,P Educação,4006,37844,33753,34678.9,1736074.659,3.858595,3850.87775386363
    Espírito Santo,Q Saúde humana e serviços sociais,6784,72584,60218,60574.29,1682036.432,2.140293,2136.01212405715
    Espírito Santo,"R Artes, cultura, esporte e recreação",1628,,,,,,
    Espírito Santo,S Outras atividades de serviços,7582,21620,15515,14762.44,340614.459,1.778407,1774.84970172744
    Espírito Santo,U Organismos internacionais e outras instituições extraterritoriais,-,-,-,-,-,-,-
    Rio de Janeiro,Total,424289,4499835,3928534,4032405.88,182776784.295,3.493678,3486.69083829352
    Rio de Janeiro,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",851,,,,,,
    Rio de Janeiro,B Indústrias extrativas,1031,36053,34911,36654.83,6900938.15,14.51119,14482.1677294328
    Rio de Janeiro,C Indústrias de transformação,19947,328473,299742,319932.09,16960602.172,4.086105,4077.93324370325
    Rio de Janeiro,D Eletricidade e gás,799,16336,15843,15613.59,1952374.814,9.637991,9618.71536270646
    Rio de Janeiro,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",911,48061,46864,47567.56,2198852.397,3.562963,3555.83704686394
    Rio de Janeiro,F Construção,17883,179796,152195,160561.92,5267447.576,2.528621,2523.56396259414
    Rio de Janeiro,G Comércio; reparação de veículos automotores e motocicletas,128184,960106,783763,808802.56,19631521.829,1.870844,1867.10223044946
    Rio de Janeiro,"H Transporte, armazenagem e correio",13255,261181,245369,260160.43,11766366.203,3.485999,3479.02673953322
    Rio de Janeiro,I Alojamento e alimentação,27589,268853,227995,231824.99,4703615.074,1.563859,1560.73141275169
    Rio de Janeiro,J Informação e comunicação,15990,125825,101487,105537.66,8208357.132,5.994803,5982.8130269036
    Rio de Janeiro,"K Atividades financeiras, de seguros e serviços relacionados",13541,112260,96670,97979.26,8458192.412,6.653796,6640.48887017989
    Rio de Janeiro,L Atividades imobiliárias,9462,33171,16441,16599.47,621069.915,2.883848,2878.08037522607
    Rio de Janeiro,"M Atividades profissionais, científicas e técnicas",35017,178480,122120,122016.68,7313279.853,4.619757,4610.51709235416
    Rio de Janeiro,N Atividades administrativas e serviços complementares,56173,498357,441743,446259.98,12056446.789,2.082368,2078.20334633016
    Rio de Janeiro,"O Administração pública, defesa e seguridade social",853,592498,592472,600451.9,44959031.868,5.771183,5759.64047539733
    Rio de Janeiro,P Educação,18726,345347,322002,326336.05,15379136.255,3.632394,3625.12962068961
    Rio de Janeiro,Q Saúde humana e serviços sociais,26553,348977,302706,303679.44,12210935.238,3.099272,3093.07311227716
    Rio de Janeiro,"R Artes, cultura, esporte e recreação",8042,52753,41138,45728.07,1628182.259,2.744393,2738.9038976245
    Rio de Janeiro,S Outras atividades de serviços,29455,107362,80539,81269.5,2426170.286,2.301017,2296.4148116878
    Rio de Janeiro,U Organismos internacionais e outras instituições extraterritoriais,27,,,,,,
    São Paulo,Total,1797020,15340551,13211447,13444607.36,584651512.058,3.351777,3345.07301187788
    São Paulo,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",90035,206292,132346,141739.32,3870547.997,2.104787,2100.57774587667
    São Paulo,B Indústrias extrativas,1543,18097,16106,16761.56,1252561.189,5.759843,5748.32298976394
    São Paulo,C Indústrias de transformação,113056,2340824,2191048,2297073.47,112677186.179,3.780831,3773.26888892373
    São Paulo,D Eletricidade e gás,1418,29104,27792,28438.92,2181506.19,5.912477,5900.65193971988
    São Paulo,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",4401,118535,114518,115519.46,5219862.655,3.482812,3475.84637721178
    São Paulo,F Construção,85020,622183,507744,513456.7,18052775.272,2.709981,2704.56110695036
    São Paulo,G Comércio; reparação de veículos automotores e motocicletas,546661,3256131,2610155,2669601.2,86950442.134,2.51045,2505.42873174062
    São Paulo,"H Transporte, armazenagem e correio",79950,853687,765644,801924.97,32534274.759,3.12704,3120.78637471917
    São Paulo,I Alojamento e alimentação,99534,728641,609350,617805.77,13791648.958,1.720641,1717.2000088188
    São Paulo,J Informação e comunicação,77335,466968,362987,363381.18,29133986.582,6.179646,6167.28662426347
    São Paulo,"K Atividades financeiras, de seguros e serviços relacionados",69674,504742,428254,436788.05,39055426.643,6.891865,6878.08100043735
    São Paulo,L Atividades imobiliárias,50741,129889,53222,53191.59,2149173.54,3.114258,3108.02970053088
    São Paulo,"M Atividades profissionais, científicas e técnicas",135778,571471,384846,376611.43,20518976.898,4.19941,4191.01151100935
    São Paulo,N Atividades administrativas e serviços complementares,192793,1941364,1731294,1705024.83,50699423.753,2.291915,2287.33072075419
    São Paulo,"O Administração pública, defesa e seguridade social",2950,1384977,1384929,1398332.63,83999213.098,4.630105,4620.84470603778
    São Paulo,P Educação,58064,745545,684080,699454.93,35990989.584,3.966068,3958.13588776577
    São Paulo,Q Saúde humana e serviços sociais,92184,1025859,893877,893722.45,35721116.267,3.080693,3074.53189117563
    São Paulo,"R Artes, cultura, esporte e recreação",21098,110723,85895,86731.22,3190995.892,2.835808,2830.13685800267
    São Paulo,S Outras atividades de serviços,74718,284865,226727,228415.25,7597906.425,2.563864,2558.73607556683
    São Paulo,U Organismos internacionais e outras instituições extraterritoriais,67,654,633,632.43,63498.043,7.738806,7723.3288208242
  Sul,Total,1290410,9723746,8113434,8280386.56,304929080.384,2.838405,2832.72802984472
  Sul,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",11956,92795,76425,82368.36,2126572.795,1.989967,1985.98737054262
  Sul,B Indústrias extrativas,2443,19704,16485,17076.57,630565.499,2.846136,2840.44385872663
  Sul,C Indústrias de transformação,128383,2065508,1890325,1960605.34,65386201.502,2.570526,2565.38514163496
  Sul,D Eletricidade e gás,1962,31532,29333,30303.62,2766211.732,7.035857,7021.78544497832
  Sul,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",4066,62006,57989,58343.97,2682177.837,3.54338,3536.29298926561
  Sul,F Construção,70362,426073,319439,328585.74,9327902.441,2.188071,2183.69475498237
  Sul,G Comércio; reparação de veículos automotores e motocicletas,448343,2256905,1701754,1732653.79,45181028.138,2.009881,2005.86159969273
  Sul,"H Transporte, armazenagem e correio",77525,540420,444836,458353.86,14884725.752,2.50303,2498.02391540894
  Sul,I Alojamento e alimentação,65878,404503,321488,318842.56,6722907.633,1.625201,1621.95015935137
  Sul,J Informação e comunicação,29897,204328,161798,162373.36,7706201.939,3.658067,3650.75135809508
  Sul,"K Atividades financeiras, de seguros e serviços relacionados",36489,213657,166732,167361.95,11028310.125,5.079002,5068.84359364194
  Sul,L Atividades imobiliárias,33048,81752,27850,27766.39,776054.001,2.154263,2149.95401330114
  Sul,"M Atividades profissionais, científicas e técnicas",83679,293921,172292,170805.47,6283768.32,2.835597,2829.92572688775
  Sul,N Atividades administrativas e serviços complementares,113160,750290,634242,627382.69,16105810.751,1.978683,1974.725377437
