mun_capital,cnae,atividades,unidades_locais,pessoal_ocp_total,pessoal_ocp_assal,pessoal_assal_medio,salarios_outras_rem,salario_medio_mensal_min,salario_medio_mensal
Aracaju - SE,85,Educação,682,28392,27500,28159.76,1221636.812,3.343792,3337.1045229625
Aracaju - SE,Q,Saúde humana e serviços sociais,1593,25900,22897,22802.87,856164.602,2.893969,2888.18098504537
Aracaju - SE,86,Atividades de atenção à saúde humana,1541,24575,21613,21527.82,816073.879,2.921834,2915.99027533818
Aracaju - SE,87,"Atividades de atenção à saúde humana integradas com assistência social, prestadas em residências coletivas e particulares",32,563,526,508.31,12612.609,1.912504,1908.67913735258
Aracaju - SE,88,Serviços de assistência social sem alojamento,20,762,758,766.74,27478.114,2.762262,2756.73771672676
Aracaju - SE,R,"Artes, cultura, esporte e recreação",291,1578,1226,1199.35,24449.315,1.571256,1568.11317668866
Aracaju - SE,90,"Atividades artísticas, criativas e de espetáculos",50,215,163,151.66,3350.822,1.702968,1699.56177279137
Aracaju - SE,91,Atividades ligadas ao patrimônio cultural e ambiental,5,41,40,29.99,1148.118,2.950775,2944.87393233642
Aracaju - SE,92,Atividades de exploração de jogos de azar e apostas,,,,,,,
Aracaju - SE,93,Atividades esportivas e de recreação e lazer,236,1322,1023,1017.7,19950.375,1.510975,1507.95345462241
Aracaju - SE,S,Outras atividades de serviços,1020,4859,4068,4119.1,91661.2,1.715178,1711.74808537339
Aracaju - SE,94,Atividades de organizações associativas,616,2369,2083,2103.03,53885.109,1.97492,1970.96968878969
Aracaju - SE,95,Reparação e manutenção de equipamentos de informática e comunicação e de objetos pessoais e domésticos,151,652,465,506.58,9425.923,1.434174,1431.30601287062
Aracaju - SE,96,Outras atividades de serviços pessoais,253,1838,1520,1509.49,28350.168,1.44761,1444.71454189571
Aracaju - SE,U,Organismos internacionais e outras instituições extraterritoriais,,,,,,,
Aracaju - SE,99,Organismos internacionais e outras instituições extraterritoriais,,,,,,,
Salvador - BA,A,"Agricultura, pecuária, produção florestal, pesca e aquicultura",70,,,,,,
Salvador - BA,01,"Agricultura, pecuária e serviços relacionados",62,523,421,440.47,10859.109,1.90022,1896.41990810515
Salvador - BA,02,Produção florestal,4,,,,,,
Salvador - BA,03,Pesca e aquicultura,4,82,80,82.73,5061.753,4.715894,4706.46217073148
Salvador - BA,B,Indústrias extrativas,41,1595,1560,1739.76,366609.277,16.242027,16209.5424744704
Salvador - BA,05,Extração de carvão mineral,,,,,,,
Salvador - BA,06,Extração de petróleo e gás natural,15,1299,1296,1470.03,350985.09,18.402998,18366.1918987525
Salvador - BA,07,Extração de minerais metálicos,3,,,,,,
Salvador - BA,08,Extração de minerais não-metálicos,20,257,232,235.19,10174.501,3.334421,3327.75170320559
Salvador - BA,09,Atividades de apoio à extração de minerais,3,,,,,,
Salvador - BA,C,Indústrias de transformação,2179,24125,21298,22614.65,669299.353,2.281165,2276.60236242368
Salvador - BA,10,Fabricação de produtos alimentícios,508,7917,7262,7977.9,188786.846,1.823935,1820.28667655938
Salvador - BA,11,Fabricação de bebidas,12,691,673,708.35,20837.711,2.2674,2262.86559773254
Salvador - BA,12,Fabricação de produtos do fumo,1,,,,,,
Salvador - BA,13,Fabricação de produtos têxteis,45,291,235,257.34,3986.32,1.193963,1191.57534778892
Salvador - BA,14,Confecção de artigos do vestuário e acessórios,318,2838,2456,2563.58,41943.031,1.26107,1258.5474219646
Salvador - BA,15,"Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados",20,130,106,125.69,1785.504,1.09493,1092.739768784
Salvador - BA,16,Fabricação de produtos de madeira,19,182,159,166.3,2702.171,1.25241,1249.90563855868
Salvador - BA,17,"Fabricação de celulose, papel e produtos de papel",19,213,188,152.73,5802.886,2.928504,2922.64680255252
Salvador - BA,18,Impressão e reprodução de gravações,206,943,659,750.47,14413.583,1.480351,1477.39037382727
Salvador - BA,19,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",5,26,25,33.06,6115.635,14.258204,14229.6872818651
Salvador - BA,20,Fabricação de produtos químicos,43,1062,1021,1058.23,110872.986,8.075544,8059.39278868415
Salvador - BA,21,Fabricação de produtos farmoquímicos e farmacêuticos,4,29,26,25.24,1972.901,6.024792,6012.74228940631
Salvador - BA,22,Fabricação de produtos de borracha e de material plástico,54,1292,1223,1295.24,42010.146,2.499943,2494.9427845864
Salvador - BA,23,Fabricação de produtos de minerais não-metálicos,65,840,749,798.31,20044.769,1.935333,1931.4618477688
Salvador - BA,24,Metalurgia,9,156,146,146.72,13764.925,7.231204,7216.7419889271
Salvador - BA,25,"Fabricação de produtos de metal, exceto máquinas e equipamentos",139,1437,1273,1508.07,36308.432,1.855719,1852.00707373816
Salvador - BA,26,"Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",7,76,62,51.06,1758.248,2.65415,2648.84148362409
Salvador - BA,27,"Fabricação de máquinas, aparelhos e materiais elétricos",18,303,281,210.3,5830.334,2.136881,2132.60689856981
Salvador - BA,28,Fabricação de máquinas e equipamentos,13,156,142,118.85,4440.702,2.879908,2874.14776220834
Salvador - BA,29,"Fabricação de veículos automotores, reboques e carrocerias",16,125,103,103.35,2033.473,1.516541,1513.50749879052
Salvador - BA,30,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",3,,,,,,
Salvador - BA,31,Fabricação de móveis,73,1613,1513,1576.51,50187.762,2.453732,2448.82498488628
Salvador - BA,32,Fabricação de produtos diversos,108,683,554,556.1,12227.835,1.694817,1691.42724745134
Salvador - BA,33,"Manutenção, reparação e instalação de máquinas e equipamentos",474,3057,2380,2316.12,74393.432,2.475709,2470.75785896572
Salvador - BA,D,Eletricidade e gás,86,2405,2296,2255.45,215286.911,7.357166,7342.45122498154
Salvador - BA,35,"Eletricidade, gás e outras utilidades",86,2405,2296,2255.45,215286.911,7.357166,7342.45122498154
Salvador - BA,E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",78,14572,14463,14163.11,595338.846,3.239901,3233.42089739851
Salvador - BA,36,"Captação, tratamento e distribuição de água",6,5203,5199,5238.59,404954.79,5.958243,5946.32686687419
Salvador - BA,37,Esgoto e atividades relacionadas,12,,,,,,
Salvador - BA,38,"Coleta, tratamento e disposição de resíduos; recuperação de materiais",58,8906,8827,8549.9,176476.921,1.590937,1587.75515143227
Salvador - BA,39,Descontaminação e outros serviços de gestão de resíduos,2,,,,,,
Salvador - BA,F,Construção,3013,45316,40650,42333.52,1181838.033,2.151789,2147.4854423416
Salvador - BA,41,Construção de edifícios,1564,19266,16671,18607.34,458728.21,1.900191,1896.39063856604
Salvador - BA,42,Obras de infraestrutura,379,15019,14449,13777.11,434130.018,2.428778,2423.92031196897
Salvador - BA,43,Serviços especializados para construção,1070,11031,9530,9949.07,288979.805,2.238778,2234.30087126041
Salvador - BA,G,Comércio; reparação de veículos automotores e motocicletas,19940,141204,118909,124579.94,2709568.859,1.676402,1673.04923865938
Salvador - BA,45,Comércio e reparação de veículos automotores e motocicletas,1678,,,,,,
Salvador - BA,46,"Comércio por atacado, exceto veículos automotores e motocicletas",2230,,,,,,
Salvador - BA,47,Comércio varejista,16032,103088,85536,90045.85,1732844.144,1.483276,1480.30923562402
Salvador - BA,H,"Transporte, armazenagem e correio",1624,41393,39709,41610.79,1293769.726,2.396498,2391.70532820564
Salvador - BA,49,Transporte terrestre,955,26193,25130,26761.36,716798.151,2.0645,2060.3705980448
Salvador - BA,50,Transporte aquaviário,35,823,785,800.37,41436.711,3.990438,3982.45724813812
Salvador - BA,51,Transporte aéreo,28,1137,1123,1122.24,62492.166,4.292062,4283.47741330526
Salvador - BA,52,Armazenamento e atividades auxiliares dos transportes,466,9821,9374,8965.83,325843.298,2.801202,2795.5994120927
Salvador - BA,53,Correio e outras atividades de entrega,140,3419,3297,3960.99,147199.4,2.864365,2858.6365452149
Salvador - BA,I,Alojamento e alimentação,4073,38514,33734,34747.05,612970.219,1.359714,1356.99448752318
Salvador - BA,55,Alojamento,368,6602,6175,6231.11,124921.388,1.545246,1542.15501547261
Salvador - BA,56,Alimentação,3705,31912,27559,28515.94,488048.831,1.319173,1316.53446350465
Salvador - BA,J,Informação e comunicação,1570,14711,12523,13015.26,584290.446,3.460207,3453.28629032973
Salvador - BA,58,Edição e edição integrada à impressão,112,1174,1001,932.23,46306.01,3.828604,3820.94629998044
Salvador - BA,59,"Atividades cinematográficas, produção de vídeos e de programas de televisão; gravação de som e edição de música",252,964,622,677.62,19093.115,2.171784,2167.44068039042
Salvador - BA,60,Atividades de rádio e de televisão,35,1669,1640,1667.14,77730.661,3.593738,3586.55038892032
Salvador - BA,61,Telecomunicações,194,2956,2773,3268.54,111630.847,2.632428,2627.16326885069
Salvador - BA,62,Atividades dos serviços de tecnologia da informação,726,5862,4761,4815.63,238206.411,3.812646,3805.02033522573
Salvador - BA,63,Atividades de prestação de serviços de informação,251,2086,1726,1654.1,91323.402,4.255459,4246.94823585217
Salvador - BA,K,"Atividades financeiras, de seguros e serviços relacionados",1786,14624,12448,12864.23,970475.962,5.814697,5803.06765946528
Salvador - BA,64,Atividades de serviços financeiros,816,9951,9143,9331.67,830812.904,6.862304,6848.5796136251
Salvador - BA,65,"Seguros, resseguros, previdência complementar e planos de saúde",104,1648,1579,1723.03,84305.154,3.771268,3763.72544073745
Salvador - BA,66,"Atividades auxiliares dos serviços financeiros, seguros, previdência complementar e planos de saúde",866,3025,1726,1809.53,55357.904,2.357979,2353.2631720349
Salvador - BA,L,Atividades imobiliárias,1888,6368,2863,2854.4,62594.419,1.690234,1686.8537372801
Salvador - BA,68,Atividades imobiliárias,1888,6368,2863,2854.4,62594.419,1.690234,1686.8537372801
Salvador - BA,M,"Atividades profissionais, científicas e técnicas",6240,30645,21052,21676.87,660417.412,2.34827,2343.57355949523
Salvador - BA,69,"Atividades jurídicas, de contabilidade e de auditoria",2442,10264,6169,6249.46,162409.913,2.00307,1999.06395604888
Salvador - BA,70,Atividades de sedes de empresas e de consultoria em gestão empresarial,946,3068,1617,1604.65,79465.051,3.816998,3809.36417958385
Salvador - BA,71,Serviços de arquitetura e engenharia; testes e análises técnicas,1513,10423,8257,8990.12,277720.386,2.381049,2376.28714804526
Salvador - BA,72,Pesquisa e desenvolvimento científico,40,446,392,397.15,36765.093,7.135217,7120.94693924985
Salvador - BA,73,Publicidade e pesquisa de mercado,700,3763,2797,2597.63,60784.503,1.803606,1799.99884510111
Salvador - BA,74,"Outras atividades profissionais, científicas e técnicas",514,2255,1526,1566.63,36302.783,1.786075,1782.50242190611
Salvador - BA,75,Atividades veterinárias,85,426,294,271.23,6969.683,1.980621,1976.6598884285
Salvador - BA,N,Atividades administrativas e serviços complementares,8381,104578,94731,92295.89,1845117.37,1.540876,1537.79442816593
Salvador - BA,77,Aluguéis não-imobiliários e gestão de ativos intangíveis não-financeiros,659,5964,5086,5068.45,134018.922,2.03806,2033.98432383743
Salvador - BA,78,"Seleção, agenciamento e locação de mão-de-obra",147,15621,15431,14275.72,283199.243,1.529045,1525.98658098129
Salvador - BA,79,"Agências de viagens, operadores turísticos e serviços de reservas",377,1757,1235,1266.91,35235.569,2.143688,2139.40089241965
Salvador - BA,80,"Atividades de vigilância, segurança e investigação",151,6172,5983,6145.54,141514.616,1.774873,1771.32354395345
Salvador - BA,81,Serviços para edifícios e atividades paisagísticas,4805,39910,34822,34434.83,665686.019,1.490039,1487.05879617102
Salvador - BA,82,"Serviços de escritório, de apoio administrativo e outros serviços prestados às empresas",2242,35154,32174,31104.44,585463.001,1.450785,1447.88382178038
Salvador - BA,O,"Administração pública, defesa e seguridade social",145,96712,96703,96014.97,10383339.225,8.335357,8318.68615824258
Salvador - BA,84,"Administração pública, defesa e seguridade social",145,96712,96703,96014.97,10383339.225,8.335357,8318.68615824258
Salvador - BA,P,Educação,2422,102068,99158,103716.12,6201148.884,4.608419,4599.20263711547
Salvador - BA,85,Educação,2422,102068,99158,103716.12,6201148.884,4.608419,4599.20263711547
Salvador - BA,Q,Saúde humana e serviços sociais,7025,119604,104619,103871.13,4251699.44,3.15496,3148.64970735298
Salvador - BA,86,Atividades de atenção à saúde humana,6870,114217,99356,98519.89,4095661.166,3.204249,3197.84014094085
Salvador - BA,87,"Atividades de atenção à saúde humana integradas com assistência social, prestadas em residências coletivas e particulares",102,2528,2415,2427.92,70794.947,2.24747,2242.97553207937
Salvador - BA,88,Serviços de assistência social sem alojamento,53,2859,2848,2923.32,85243.327,2.247554,2243.05891931092
Salvador - BA,R,"Artes, cultura, esporte e recreação",983,6932,5644,5574.74,218702.033,3.023809,3017.76106288227
Salvador - BA,90,"Atividades artísticas, criativas e de espetáculos",339,1054,538,533.06,21364.902,3.089235,3083.05631636214
Salvador - BA,91,Atividades ligadas ao patrimônio cultural e ambiental,15,640,634,644.5,23061.243,2.757947,2752.43098406636
Salvador - BA,92,Atividades de exploração de jogos de azar e apostas,,,,,,,
Salvador - BA,93,Atividades esportivas e de recreação e lazer,629,5238,4472,4397.18,174275.888,3.054845,3048.73522086008
Salvador - BA,S,Outras atividades de serviços,3308,18914,16228,15782.06,417390.594,2.038474,2034.39657238857
Salvador - BA,94,Atividades de organizações associativas,1733,10543,9866,9105.86,295100.486,2.4979,2492.90428192564
Salvador - BA,95,Reparação e manutenção de equipamentos de informática e comunicação e de objetos pessoais e domésticos,538,3120,2395,2397.23,49315.161,1.585612,1582.44053473256
Salvador - BA,96,Outras atividades de serviços pessoais,1037,5251,3967,4278.97,72974.947,1.3145,1311.87118898671
Salvador - BA,U,Organismos internacionais e outras instituições extraterritoriais,5,,,,,,
Salvador - BA,99,Organismos internacionais e outras instituições extraterritoriais,5,,,,,,
Belo Horizonte - MG,A,"Agricultura, pecuária, produção florestal, pesca e aquicultura",162,,,,,,
Belo Horizonte - MG,01,"Agricultura, pecuária e serviços relacionados",134,482,224,227.84,5545.04,1.875862,1872.10998271392
Belo Horizonte - MG,02,Produção florestal,24,,,,,,
Belo Horizonte - MG,03,Pesca e aquicultura,4,,,,,,
Belo Horizonte - MG,B,Indústrias extrativas,175,2029,1782,1818.76,246221.132,10.434606,10413.7363241566
Belo Horizonte - MG,05,Extração de carvão mineral,3,,,,,,
Belo Horizonte - MG,06,Extração de petróleo e gás natural,16,,,,,,
Belo Horizonte - MG,07,Extração de minerais metálicos,87,1248,1131,1128.6,208145.574,14.215209,14186.7783094099
Belo Horizonte - MG,08,Extração de minerais não-metálicos,42,133,73,83.64,3882.616,3.577969,3570.8126402531
Belo Horizonte - MG,09,Atividades de apoio à extração de minerais,27,608,575,600.51,34055.779,4.37116,4362.41745798123
Belo Horizonte - MG,C,Indústrias de transformação,5061,53240,45792,46559.15,1918055.876,3.175282,3168.93155678975
Belo Horizonte - MG,10,Fabricação de produtos alimentícios,751,9916,8796,8801.78,222699.26,1.950179,1946.27817415254
Belo Horizonte - MG,11,Fabricação de bebidas,40,442,372,365.78,13425.42,2.829007,2823.34904965995
Belo Horizonte - MG,12,Fabricação de produtos do fumo,,,,,,,
Belo Horizonte - MG,13,Fabricação de produtos têxteis,85,920,803,847.45,26772.267,2.43499,2430.11995261803
Belo Horizonte - MG,14,Confecção de artigos do vestuário e acessórios,653,5001,4103,4345.85,99358.09,1.762198,1758.67321697712
Belo Horizonte - MG,15,"Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados",127,1034,860,909,18604.291,1.577522,1574.36667512905
Belo Horizonte - MG,16,Fabricação de produtos de madeira,43,277,211,201.83,4423.49,1.689295,1685.91617469386
Belo Horizonte - MG,17,"Fabricação de celulose, papel e produtos de papel",69,756,663,688.45,23465.092,2.627096,2621.84193031168
Belo Horizonte - MG,18,Impressão e reprodução de gravações,448,2758,2044,2141.68,57437.977,2.067144,2063.0093772538
Belo Horizonte - MG,19,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",3,34,29,32.59,4644.348,10.984151,10962.1828309769
Belo Horizonte - MG,20,Fabricação de produtos químicos,120,1699,1529,1445.77,40658.441,2.167592,2163.25721561202
Belo Horizonte - MG,21,Fabricação de produtos farmoquímicos e farmacêuticos,22,579,551,559.18,19646.022,2.708003,2702.58675478104
Belo Horizonte - MG,22,Fabricação de produtos de borracha e de material plástico,134,1540,1330,1387.48,31491.783,1.74943,1745.93136200439
Belo Horizonte - MG,23,Fabricação de produtos de minerais não-metálicos,212,2300,2003,2152.34,68815.473,2.464344,2459.41529826929
Belo Horizonte - MG,24,Metalurgia,48,5433,5388,5762.13,609744.066,8.156252,8139.93951755821
Belo Horizonte - MG,25,"Fabricação de produtos de metal, exceto máquinas e equipamentos",572,4317,3447,3438.87,109939.151,2.464125,2459.19670392622
Belo Horizonte - MG,26,"Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",90,1075,921,826.57,31511.567,2.938438,2932.56069335651
Belo Horizonte - MG,27,"Fabricação de máquinas, aparelhos e materiais elétricos",94,1487,1345,1283.08,41980.162,2.521834,2516.7902475054
Belo Horizonte - MG,28,Fabricação de máquinas e equipamentos,141,1739,1553,1545.21,127138.378,6.34184,6329.15605695616
Belo Horizonte - MG,29,"Fabricação de veículos automotores, reboques e carrocerias",81,1973,1867,1941.48,86103.849,3.418344,3411.50720069226
Belo Horizonte - MG,30,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",8,187,176,217.84,17432.83,6.168171,6155.83420435606
Belo Horizonte - MG,31,Fabricação de móveis,258,1891,1502,1407.91,35134.227,1.923453,1919.60625761153
Belo Horizonte - MG,32,Fabricação de produtos diversos,475,4886,4133,4203.89,145716.722,2.671678,2666.33489824534
Belo Horizonte - MG,33,"Manutenção, reparação e instalação de máquinas e equipamentos",587,2996,2166,2052.99,81912.97,3.075332,3069.18089825459
Belo Horizonte - MG,D,Eletricidade e gás,256,6428,6262,6545.15,826395.714,9.731831,9712.36733717685
Belo Horizonte - MG,35,"Eletricidade, gás e outras utilidades",256,6428,6262,6545.15,826395.714,9.731831,9712.36733717685
Belo Horizonte - MG,E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",147,15940,15731,15931.01,831314.838,4.022058,4014.01387801334
Belo Horizonte - MG,36,"Captação, tratamento e distribuição de água",8,11976,11971,11907.92,714903.945,4.627409,4618.15423296816
Belo Horizonte - MG,37,Esgoto e atividades relacionadas,35,,,,,,
Belo Horizonte - MG,38,"Coleta, tratamento e disposição de resíduos; recuperação de materiais",102,3792,3638,3860.08,113356.438,2.263477,2258.94955544963
Belo Horizonte - MG,39,Descontaminação e outros serviços de gestão de resíduos,2,,,,,,
Belo Horizonte - MG,F,Construção,7535,128358,116886,114297.42,3431433.663,2.31401,2309.38227315529
Belo Horizonte - MG,41,Construção de edifícios,4293,46171,39446,42254.78,1217982.863,2.221731,2217.28735687509
Belo Horizonte - MG,42,Obras de infraestrutura,835,54066,52799,47401.43,1497301.191,2.434691,2429.82151999017
Belo Horizonte - MG,43,Serviços especializados para construção,2407,28121,24641,24641.21,716149.609,2.240102,2235.62201131919
Belo Horizonte - MG,G,Comércio; reparação de veículos automotores e motocicletas,30971,208415,167327,172767.27,3938031.554,1.756887,1753.37321793559
Belo Horizonte - MG,45,Comércio e reparação de veículos automotores e motocicletas,3957,25158,19681,20305.19,552132.49,2.09586,2091.66868175082
Belo Horizonte - MG,46,"Comércio por atacado, exceto veículos automotores e motocicletas",6510,32909,23611,24067.42,757872.76,2.427129,2422.27478538974
Belo Horizonte - MG,47,Comércio varejista,20504,150348,124035,128394.66,2628026.304,1.577643,1574.48814100572
Belo Horizonte - MG,H,"Transporte, armazenagem e correio",3162,50205,46178,48212.64,1659690.892,2.653337,2648.03027077227
Belo Horizonte - MG,49,Transporte terrestre,1720,33923,31651,33186.99,1084724.238,2.519287,2514.24808336038
Belo Horizonte - MG,50,Transporte aquaviário,2,,,,,,
Belo Horizonte - MG,51,Transporte aéreo,33,,,,,,
Belo Horizonte - MG,52,Armazenamento e atividades auxiliares dos transportes,1143,9251,7815,7375.42,266422.855,2.784267,2778.69813098519
Belo Horizonte - MG,53,Correio e outras atividades de entrega,264,6088,5782,6663.7,240511.684,2.781934,2776.37030016819
Belo Horizonte - MG,I,Alojamento e alimentação,6684,56592,47585,48126.06,859291.69,1.376215,1373.46295892975
Belo Horizonte - MG,55,Alojamento,384,4561,3980,3993.51,79481.224,1.534037,1530.96907424604
Belo Horizonte - MG,56,Alimentação,6300,52031,43605,44132.55,779810.466,1.361934,1359.21038919207
Belo Horizonte - MG,J,Informação e comunicação,4954,39508,32053,31769.74,2034602.059,4.936191,4926.31827305819
Belo Horizonte - MG,58,Edição e edição integrada à impressão,306,2114,1640,1801.58,73837.667,3.159007,3152.68849479986
Belo Horizonte - MG,59,"Atividades cinematográficas, produção de vídeos e de programas de televisão; gravação de som e edição de música",388,1305,730,678.12,17638.615,2.00486,2000.85020123509
Belo Horizonte - MG,60,Atividades de rádio e de televisão,50,1810,1747,1791.56,118186.44,5.084666,5074.49631348357
Belo Horizonte - MG,61,Telecomunicações,282,4891,4636,5379.74,277389.638,3.974249,3966.30031591461
Belo Horizonte - MG,62,Atividades dos serviços de tecnologia da informação,3054,23590,18801,17794.93,1187457.723,5.143373,5133.08575921517
Belo Horizonte - MG,63,Atividades de prestação de serviços de informação,874,5798,4499,4323.81,360091.976,6.419082,6406.24420805511
Belo Horizonte - MG,K,"Atividades financeiras, de seguros e serviços relacionados",6115,37889,29130,29087.84,2241183.937,5.93871,5926.83280658225
Belo Horizonte - MG,64,Atividades de serviços financeiros,4050,24945,19149,19099.37,1730726.939,6.984505,6970.53575387767
Belo Horizonte - MG,65,"Seguros, resseguros, previdência complementar e planos de saúde",216,6549,6400,6378.16,344809.789,4.166873,4158.53944132429
Belo Horizonte - MG,66,"Atividades auxiliares dos serviços financeiros, seguros, previdência complementar e planos de saúde",1849,6395,3581,3610.31,165647.209,3.536435,3529.36257551291
Belo Horizonte - MG,L,Atividades imobiliárias,4350,12637,5095,5262.41,128493.275,1.88201,1878.24553330567
Belo Horizonte - MG,68,Atividades imobiliárias,4350,12637,5095,5262.41,128493.275,1.88201,1878.24553330567
Belo Horizonte - MG,M,"Atividades profissionais, científicas e técnicas",15684,71424,46359,42428.4,1917064.183,3.48262,3475.65488246987
Belo Horizonte - MG,69,"Atividades jurídicas, de contabilidade e de auditoria",4580,23109,15089,13327.22,480082.22,2.776529,2770.97560770075
Belo Horizonte - MG,70,Atividades de sedes de empresas e de consultoria em gestão empresarial,2306,7602,4076,3947.09,175922.11,3.435338,3428.46755457818
Belo Horizonte - MG,71,Serviços de arquitetura e engenharia; testes e análises técnicas,5475,28677,19953,18097.95,918223.984,3.910618,3902.79640256748
Belo Horizonte - MG,72,Pesquisa e desenvolvimento científico,103,1012,871,833.24,97484.547,9.017617,8999.58152236127
Belo Horizonte - MG,73,Publicidade e pesquisa de mercado,1413,4920,2933,2821.75,88441.294,2.415809,2410.97774839673
Belo Horizonte - MG,74,"Outras atividades profissionais, científicas e técnicas",1607,5228,2895,2863.38,145658.273,3.920868,3913.02675106397
Belo Horizonte - MG,75,Atividades veterinárias,200,876,542,537.77,11251.755,1.612686,1609.46057865745
Belo Horizonte - MG,N,Atividades administrativas e serviços complementares,19847,217532,195675,197174.74,4828255.698,1.887405,1883.63014685116
Belo Horizonte - MG,77,Aluguéis não-imobiliários e gestão de ativos intangíveis não-financeiros,1661,13703,11409,11392.1,485402.504,3.28416,3277.5918534639
Belo Horizonte - MG,78,"Seleção, agenciamento e locação de mão-de-obra",179,19248,19038,19396.57,418036.241,1.661174,1657.85156463627
Belo Horizonte - MG,79,"Agências de viagens, operadores turísticos e serviços de reservas",613,3975,3051,3034.6,136269.235,3.461166,3454.24400123702
Belo Horizonte - MG,80,"Atividades de vigilância, segurança e investigação",263,33812,33513,33293.19,1025969.101,2.375226,2370.47576627301
Belo Horizonte - MG,81,Serviços para edifícios e atividades paisagísticas,11455,96310,86042,87444.15,1797862.634,1.584717,1581.54805887309
Belo Horizonte - MG,82,"Serviços de escritório, de apoio administrativo e outros serviços prestados às empresas",5676,50484,42622,42614.13,964715.983,1.744906,1741.41585828998
Belo Horizonte - MG,O,"Administração pública, defesa e seguridade social",99,176283,176277,175900.51,19077034.314,8.359299,8342.5805758039
Belo Horizonte - MG,84,"Administração pública, defesa e seguridade social",99,176283,176277,175900.51,19077034.314,8.359299,8342.5805758039
Belo Horizonte - MG,P,Educação,4456,259788,254437,270770.64,10142498.757,2.887151,2881.37669607356
Belo Horizonte - MG,85,Educação,4456,259788,254437,270770.64,10142498.757,2.887151,2881.37669607356
Belo Horizonte - MG,Q,Saúde humana e serviços sociais,6575,92728,80945,80865.16,3194124.385,3.044504,3038.41451336065
Belo Horizonte - MG,86,Atividades de atenção à saúde humana,6055,80139,68903,68729.39,2904577.423,3.257366,3250.85138306133
Belo Horizonte - MG,87,"Atividades de atenção à saúde humana integradas com assistência social, prestadas em residências coletivas e particulares",374,5720,5244,5198.04,115987.436,1.719877,1716.43743825335
Belo Horizonte - MG,88,Serviços de assistência social sem alojamento,146,6869,6798,6937.73,173559.526,1.928223,1924.36614991226
Belo Horizonte - MG,R,"Artes, cultura, esporte e recreação",1665,12328,9976,10074.03,524829.488,4.015514,4007.48251463645
Belo Horizonte - MG,90,"Atividades artísticas, criativas e de espetáculos",446,1137,475,481.29,26663.345,4.270059,4261.51912248652
Belo Horizonte - MG,91,Atividades ligadas ao patrimônio cultural e ambiental,37,,,,,,
Belo Horizonte - MG,92,Atividades de exploração de jogos de azar e apostas,2,,,,,,
Belo Horizonte - MG,93,Atividades esportivas e de recreação e lazer,1180,10909,9260,9349.56,487410.867,4.018187,4010.15059696762
Belo Horizonte - MG,S,Outras atividades de serviços,5465,33777,28466,28259.35,868727.076,2.369449,2364.70972235057
Belo Horizonte - MG,94,Atividades de organizações associativas,2884,21282,19641,19389.95,661472.017,2.629426,2624.16678981399
Belo Horizonte - MG,95,Reparação e manutenção de equipamentos de informática e comunicação e de objetos pessoais e domésticos,1049,4609,3080,3247.19,87994.939,2.0887,2084.52276015215
Belo Horizonte - MG,96,Outras atividades de serviços pessoais,1532,7886,5745,5622.21,119260.12,1.634987,1631.71695554157
Belo Horizonte - MG,U,Organismos internacionais e outras instituições extraterritoriais,3,,,,,,
Belo Horizonte - MG,99,Organismos internacionais e outras instituições extraterritoriais,3,,,,,,
Vitória - ES,A,"Agricultura, pecuária, produção florestal, pesca e aquicultura",26,86,52,54.55,724.299,1.023409,1021.36219417613
Vitória - ES,01,"Agricultura, pecuária e serviços relacionados",18,71,41,44.38,556.928,0.967248,965.31355080251
Vitória - ES,02,Produção florestal,7,,,,,,
Vitória - ES,03,Pesca e aquicultura,1,,,,,,
Vitória - ES,B,Indústrias extrativas,49,4662,4614,4785.1,666301.765,10.732627,10711.1621330958
Vitória - ES,05,Extração de carvão mineral,,,,,,,
Vitória - ES,06,Extração de petróleo e gás natural,9,1692,1690,1870.5,458682.283,18.900808,18863.0059013427
Vitória - ES,07,Extração de minerais metálicos,7,,,,,,
Vitória - ES,08,Extração de minerais não-metálicos,17,,,,,,
Vitória - ES,09,Atividades de apoio à extração de minerais,16,370,356,377.86,64106.306,13.076633,13050.4798276936
Vitória - ES,C,Indústrias de transformação,601,4274,3426,4091.78,142184.073,2.678334,2672.97762455835
Vitória - ES,10,Fabricação de produtos alimentícios,126,1616,1449,1288.16,34048.375,2.037289,2033.21463888862
Vitória - ES,11,Fabricação de bebidas,6,74,61,58.35,866.604,1.144738,1142.448091754
Vitória - ES,12,Fabricação de produtos do fumo,,,,,,,
Vitória - ES,13,Fabricação de produtos têxteis,11,65,50,48.19,832.462,1.331477,1328.81382987214
Vitória - ES,14,Confecção de artigos do vestuário e acessórios,72,345,248,244.54,4116.39,1.297456,1294.86130946015
