mun_capital,cnae,atividades,unidades_locais,pessoal_ocp_total,pessoal_ocp_assal,pessoal_assal_medio,salarios_outras_rem,salario_medio_mensal_min,salario_medio_mensal
Vitória - ES,15,"Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados",7,20,10,10.57,177.929,1.297472,1294.87664653228
Vitória - ES,16,Fabricação de produtos de madeira,3,7,4,2.84,26.739,0.725693,724.241603466956
Vitória - ES,17,"Fabricação de celulose, papel e produtos de papel",3,6,1,3.8,66.189,1.342543,1339.85829959514
Vitória - ES,18,Impressão e reprodução de gravações,67,559,449,448.32,10477.159,1.801281,1797.67868418163
Vitória - ES,19,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",2,,,,,,
Vitória - ES,20,Fabricação de produtos químicos,1,,,,,,
Vitória - ES,21,Fabricação de produtos farmoquímicos e farmacêuticos,3,101,99,106,2566.417,1.866154,1862.42162554427
Vitória - ES,22,Fabricação de produtos de borracha e de material plástico,3,22,17,17.91,406.911,1.751177,1747.6742687798
Vitória - ES,23,Fabricação de produtos de minerais não-metálicos,14,196,181,168.45,6827.323,3.123961,3117.71262871886
Vitória - ES,24,Metalurgia,5,65,60,804.12,52100.182,4.993953,4983.96546248359
Vitória - ES,25,"Fabricação de produtos de metal, exceto máquinas e equipamentos",28,140,104,107.95,2314.224,1.652376,1649.07115117398
Vitória - ES,26,"Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",5,25,20,19.74,2154.049,8.410746,8393.92486945679
Vitória - ES,27,"Fabricação de máquinas, aparelhos e materiais elétricos",6,80,75,74.93,3613.437,3.716985,3709.55147881613
Vitória - ES,28,Fabricação de máquinas e equipamentos,5,12,9,8.88,303.263,2.632283,2627.01836451836
Vitória - ES,29,"Fabricação de veículos automotores, reboques e carrocerias",2,,,,,,
Vitória - ES,30,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",2,,,,,,
Vitória - ES,31,Fabricação de móveis,27,95,63,65.35,1288.476,1.519696,1516.65705373433
Vitória - ES,32,Fabricação de produtos diversos,60,272,178,185.06,4087.872,1.702593,1699.18778940718
Vitória - ES,33,"Manutenção, reparação e instalação de máquinas e equipamentos",143,546,336,416.27,15487.165,2.867629,2861.89344563717
Vitória - ES,D,Eletricidade e gás,19,412,399,428.73,37127.345,6.674767,6661.41771134424
Vitória - ES,35,"Eletricidade, gás e outras utilidades",19,412,399,428.73,37127.345,6.674767,6661.41771134424
Vitória - ES,E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",23,2378,2357,2373.75,101412.912,3.292944,3286.35839105602
Vitória - ES,36,"Captação, tratamento e distribuição de água",3,388,386,398,39672.602,7.683051,7667.68496327793
Vitória - ES,37,Esgoto e atividades relacionadas,7,,,,,,
Vitória - ES,38,"Coleta, tratamento e disposição de resíduos; recuperação de materiais",12,1776,1765,1726.88,53977.409,2.409217,2404.39890705514
Vitória - ES,39,Descontaminação e outros serviços de gestão de resíduos,1,,,,,,
Vitória - ES,F,Construção,995,8150,6554,6886.11,169269.077,1.894653,1890.86410626162
Vitória - ES,41,Construção de edifícios,609,4491,3433,3427.03,82491.767,1.85532,1851.60927638846
Vitória - ES,42,Obras de infraestrutura,79,1361,1265,1159.17,23132.149,1.538137,1535.06049753106
Vitória - ES,43,Serviços especializados para construção,307,2298,1856,2299.91,63645.161,2.13295,2128.68399867152
Vitória - ES,G,Comércio; reparação de veículos automotores e motocicletas,4905,30246,23880,23960.03,577027.566,1.856245,1852.53256553326
Vitória - ES,45,Comércio e reparação de veículos automotores e motocicletas,425,2703,2159,2162.24,60893.606,2.17067,2166.32914868911
Vitória - ES,46,"Comércio por atacado, exceto veículos automotores e motocicletas",962,4545,3275,3315.85,126520.367,2.940977,2935.09535204455
Vitória - ES,47,Comércio varejista,3518,22998,18446,18481.94,389613.593,1.624848,1621.59796994338
Vitória - ES,H,"Transporte, armazenagem e correio",553,14303,13709,14373.27,735340.64,3.943293,3935.4068082896
Vitória - ES,49,Transporte terrestre,160,7003,6855,6974.66,360245.604,3.981088,3973.1256158282
Vitória - ES,50,Transporte aquaviário,33,1387,1346,1586.03,76464.559,3.715993,3708.56109521645
Vitória - ES,51,Transporte aéreo,11,,,,,,
Vitória - ES,52,Armazenamento e atividades auxiliares dos transportes,298,4662,4308,4438.9,245991.865,4.271412,4262.86943924084
Vitória - ES,53,Correio e outras atividades de entrega,51,,,,,,
Vitória - ES,I,Alojamento e alimentação,1247,9953,8313,8231.5,154431.16,1.446046,1443.15373868675
Vitória - ES,55,Alojamento,60,739,677,670.89,15245.49,1.751524,1748.02128515852
Vitória - ES,56,Alimentação,1187,9214,7636,7560.61,139185.67,1.418939,1416.10134631994
Vitória - ES,J,Informação e comunicação,851,7687,6431,6591.46,320671.638,3.749774,3742.27395401369
Vitória - ES,58,Edição e edição integrada à impressão,48,869,810,1005.97,42395.345,3.248323,3241.82667933973
Vitória - ES,59,"Atividades cinematográficas, produção de vídeos e de programas de televisão; gravação de som e edição de música",58,174,84,82.86,1749.798,1.62768,1624.42488720548
Vitória - ES,60,Atividades de rádio e de televisão,22,860,849,807.86,43384.939,4.13932,4131.0412695269
Vitória - ES,61,Telecomunicações,72,759,709,820.42,39526.052,3.713413,3705.98661473579
Vitória - ES,62,Atividades dos serviços de tecnologia da informação,487,4118,3322,3208.27,157281.168,3.778609,3771.05149648109
Vitória - ES,63,Atividades de prestação de serviços de informação,164,907,657,666.08,36334.336,4.204525,4196.11596666605
Vitória - ES,K,"Atividades financeiras, de seguros e serviços relacionados",1157,10050,8250,8218.96,526586.331,4.938315,4928.43873752322
Vitória - ES,64,Atividades de serviços financeiros,741,5649,4492,4690.87,383535.836,6.302004,6289.39975215357
Vitória - ES,65,"Seguros, resseguros, previdência complementar e planos de saúde",74,2078,2008,2067.52,102196.574,3.809893,3802.27273403736
Vitória - ES,66,"Atividades auxiliares dos serviços financeiros, seguros, previdência complementar e planos de saúde",342,2323,1750,1460.57,40853.921,2.155944,2151.63210780196
Vitória - ES,L,Atividades imobiliárias,740,2802,1523,1457.66,31687.597,1.675557,1672.20576920438
Vitória - ES,68,Atividades imobiliárias,740,2802,1523,1457.66,31687.597,1.675557,1672.20576920438
Vitória - ES,M,"Atividades profissionais, científicas e técnicas",2882,12760,8149,7546.42,325122.455,3.320719,3314.07735262344
Vitória - ES,69,"Atividades jurídicas, de contabilidade e de auditoria",1150,4299,2372,2399.67,64139.503,2.060156,2056.03600623291
Vitória - ES,70,Atividades de sedes de empresas e de consultoria em gestão empresarial,403,1101,450,430.5,22549.931,4.037366,4029.29170016975
Vitória - ES,71,Serviços de arquitetura e engenharia; testes e análises técnicas,741,4065,2892,2625.56,147575.403,4.332296,4323.63155933328
Vitória - ES,72,Pesquisa e desenvolvimento científico,27,435,397,379.53,19567.521,3.97389,3965.94188358476
Vitória - ES,73,Publicidade e pesquisa de mercado,272,844,451,441.19,14004.674,2.446659,2441.76571405656
Vitória - ES,74,"Outras atividades profissionais, científicas e técnicas",258,1896,1518,1203.52,56090.121,3.592189,3585.0045635367
Vitória - ES,75,Atividades veterinárias,31,120,69,66.45,1195.302,1.386465,1383.69161312728
Vitória - ES,N,Atividades administrativas e serviços complementares,3516,24994,21185,21251.23,589657.869,2.138662,2134.38457987536
Vitória - ES,77,Aluguéis não-imobiliários e gestão de ativos intangíveis não-financeiros,253,,,,,,
Vitória - ES,78,"Seleção, agenciamento e locação de mão-de-obra",29,2355,2327,2293.18,169508.006,5.697419,5686.02437864249
Vitória - ES,79,"Agências de viagens, operadores turísticos e serviços de reservas",144,,,,,,
Vitória - ES,80,"Atividades de vigilância, segurança e investigação",56,3240,3174,3392.08,87363.058,1.985125,1981.15469881879
Vitória - ES,81,Serviços para edifícios e atividades paisagísticas,1819,10918,9263,9253.13,186607.128,1.55441,1551.30150138801
Vitória - ES,82,"Serviços de escritório, de apoio administrativo e outros serviços prestados às empresas",1215,6444,4952,4927.25,108821.47,1.7023,1698.89538945503
Vitória - ES,O,"Administração pública, defesa e seguridade social",94,68118,68118,70414.61,5023212.785,5.498509,5487.51151872514
Vitória - ES,84,"Administração pública, defesa e seguridade social",94,68118,68118,70414.61,5023212.785,5.498509,5487.51151872514
Vitória - ES,P,Educação,755,13332,12337,12563.88,883333.138,5.419096,5408.25787281293
Vitória - ES,85,Educação,755,13332,12337,12563.88,883333.138,5.419096,5408.25787281293
Vitória - ES,Q,Saúde humana e serviços sociais,2113,20523,15955,16039.54,507182.13,2.437239,2432.36464387383
Vitória - ES,86,Atividades de atenção à saúde humana,2041,17717,13231,13211.13,436711.377,2.54789,2542.79405668961
Vitória - ES,87,"Atividades de atenção à saúde humana integradas com assistência social, prestadas em residências coletivas e particulares",37,1515,1444,1507.23,37299.343,1.907426,1903.61141349975
Vitória - ES,88,Serviços de assistência social sem alojamento,35,1291,1280,1321.18,33171.41,1.93521,1931.33935048738
Vitória - ES,R,"Artes, cultura, esporte e recreação",272,1428,1088,1088.99,20035.767,1.418104,1415.26813483489
Vitória - ES,90,"Atividades artísticas, criativas e de espetáculos",53,156,87,84.95,1985.747,1.801717,1798.11382261059
Vitória - ES,91,Atividades ligadas ao patrimônio cultural e ambiental,5,17,14,13.62,412.727,2.335672,2331.00079069242
Vitória - ES,92,Atividades de exploração de jogos de azar e apostas,,,,,,,
Vitória - ES,93,Atividades esportivas e de recreação e lazer,214,1255,987,990.42,17637.293,1.372583,1369.83789317042
Vitória - ES,S,Outras atividades de serviços,1465,8328,6999,6404.32,179616.616,2.161721,2157.39731450502
Vitória - ES,94,Atividades de organizações associativas,932,6183,5602,4981.23,146961.758,2.274018,2269.46971237719
Vitória - ES,95,Reparação e manutenção de equipamentos de informática e comunicação e de objetos pessoais e domésticos,207,,,,,,
Vitória - ES,96,Outras atividades de serviços pessoais,326,,,,,,
Vitória - ES,U,Organismos internacionais e outras instituições extraterritoriais,,,,,,,
Vitória - ES,99,Organismos internacionais e outras instituições extraterritoriais,,,,,,,
Rio de Janeiro - RJ,A,"Agricultura, pecuária, produção florestal, pesca e aquicultura",182,,,,,,
Rio de Janeiro - RJ,01,"Agricultura, pecuária e serviços relacionados",128,674,438,498.87,15489.637,2.393205,2388.41890364532
Rio de Janeiro - RJ,02,Produção florestal,34,151,90,100.34,3478.718,2.672214,2666.86956655065
Rio de Janeiro - RJ,03,Pesca e aquicultura,20,,,,,,
Rio de Janeiro - RJ,B,Indústrias extrativas,346,9393,9079,9111.95,2178474.533,18.427536,18390.680817709
Rio de Janeiro - RJ,05,Extração de carvão mineral,1,,,,,,
Rio de Janeiro - RJ,06,Extração de petróleo e gás natural,122,3875,3780,3891.95,1274018.845,25.231014,25180.5520665437
Rio de Janeiro - RJ,07,Extração de minerais metálicos,62,1915,1830,1779.06,237471.708,10.288389,10267.8124748679
Rio de Janeiro - RJ,08,Extração de minerais não-metálicos,56,,,,,,
Rio de Janeiro - RJ,09,Atividades de apoio à extração de minerais,105,3251,3187,3126.31,653439.747,16.110151,16077.930826782
Rio de Janeiro - RJ,C,Indústrias de transformação,6971,123668,113584,121654.85,9311094.414,5.899258,5887.4597424283
Rio de Janeiro - RJ,10,Fabricação de produtos alimentícios,643,14562,13631,15124.74,363852.479,1.85423,1850.52121429983
Rio de Janeiro - RJ,11,Fabricação de bebidas,64,5496,5389,5667.08,251895.543,3.425999,3419.14711469915
Rio de Janeiro - RJ,12,Fabricação de produtos do fumo,1,,,,,,
Rio de Janeiro - RJ,13,Fabricação de produtos têxteis,123,2047,1860,1883.87,63896.395,2.614277,2609.04802756682
Rio de Janeiro - RJ,14,Confecção de artigos do vestuário e acessórios,1095,14994,13453,14306.61,395792.276,2.132341,2128.07644105121
Rio de Janeiro - RJ,15,"Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados",91,1637,1487,1546.4,33809.937,1.685189,1681.81866568507
Rio de Janeiro - RJ,16,Fabricação de produtos de madeira,85,,,,,,
Rio de Janeiro - RJ,17,"Fabricação de celulose, papel e produtos de papel",112,2145,1979,2004.05,53077.736,2.041409,2037.32579987065
Rio de Janeiro - RJ,18,Impressão e reprodução de gravações,792,7143,5932,6284.42,394229.774,4.835154,4825.48385225195
Rio de Janeiro - RJ,19,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",35,13793,13784,15360.26,4083352.621,20.490116,20449.1361324112
Rio de Janeiro - RJ,20,Fabricação de produtos químicos,226,4572,4285,4619.97,286122.842,4.773528,4763.98101819176
Rio de Janeiro - RJ,21,Fabricação de produtos farmoquímicos e farmacêuticos,67,6937,6884,7225.65,740525.093,7.899306,7883.50787711939
Rio de Janeiro - RJ,22,Fabricação de produtos de borracha e de material plástico,251,8125,7773,8485.82,442639.058,4.020518,4012.47708620879
Rio de Janeiro - RJ,23,Fabricação de produtos de minerais não-metálicos,257,4055,3704,4078.97,190744.204,3.60435,3597.14120891379
Rio de Janeiro - RJ,24,Metalurgia,75,6350,6250,6280.62,498402.284,6.116509,6104.27588849019
Rio de Janeiro - RJ,25,"Fabricação de produtos de metal, exceto máquinas e equipamentos",571,5784,4907,5529.38,278592.988,3.883469,3875.70213046559
Rio de Janeiro - RJ,26,"Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",90,1621,1510,1528.65,60587.893,3.054949,3048.83861828813
Rio de Janeiro - RJ,27,"Fabricação de máquinas, aparelhos e materiais elétricos",130,1574,1409,1489.92,61319.5,3.172209,3165.86435203542
Rio de Janeiro - RJ,28,Fabricação de máquinas e equipamentos,190,4784,4515,4768.13,355688.595,5.749737,5738.23724475762
Rio de Janeiro - RJ,29,"Fabricação de veículos automotores, reboques e carrocerias",88,1035,902,912.54,45283.671,3.824862,3817.2127333512
Rio de Janeiro - RJ,30,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",64,888,815,933.57,49747.194,4.107219,4099.0040712204
Rio de Janeiro - RJ,31,Fabricação de móveis,155,1485,1237,1356.94,35559.476,2.019858,2015.81817006817
Rio de Janeiro - RJ,32,Fabricação de produtos diversos,346,4086,3555,3687.84,129470.09,2.705973,2700.56122074377
Rio de Janeiro - RJ,33,"Manutenção, reparação e instalação de máquinas e equipamentos",1420,9747,7653,7795.78,384053.765,3.797157,3789.56272594818
Rio de Janeiro - RJ,D,Eletricidade e gás,547,10909,10478,10406.29,1382809.07,10.24218,10221.6955765733
Rio de Janeiro - RJ,35,"Eletricidade, gás e outras utilidades",547,10909,10478,10406.29,1382809.07,10.24218,10221.6955765733
Rio de Janeiro - RJ,E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",302,29199,28764,29807.22,1639779.082,4.240235,4231.755006389
Rio de Janeiro - RJ,36,"Captação, tratamento e distribuição de água",38,5490,5431,5512.18,667171.657,9.329112,9310.45370294651
Rio de Janeiro - RJ,37,Esgoto e atividades relacionadas,66,1395,1295,1281.19,28344.493,1.705223,1701.81285787792
Rio de Janeiro - RJ,38,"Coleta, tratamento e disposição de resíduos; recuperação de materiais",192,22293,22025,22999.8,943897.07,3.1632,3156.87383903673
Rio de Janeiro - RJ,39,Descontaminação e outros serviços de gestão de resíduos,6,21,13,14.05,365.862,2.007091,2003.07692307692
Rio de Janeiro - RJ,F,Construção,8683,99497,86011,91713.05,3110971.863,2.614514,2609.28546071772
Rio de Janeiro - RJ,41,Construção de edifícios,4175,27920,21066,21476.35,701969.902,2.519325,2514.28593635468
Rio de Janeiro - RJ,42,Obras de infraestrutura,781,30766,29719,33291.03,1339854.143,3.102104,3095.90010605536
Rio de Janeiro - RJ,43,Serviços especializados para construção,3727,40811,35226,36945.67,1069147.818,2.23049,2226.02918951406
Rio de Janeiro - RJ,G,Comércio; reparação de veículos automotores e motocicletas,53165,442625,369980,386002.14,10610859.402,2.118785,2114.54774318091
Rio de Janeiro - RJ,45,Comércio e reparação de veículos automotores e motocicletas,4692,32497,25706,26871.94,731342.71,2.097722,2093.5269853409
Rio de Janeiro - RJ,46,"Comércio por atacado, exceto veículos automotores e motocicletas",10394,79324,64718,67208.25,3334956.947,3.824668,3817.01874054496
