ufs,cidades,unidades_locais,pessoal_ocp_total,pessoal_ocp_assal,pessoal_assal_medio,salarios_outras_rem,salario_medio_mensal_min,salario_medio_mensal,numero_empresas
Paraíba,Santa Cruz - PB,89.0,455.0,383.0,383.66,8549.165,1.717526,1714.09080155105,88.0
Paraíba,Santa Helena - PB,69.0,476.0,418.0,405.92,8424.726,1.599711,1596.51124890088,68.0
Paraíba,Santa Inês - PB,43.0,377.0,340.0,325.59,6378.593,1.51001,1506.99038668264,43.0
Paraíba,Santa Luzia - PB,262.0,1822.0,1580.0,1475.57,31858.901,1.664168,1660.83933145001,256.0
Paraíba,Santana de Mangueira - PB,43.0,386.0,362.0,374.19,8563.071,1.763857,1760.32969676039,43.0
Paraíba,Santana dos Garrotes - PB,50.0,391.0,352.0,397.54,8375.406,1.62387,1620.62182421895,50.0
Paraíba,Joca Claudino - PB,27.0,330.0,307.0,302.87,6738.865,1.71497,1711.54036639228,27.0
Paraíba,Santa Rita - PB,1242.0,19911.0,18624.0,18809.98,422544.263,1.73145,1727.98720924498,1197.0
Paraíba,Santa Teresinha - PB,22.0,532.0,515.0,505.59,10474.919,1.596902,1593.70834075041,22.0
Paraíba,Santo André - PB,17.0,295.0,278.0,285.21,5222.788,1.411444,1408.62144762429,17.0
Paraíba,São Bento - PB,563.0,3848.0,3257.0,3203.69,65282.444,1.570623,1567.48201653046,537.0
Paraíba,São Bentinho - PB,43.0,383.0,340.0,377.35,7608.82,1.554172,1551.0635912385,43.0
Paraíba,São Domingos do Cariri - PB,14.0,204.0,195.0,185.43,4774.489,1.9846,1980.63088289589,14.0
Paraíba,São Domingos - PB,38.0,305.0,279.0,293.02,6319.257,1.662244,1658.91984269911,37.0
Paraíba,São Francisco - PB,31.0,282.0,261.0,267.42,6272.692,1.807949,1804.33314348504,31.0
Paraíba,São João do Cariri - PB,39.0,672.0,634.0,634.74,10277.194,1.247972,1245.47591866809,39.0
Paraíba,São João do Tigre - PB,25.0,310.0,287.0,288.28,6473.018,1.730687,1727.22513368413,25.0
Paraíba,São José da Lagoa Tapada - PB,63.0,485.0,410.0,416.79,8533.167,1.578044,1574.88774092099,63.0
Paraíba,São José de Caiana - PB,40.0,313.0,288.0,294.39,7827.653,2.049437,2045.33833977429,40.0
Paraíba,São José de Espinharas - PB,25.0,311.0,294.0,295.81,7125.454,1.856632,1852.91858339423,25.0
Paraíba,São José dos Ramos - PB,23.0,419.0,399.0,436.32,9550.601,1.687142,1683.76791204762,23.0
Paraíba,São José de Piranhas - PB,210.0,1217.0,971.0,1124.68,25234.315,1.729373,1725.91417456179,204.0
Paraíba,São José de Princesa - PB,15.0,192.0,159.0,163.18,3818.552,1.803673,1800.06599602138,15.0
Paraíba,São José do Bonfim - PB,18.0,180.0,164.0,153.61,4158.674,2.086707,2082.53368921294,18.0
Paraíba,São José do Brejo do Cruz - PB,16.0,255.0,246.0,254.24,5956.123,1.805701,1802.08978796534,16.0
Paraíba,São José do Sabugi - PB,53.0,433.0,380.0,376.61,8505.356,1.740711,1737.22990320532,51.0
Paraíba,São José dos Cordeiros - PB,20.0,282.0,266.0,257.01,5088.767,1.52612,1523.06764477886,20.0
Paraíba,São Mamede - PB,186.0,624.0,473.0,490.46,11055.928,1.737472,1733.9966562003,181.0
Paraíba,São Miguel de Taipu - PB,50.0,612.0,578.0,585.0,12106.292,1.595076,1591.88586456279,49.0
Paraíba,São Sebastião de Lagoa de Roça - PB,57.0,733.0,679.0,665.8,15021.091,1.738937,1735.45890426786,55.0
Paraíba,São Sebastião do Umbuzeiro - PB,31.0,189.0,169.0,277.55,6037.688,1.676701,1673.34728323379,31.0
Paraíba,Sapé - PB,470.0,4634.0,4173.0,4083.06,81469.112,1.537919,1534.84268397495,453.0
Paraíba,São Vicente do Seridó - PB,35.0,492.0,463.0,493.34,12290.492,1.920211,1916.37098459168,34.0
Paraíba,Serra Branca - PB,134.0,1072.0,923.0,918.14,19005.203,1.595474,1592.28297678752,133.0
Paraíba,Serra da Raiz - PB,30.0,368.0,339.0,370.98,7362.806,1.529745,1526.68524531698,30.0
Paraíba,Serra Grande - PB,36.0,290.0,267.0,253.51,5333.729,1.621668,1618.42470180208,36.0
Paraíba,Serra Redonda - PB,45.0,873.0,825.0,700.98,13524.467,1.487102,1484.12738649407,45.0
Paraíba,Serraria - PB,38.0,405.0,384.0,381.29,8277.015,1.673187,1669.84044044811,38.0
Paraíba,Sertãozinho - PB,27.0,351.0,331.0,399.73,7553.899,1.456567,1453.65410113365,25.0
Paraíba,Sobrado - PB,49.0,592.0,543.0,527.99,11070.532,1.616102,1612.87029037555,49.0
Paraíba,Solânea - PB,436.0,2261.0,1836.0,1918.96,41742.813,1.676648,1673.2947093137,421.0
Paraíba,Soledade - PB,183.0,1492.0,1321.0,1239.08,27895.887,1.73527,1731.79896498891,179.0
Paraíba,Sossêgo - PB,33.0,383.0,348.0,341.2,7116.063,1.607522,1604.30674542339,33.0
Paraíba,Sousa - PB,1657.0,12348.0,10356.0,9918.98,223245.664,1.734771,1731.30134193389,1603.0
Paraíba,Sumé - PB,276.0,1589.0,1337.0,1288.97,29970.981,1.792191,1788.60646634373,272.0
Paraíba,Tacima - PB,41.0,564.0,532.0,559.56,11919.898,1.64192,1638.63612618706,37.0
Paraíba,Taperoá - PB,106.0,1058.0,951.0,984.14,18318.74,1.434712,1431.84287413767,103.0
Paraíba,Tavares - PB,104.0,875.0,764.0,758.18,18087.542,1.838795,1835.11749797592,102.0
Paraíba,Teixeira - PB,140.0,1055.0,905.0,861.12,19913.792,1.782446,1778.88117085442,139.0
Paraíba,Tenório - PB,18.0,312.0,294.0,284.4,6191.562,1.678018,1674.66244725738,18.0
Paraíba,Triunfo - PB,92.0,589.0,507.0,519.91,10321.138,1.53012,1527.05986095227,91.0
Paraíba,Uiraúna - PB,255.0,1474.0,1197.0,1252.06,24389.375,1.501418,1498.41522709037,249.0
Paraíba,Umbuzeiro - PB,81.0,748.0,675.0,650.57,12981.221,1.537969,1534.89318834017,81.0
Paraíba,Várzea - PB,42.0,336.0,285.0,315.63,6236.731,1.523017,1519.97129062997,42.0
Paraíba,Vieirópolis - PB,29.0,307.0,279.0,347.53,7363.74,1.633173,1629.90688130964,29.0
Paraíba,Zabelê - PB,16.0,194.0,175.0,211.78,4815.53,1.75261,1749.10465868063,16.0
Pernambuco,Abreu e Lima - PE,938.0,12802.0,11829.0,11611.83,303340.473,2.013519,2009.49226249967,903.0
Pernambuco,Afogados da Ingazeira - PE,609.0,3850.0,3244.0,3231.14,77099.38,1.839167,1835.48887960953,591.0
Pernambuco,Afrânio - PE,149.0,2117.0,1965.0,2073.9,43466.059,1.615432,1612.20068470032,148.0
Pernambuco,Agrestina - PE,235.0,1966.0,1732.0,2286.56,43125.679,1.453716,1450.80816732424,228.0
Pernambuco,Água Preta - PE,110.0,1810.0,1698.0,1865.26,38146.75,1.57632,1573.16694970963,109.0
Pernambuco,Águas Belas - PE,227.0,2093.0,1861.0,1950.75,49658.968,1.962105,1958.18050256805,217.0
Pernambuco,Alagoinha - PE,73.0,919.0,857.0,855.98,16717.841,1.505368,1502.35726212151,71.0
Pernambuco,Aliança - PE,287.0,4174.0,3882.0,3175.43,60333.933,1.464486,1461.55694480142,275.0
Pernambuco,Altinho - PE,183.0,1340.0,1204.0,1190.22,24396.229,1.579871,1576.71102821327,182.0
Pernambuco,Amaraji - PE,145.0,1883.0,1740.0,1671.62,28412.025,1.310059,1307.43852347746,141.0
Pernambuco,Angelim - PE,59.0,894.0,844.0,812.3,21062.949,1.998614,1994.61633159405,59.0
Pernambuco,Araçoiaba - PE,99.0,1796.0,1694.0,1328.44,24498.459,1.421422,1418.57881888068,97.0
Pernambuco,Araripina - PE,1092.0,8433.0,7171.0,6963.56,158031.36,1.749194,1745.69594597282,1054.0
Pernambuco,Arcoverde - PE,1206.0,9979.0,8728.0,8735.74,199919.411,1.76393,1760.4022361894,1127.0
Pernambuco,Barra de Guabiraba - PE,83.0,1852.0,1767.0,2188.16,35018.926,1.23353,1231.06333104597,82.0
Pernambuco,Barreiros - PE,417.0,4384.0,3967.0,3806.63,79565.914,1.611063,1607.84077335515,406.0
Pernambuco,Belém de Maria - PE,54.0,555.0,517.0,486.52,10401.428,1.647853,1644.5569476154,53.0
Pernambuco,Belém do São Francisco - PE,176.0,2208.0,2073.0,2063.25,47802.197,1.785756,1782.18445506995,168.0
Pernambuco,Belo Jardim - PE,978.0,13497.0,12464.0,12716.67,326604.167,1.979586,1975.6270675844,935.0
Pernambuco,Betânia - PE,62.0,688.0,639.0,652.34,14475.916,1.710402,1706.98102216635,60.0
Pernambuco,Bezerros - PE,901.0,12537.0,11617.0,13202.79,252155.28,1.47207,1469.12584385573,873.0
Pernambuco,Bodocó - PE,296.0,1870.0,1550.0,1768.3,37566.117,1.637444,1634.1691498571,292.0
Pernambuco,Bom Conselho - PE,332.0,3087.0,2770.0,2700.35,63111.912,1.80143,1797.82711927656,307.0
Pernambuco,Bom Jardim - PE,382.0,2229.0,1809.0,2224.93,43345.661,1.501604,1498.60068199207,378.0
Pernambuco,Bonito - PE,422.0,2864.0,2385.0,2755.46,60553.817,1.693844,1690.45673792286,409.0
Pernambuco,Brejão - PE,54.0,608.0,564.0,610.85,13793.479,1.740465,1736.98427789776,53.0
Pernambuco,Brejinho - PE,48.0,556.0,515.0,477.37,11072.14,1.787733,1784.15710439089,47.0
Pernambuco,Brejo da Madre de Deus - PE,288.0,3072.0,2779.0,2957.77,75435.988,1.965804,1961.8727310414,278.0
Pernambuco,Buenos Aires - PE,87.0,811.0,742.0,743.67,16052.478,1.663749,1660.42196135383,84.0
Pernambuco,Buíque - PE,242.0,3181.0,2980.0,2879.28,78232.906,2.094265,2090.07663240596,232.0
Pernambuco,Cabo de Santo Agostinho - PE,2554.0,41170.0,38698.0,39385.3,1140735.306,2.232425,2227.95991632177,2419.0
Pernambuco,Cabrobó - PE,390.0,2890.0,2558.0,2789.87,57838.865,1.597945,1594.74938313916,359.0
Pernambuco,Cachoeirinha - PE,218.0,1497.0,1273.0,1244.88,24309.196,1.505113,1502.10313752824,213.0
Pernambuco,Caetés - PE,164.0,1611.0,1454.0,1682.74,33727.56,1.544877,1541.78761561958,162.0
Pernambuco,Calçado - PE,58.0,522.0,476.0,474.88,9121.172,1.480447,1477.48613414887,58.0
Pernambuco,Calumbi - PE,41.0,373.0,345.0,352.5,7523.331,1.645043,1641.75253682488,38.0
Pernambuco,Camaragibe - PE,1556.0,15048.0,13365.0,13278.85,315360.163,1.830512,1826.85052372179,1506.0
Pernambuco,Camocim de São Félix - PE,162.0,1201.0,1044.0,1037.0,22515.373,1.673503,1670.15599732958,157.0
Pernambuco,Camutanga - PE,58.0,4153.0,4087.0,3639.76,91916.829,1.946473,1942.5800898115,58.0
Pernambuco,Canhotinho - PE,158.0,1674.0,1539.0,1503.57,30288.515,1.552675,1549.5692047798,153.0
Pernambuco,Capoeiras - PE,95.0,1027.0,931.0,927.3,19064.183,1.584616,1581.44679756779,94.0
Pernambuco,Carnaíba - PE,148.0,1155.0,1014.0,1011.39,22882.854,1.743884,1740.39642320128,145.0
Pernambuco,Carnaubeira da Penha - PE,50.0,679.0,658.0,680.58,11933.089,1.351449,1348.74654423716,48.0
Pernambuco,Carpina - PE,1523.0,12941.0,11150.0,11302.1,244551.469,1.667774,1664.43859650317,1464.0
Pernambuco,Caruaru - PE,8786.0,83519.0,73179.0,72990.61,1639456.517,1.731247,1727.784433768,8164.0
Pernambuco,Casinhas - PE,55.0,915.0,882.0,849.55,18131.741,1.645041,1641.75070059715,55.0
Pernambuco,Catende - PE,221.0,2091.0,1870.0,1923.48,45763.436,1.833821,1830.15383975519,214.0
Pernambuco,Cedro - PE,121.0,816.0,745.0,712.3,14896.685,1.611955,1608.73065583862,119.0
Pernambuco,Chã de Alegria - PE,66.0,768.0,709.0,695.15,16528.024,1.832604,1828.93830329923,65.0
Pernambuco,Chã Grande - PE,198.0,1713.0,1488.0,1486.43,32629.067,1.691945,1688.56133875745,196.0
Pernambuco,Condado - PE,181.0,2074.0,1906.0,1773.95,40744.285,1.770319,1766.77796399604,177.0
Pernambuco,Correntes - PE,100.0,962.0,885.0,959.58,19046.567,1.529895,1526.83521797197,97.0
Pernambuco,Cortês - PE,56.0,1815.0,1773.0,1378.03,28710.402,1.605856,1602.64468954846,54.0
Pernambuco,Cumaru - PE,72.0,911.0,844.0,838.22,16579.342,1.524528,1521.47884803512,72.0
Pernambuco,Cupira - PE,385.0,2683.0,2267.0,2228.05,40447.252,1.399234,1396.4350337394,377.0
Pernambuco,Custódia - PE,385.0,3333.0,2902.0,2936.94,64992.525,1.705668,1702.25643016201,375.0
Pernambuco,Dormentes - PE,296.0,2208.0,1896.0,1865.47,40201.197,1.661027,1657.70544111177,295.0
Pernambuco,Escada - PE,602.0,7230.0,6669.0,6318.73,146506.027,1.787112,1783.5378920472,587.0
Pernambuco,Exu - PE,302.0,2288.0,1964.0,1894.34,37521.381,1.526676,1523.62304386915,292.0
Pernambuco,Feira Nova - PE,225.0,1636.0,1409.0,1408.98,28461.704,1.556977,1553.86296906546,219.0
Pernambuco,Fernando de Noronha - PE,308.0,2301.0,1862.0,1739.84,45883.787,2.032713,2028.6475060483,304.0
Pernambuco,Ferreiros - PE,116.0,1093.0,973.0,890.68,16415.589,1.420564,1417.72310525061,115.0
Pernambuco,Flores - PE,138.0,1559.0,1386.0,1383.98,23484.257,1.307896,1305.27992289795,129.0
Pernambuco,Floresta - PE,325.0,3839.0,3577.0,3850.74,81068.853,1.622691,1619.44603255079,310.0
Pernambuco,Frei Miguelinho - PE,84.0,924.0,848.0,823.68,17816.62,1.66722,1663.8855268663,82.0
Pernambuco,Gameleira - PE,108.0,1551.0,1470.0,1501.3,30835.83,1.583122,1579.95532077328,106.0
Pernambuco,Garanhuns - PE,2473.0,22866.0,20134.0,20242.27,440687.539,1.678022,1674.6660064083,2307.0
Pernambuco,Glória do Goitá - PE,179.0,2731.0,2537.0,2638.75,69181.906,2.020786,2016.74469992348,179.0
Pernambuco,Goiana - PE,1229.0,23569.0,22353.0,22240.46,728230.039,2.523777,2518.72916781813,1176.0
Pernambuco,Granito - PE,73.0,487.0,418.0,414.78,9665.394,1.796089,1792.49685653562,73.0
Pernambuco,Gravatá - PE,1559.0,11267.0,9597.0,9678.3,202094.301,1.609463,1606.24442944923,1513.0
Pernambuco,Iati - PE,99.0,1188.0,1101.0,1068.29,25480.465,1.838418,1834.74128675806,95.0
Pernambuco,Ibimirim - PE,174.0,1633.0,1471.0,1440.33,30535.293,1.634053,1630.78509251886,169.0
Pernambuco,Ibirajuba - PE,37.0,432.0,397.0,433.77,8971.931,1.594236,1591.0471873609,37.0
Pernambuco,Igarassu - PE,1186.0,20101.0,18881.0,18576.27,496407.035,2.059707,2055.58793764634,1144.0
Pernambuco,Iguaraci - PE,80.0,604.0,536.0,515.72,11831.659,1.768307,1764.77083569498,78.0
Pernambuco,Inajá - PE,75.0,1315.0,1252.0,1275.62,26935.886,1.627556,1624.30130506674,73.0
Pernambuco,Ingazeira - PE,38.0,378.0,359.0,358.65,7768.684,1.669563,1666.2235519952,38.0
Pernambuco,Ipojuca - PE,1653.0,33816.0,32081.0,32838.53,1368965.315,3.213178,3206.7520754056,1572.0
Pernambuco,Ipubi - PE,313.0,2414.0,2083.0,2024.64,43553.634,1.658069,1654.75320968742,311.0
Pernambuco,Itacuruba - PE,49.0,762.0,731.0,705.33,16654.826,1.82001,1816.37029693684,49.0
Pernambuco,Itaíba - PE,98.0,1050.0,957.0,1086.35,29553.198,2.096818,2092.62477385458,93.0
Pernambuco,Ilha de Itamaracá - PE,191.0,1625.0,1420.0,1466.25,31290.907,1.644888,1641.59784903928,185.0
Pernambuco,Itambé - PE,401.0,3668.0,3261.0,3263.21,65505.825,1.547252,1544.15732220256,385.0
Pernambuco,Itapetim - PE,163.0,893.0,772.0,778.35,16870.069,1.670583,1667.24174906484,160.0
Pernambuco,Itapissuma - PE,193.0,5555.0,5393.0,5804.26,223018.039,2.961551,2955.62806787269,190.0
Pernambuco,Itaquitinga - PE,79.0,817.0,740.0,848.49,17588.264,1.597726,1594.53073650295,78.0
Pernambuco,Jaboatão dos Guararapes - PE,8374.0,104474.0,95277.0,99298.21,2608864.613,2.025052,2021.00212388212,8019.0
Pernambuco,Jaqueira - PE,49.0,768.0,714.0,863.73,18525.846,1.653203,1649.89646871485,47.0
Pernambuco,Jataúba - PE,118.0,1231.0,1131.0,1087.41,20879.76,1.479988,1477.0283376237,113.0
Pernambuco,Jatobá - PE,141.0,1405.0,1290.0,1259.25,28794.368,1.76247,1758.94491531895,134.0
Pernambuco,João Alfredo - PE,264.0,2280.0,2005.0,2033.67,43900.917,1.663869,1660.54159002425,254.0
Pernambuco,Joaquim Nabuco - PE,65.0,1465.0,1411.0,1239.49,27003.707,1.679216,1675.85719188475,64.0
Pernambuco,Jucati - PE,60.0,848.0,788.0,751.44,14333.412,1.470217,1467.27636783529,60.0
Pernambuco,Jupi - PE,118.0,1082.0,955.0,1254.27,25040.734,1.5388,1535.72221905356,117.0
Pernambuco,Jurema - PE,107.0,904.0,831.0,916.95,17759.564,1.492838,1489.85256305394,105.0
Pernambuco,Lagoa do Carro - PE,192.0,1495.0,1307.0,1362.86,28401.67,1.606271,1603.05816162617,187.0
Pernambuco,Lagoa de Itaenga - PE,193.0,6228.0,6037.0,5267.63,117836.578,1.724213,1720.76477540111,192.0
Pernambuco,Lagoa do Ouro - PE,80.0,826.0,765.0,751.96,14244.916,1.460129,1457.2088531714,77.0
Pernambuco,Lagoa dos Gatos - PE,93.0,604.0,521.0,514.53,13738.556,2.058053,2053.93660233611,91.0
Pernambuco,Lagoa Grande - PE,242.0,3436.0,3181.0,3294.87,61676.851,1.442813,1439.92726688645,235.0
Pernambuco,Lajedo - PE,558.0,4401.0,3835.0,3918.13,70601.103,1.388861,1386.08317664883,532.0
Pernambuco,Limoeiro - PE,1117.0,8588.0,7370.0,7318.48,134165.276,1.41301,1410.1843341997,1074.0
Pernambuco,Macaparana - PE,192.0,2158.0,1955.0,1891.92,39912.035,1.626025,1622.77291770346,187.0
Pernambuco,Machados - PE,114.0,1209.0,1102.0,1066.99,18797.529,1.357896,1355.18024464219,111.0
Pernambuco,Manari - PE,44.0,705.0,664.0,659.01,16487.347,1.928346,1924.48894787403,44.0
Pernambuco,Maraial - PE,61.0,824.0,758.0,955.06,18891.956,1.524658,1521.60846922223,61.0
Pernambuco,Mirandiba - PE,125.0,1083.0,975.0,1001.7,21256.723,1.635629,1632.35753065942,120.0
Pernambuco,Moreno - PE,737.0,6324.0,5453.0,5254.71,130594.217,1.915584,1911.75326516592,724.0
Pernambuco,Nazaré da Mata - PE,410.0,4939.0,4471.0,4986.67,101499.595,1.568844,1565.70640404241,400.0
Pernambuco,Olinda - PE,5924.0,80354.0,72756.0,74305.44,1705899.635,1.769534,1765.99517943981,5717.0
Pernambuco,Orobó - PE,164.0,1757.0,1587.0,1513.27,31557.839,1.607374,1604.159255733,164.0
Pernambuco,Orocó - PE,81.0,773.0,698.0,841.16,19853.318,1.819201,1815.56220896418,80.0
Pernambuco,Ouricuri - PE,818.0,5150.0,4275.0,4321.55,103879.625,1.85275,1849.0449918699,796.0
Pernambuco,Palmares - PE,811.0,7568.0,6666.0,6671.26,154217.094,1.781766,1778.20282594523,766.0
Pernambuco,Palmeirina - PE,34.0,410.0,386.0,393.22,9285.619,1.820126,1816.48538887998,34.0
Pernambuco,Panelas - PE,205.0,1981.0,1809.0,1693.73,31272.34,1.423123,1420.27632230911,201.0
Pernambuco,Paranatama - PE,79.0,789.0,722.0,734.07,13336.447,1.400325,1397.52413048012,78.0
Pernambuco,Parnamirim - PE,198.0,1143.0,943.0,1161.24,25037.32,1.661851,1658.52682676078,190.0
Pernambuco,Passira - PE,196.0,1514.0,1296.0,1446.77,29835.91,1.58952,1586.34060700733,193.0
Pernambuco,Paudalho - PE,465.0,4268.0,3736.0,4267.49,86479.7,1.561952,1558.82840156266,457.0
Pernambuco,Paulista - PE,3355.0,38286.0,34504.0,34436.93,813979.489,1.821861,1818.21686329629,3230.0
Pernambuco,Pedra - PE,83.0,922.0,854.0,1133.82,25469.487,1.731419,1727.9562079451,81.0
Pernambuco,Pesqueira - PE,720.0,6310.0,5589.0,5670.73,113736.048,1.545914,1542.82195929462,684.0
Pernambuco,Petrolândia - PE,328.0,4810.0,4487.0,4349.99,122357.681,2.168049,2163.71286087837,300.0
Pernambuco,Petrolina - PE,6780.0,70706.0,63049.0,64288.73,1730691.377,2.074966,2070.81561454203,6433.0
Pernambuco,Poção - PE,68.0,860.0,800.0,886.7,17241.955,1.498773,1495.77560704774,66.0
Pernambuco,Pombos - PE,286.0,3076.0,2796.0,2737.51,57801.457,1.627456,1624.20079673752,285.0
Pernambuco,Primavera - PE,102.0,4099.0,4012.0,2462.31,49386.351,1.545932,1542.83988487358,100.0
Pernambuco,Quipapá - PE,120.0,1268.0,1166.0,1137.24,23686.522,1.60537,1602.15974978558,117.0
Pernambuco,Quixaba - PE,55.0,435.0,402.0,395.07,8866.451,1.729824,1726.36416915405,55.0
Pernambuco,Recife - PE,48871.0,718741.0,657271.0,654112.39,27627709.743,3.255507,3248.99585187376,45483.0
Pernambuco,Riacho das Almas - PE,210.0,1573.0,1379.0,1503.87,32183.977,1.649512,1646.21312910128,210.0
Pernambuco,Ribeirão - PE,338.0,3694.0,3378.0,3179.3,72821.867,1.765454,1761.92308902056,333.0
Pernambuco,Rio Formoso - PE,136.0,7180.0,7058.0,5142.78,93104.567,1.395401,1392.61056650893,134.0
Pernambuco,Sairé - PE,106.0,1115.0,995.0,1132.43,26855.471,1.827879,1824.22353835421,105.0
Pernambuco,Salgadinho - PE,31.0,574.0,553.0,536.41,12220.833,1.756022,1752.51035014835,31.0
Pernambuco,Salgueiro - PE,1005.0,8495.0,7235.0,7611.43,189687.42,1.920872,1917.03004560247,945.0
Pernambuco,Saloá - PE,90.0,1238.0,1155.0,1229.37,23688.832,1.485208,1482.23711832389,85.0
Pernambuco,Sanharó - PE,145.0,1388.0,1230.0,1252.59,27436.95,1.688313,1684.93650387167,141.0
Pernambuco,Santa Cruz - PE,121.0,738.0,653.0,770.51,16818.289,1.682401,1679.03666203104,121.0
Pernambuco,Santa Cruz da Baixa Verde - PE,133.0,926.0,592.0,668.69,15488.956,1.78535,1781.779529896,130.0
Pernambuco,Santa Cruz do Capibaribe - PE,2623.0,16945.0,14226.0,14236.54,275908.317,1.493779,1490.79177189877,2371.0
Pernambuco,Santa Filomena - PE,118.0,821.0,721.0,721.79,15388.168,1.643244,1639.95792511566,116.0
Pernambuco,Santa Maria da Boa Vista - PE,243.0,3030.0,2800.0,2641.59,65949.57,1.924299,1920.45088229205,234.0
Pernambuco,Santa Maria do Cambucá - PE,88.0,761.0,676.0,705.45,16547.894,1.808017,1804.40133684446,88.0
Pernambuco,Santa Terezinha - PE,106.0,887.0,816.0,776.75,15537.574,1.5418,1538.71644673318,104.0
Pernambuco,São Benedito do Sul - PE,52.0,839.0,793.0,786.89,17065.631,1.671608,1668.264746221,51.0
Pernambuco,São Bento do Una - PE,325.0,4947.0,4600.0,4475.6,96649.793,1.664469,1661.14028544518,313.0
Pernambuco,São Caitano - PE,256.0,3294.0,3034.0,3285.46,66936.227,1.570331,1567.19014642137,250.0
Pernambuco,São João - PE,132.0,1587.0,1456.0,1429.03,29380.101,1.584667,1581.4977776749,130.0
Pernambuco,São Joaquim do Monte - PE,78.0,1075.0,1003.0,966.67,22975.107,1.831915,1828.25154714321,76.0
Pernambuco,São José da Coroa Grande - PE,176.0,1944.0,1738.0,1731.18,35863.765,1.59676,1593.56690456576,170.0
Pernambuco,São José do Belmonte - PE,373.0,2788.0,2498.0,2343.7,49327.392,1.622229,1618.98483988171,363.0
Pernambuco,São José do Egito - PE,397.0,3393.0,2975.0,2936.4,64318.061,1.688278,1684.90095145285,382.0
Pernambuco,São Lourenço da Mata - PE,869.0,11051.0,10106.0,10369.01,264090.639,1.963097,1959.17108175819,852.0
Pernambuco,São Vicente Ferrer - PE,123.0,1275.0,1142.0,1127.56,20839.089,1.424509,1421.65990825663,121.0
Pernambuco,Serra Talhada - PE,1423.0,12875.0,11260.0,11353.54,250115.551,1.697991,1694.59549790028,1345.0
Pernambuco,Serrita - PE,104.0,1398.0,1150.0,1092.76,18997.891,1.340006,1337.32588195874,103.0
Pernambuco,Sertânia - PE,293.0,4796.0,4473.0,4510.59,139826.81,2.389369,2384.59014486763,285.0
Pernambuco,Sirinhaém - PE,214.0,8852.0,8640.0,6969.75,163797.995,1.811413,1807.79020326852,206.0
Pernambuco,Moreilândia - PE,84.0,780.0,705.0,724.11,14225.379,1.514208,1511.17913449189,83.0
Pernambuco,Solidão - PE,37.0,391.0,376.0,369.64,7436.11,1.550576,1547.4744658004,36.0
Pernambuco,Surubim - PE,1023.0,7410.0,6287.0,6162.89,129710.15,1.622242,1618.99755571718,972.0
Pernambuco,Tabira - PE,333.0,2348.0,2067.0,1950.81,41348.499,1.633695,1630.42724264832,315.0
Pernambuco,Tacaimbó - PE,71.0,1026.0,951.0,964.42,19227.033,1.53664,1533.56684687329,71.0
Pernambuco,Tacaratu - PE,112.0,1424.0,1342.0,1300.07,26124.334,1.548833,1545.7353479783,105.0
Pernambuco,Tamandaré - PE,359.0,3476.0,3116.0,3015.09,58223.095,1.488405,1485.42816810928,348.0
Pernambuco,Taquaritinga do Norte - PE,314.0,2799.0,2480.0,2619.59,50430.135,1.483826,1480.85813193903,301.0
Pernambuco,Terezinha - PE,41.0,598.0,564.0,605.65,13421.814,1.708109,1704.692860182,40.0
Pernambuco,Terra Nova - PE,80.0,595.0,511.0,494.06,10063.825,1.570036,1566.89548762374,80.0
Pernambuco,Timbaúba - PE,737.0,7625.0,6724.0,6401.14,135613.925,1.632951,1629.68477249605,703.0
Pernambuco,Toritama - PE,1225.0,7099.0,5864.0,5793.07,104147.971,1.385697,1382.92518209091,1139.0
Pernambuco,Tracunhaém - PE,63.0,811.0,747.0,718.99,14661.712,1.571766,1568.62265121907,63.0
Pernambuco,Trindade - PE,419.0,2692.0,2238.0,2226.92,50156.081,1.735981,1732.50950951228,412.0
Pernambuco,Triunfo - PE,246.0,1833.0,1196.0,1183.94,25322.36,1.648544,1645.24709542194,237.0
Pernambuco,Tupanatinga - PE,107.0,1525.0,1223.0,1165.88,26839.321,1.774368,1770.81959879761,105.0
Pernambuco,Tuparetama - PE,85.0,718.0,634.0,623.22,12197.768,1.508569,1505.55156470243,81.0
Pernambuco,Venturosa - PE,132.0,1085.0,970.0,953.5,20952.491,1.693718,1690.33044249929,128.0
Pernambuco,Verdejante - PE,64.0,628.0,578.0,663.49,13083.042,1.519849,1516.80936585909,62.0
Pernambuco,Vertente do Lério - PE,49.0,701.0,664.0,636.65,12623.963,1.528344,1525.28717022395,49.0
Pernambuco,Vertentes - PE,188.0,1287.0,1105.0,1095.14,22816.102,1.605824,1602.61224065487,185.0
Pernambuco,Vicência - PE,193.0,4102.0,3873.0,3308.88,65697.863,1.53037,1527.3088686295,189.0
Pernambuco,Vitória de Santo Antão - PE,1824.0,25787.0,23743.0,22686.16,588413.865,1.999162,1995.16379149226,1746.0
Pernambuco,Xexéu - PE,55.0,854.0,807.0,818.39,19534.241,1.839765,1836.08539092233,53.0
Alagoas,Água Branca - AL,102.0,1367.0,1266.0,1219.48,28538.52,1.803777,1800.16955524549,101.0
Alagoas,Anadia - AL,108.0,1291.0,1200.0,1185.45,25583.35,1.663414,1660.08688683622,107.0
Alagoas,Arapiraca - AL,4413.0,40850.0,35992.0,36632.59,768285.176,1.616519,1613.28641224406,4120.0
