ufs,cidades,unidades_locais,pessoal_ocp_total,pessoal_ocp_assal,pessoal_assal_medio,salarios_outras_rem,salario_medio_mensal_min,salario_medio_mensal,numero_empresas
Rondônia,Alta Floresta D'Oeste - RO,459.0,3023.0,2443.0,2541.62,58804.681,1.783312,1779.74559532896,453.0
Rondônia,Ariquemes - RO,2570.0,20013.0,16718.0,17015.45,440332.092,1.994633,1990.64376108862,2473.0
Rondônia,Cabixi - RO,71.0,608.0,536.0,536.33,13351.63,1.918794,1914.95620520661,70.0
Rondônia,Cacoal - RO,2394.0,20304.0,17058.0,17198.88,436894.117,1.957952,1954.03652849667,2300.0
Rondônia,Cerejeiras - RO,401.0,2453.0,2022.0,2069.23,50927.688,1.897017,1893.22330603097,385.0
Rondônia,Colorado do Oeste - RO,317.0,2422.0,2110.0,2091.32,47579.921,1.753595,1750.08794592742,315.0
Rondônia,Corumbiara - RO,130.0,984.0,877.0,874.25,20597.148,1.815924,1812.29167858164,130.0
Rondônia,Costa Marques - RO,198.0,1036.0,872.0,840.73,19379.533,1.776695,1773.14156470247,197.0
Rondônia,Espigão D'Oeste - RO,661.0,5192.0,4345.0,4543.74,107549.13,1.824398,1820.74898651771,650.0
Rondônia,Guajará-Mirim - RO,709.0,4422.0,3754.0,3855.79,100893.428,2.016859,2012.82562667493,691.0
Rondônia,Jaru - RO,1172.0,11004.0,9562.0,9818.0,244813.492,1.921934,1918.08994468559,1125.0
Rondônia,Ji-Paraná - RO,3717.0,33124.0,28558.0,28681.9,721012.72,1.937587,1933.71139719046,3526.0
Rondônia,Machadinho D'Oeste - RO,528.0,3604.0,3032.0,2983.52,71912.082,1.8578,1854.08464343615,517.0
Rondônia,Nova Brasilândia D'Oeste - RO,367.0,2028.0,1611.0,1636.88,40616.619,1.912551,1908.72593451707,363.0
Rondônia,Ouro Preto do Oeste - RO,767.0,6653.0,5699.0,5614.06,141200.999,1.938594,1934.7166413776,747.0
Rondônia,Pimenta Bueno - RO,984.0,10430.0,9179.0,9164.84,215895.561,1.815704,1812.07209794757,961.0
Rondônia,Porto Velho - RO,10774.0,165583.0,153945.0,155951.31,6816820.127,3.369139,3362.40060439377,9952.0
Rondônia,Presidente Médici - RO,393.0,2781.0,2403.0,2470.87,56800.294,1.771849,1768.30565129504,388.0
Rondônia,Rio Crespo - RO,37.0,416.0,383.0,404.7,10862.989,2.068913,2064.77523711771,37.0
Rondônia,Rolim de Moura - RO,1337.0,13142.0,11322.0,11295.35,254268.04,1.735075,1731.60459835242,1298.0
Rondônia,Santa Luzia D'Oeste - RO,113.0,811.0,694.0,738.61,16528.546,1.724827,1721.37747307052,111.0
Rondônia,Vilhena - RO,3255.0,24018.0,20032.0,20189.63,532636.385,2.033427,2029.36010295308,3124.0
Rondônia,São Miguel do Guaporé - RO,337.0,3436.0,3076.0,3157.7,75331.253,1.838783,1835.10522507862,325.0
Rondônia,Nova Mamoré - RO,305.0,2128.0,1808.0,1739.49,40407.428,1.790463,1786.88218518514,291.0
Rondônia,Alvorada D'Oeste - RO,226.0,1502.0,1234.0,1230.76,25275.825,1.582917,1579.75091063183,222.0
Rondônia,Alto Alegre dos Parecis - RO,166.0,1115.0,928.0,930.82,22775.882,1.885974,1882.2016319771,166.0
Rondônia,Alto Paraíso - RO,217.0,1512.0,1244.0,1296.75,31860.589,1.893754,1889.96686983732,215.0
Rondônia,Buritis - RO,568.0,4186.0,3461.0,3489.71,82942.467,1.83195,1828.28652502092,558.0
Rondônia,Novo Horizonte do Oeste - RO,130.0,932.0,790.0,795.39,18263.677,1.769841,1766.30109854189,125.0
Rondônia,Cacaulândia - RO,55.0,489.0,461.0,451.27,12147.748,2.074844,2070.6941605827,53.0
Rondônia,Campo Novo de Rondônia - RO,101.0,901.0,780.0,797.66,22799.085,2.203057,2198.65076502616,100.0
Rondônia,Candeias do Jamari - RO,289.0,2166.0,1865.0,1966.51,49431.912,1.937481,1933.60561056428,286.0
Rondônia,Castanheiras - RO,27.0,377.0,342.0,352.67,7497.861,1.638683,1635.40572904284,27.0
Rondônia,Chupinguaia - RO,204.0,2386.0,2130.0,2226.98,51666.44,1.788209,1784.63279349682,199.0
Rondônia,Cujubim - RO,273.0,1552.0,1275.0,1239.48,33434.738,2.079144,2074.98541572024,272.0
Rondônia,Governador Jorge Teixeira - RO,85.0,656.0,580.0,589.87,12898.786,1.685461,1682.08979553513,82.0
Rondônia,Itapuã do Oeste - RO,126.0,1209.0,1103.0,1145.76,27673.956,1.861674,1857.95092004769,123.0
Rondônia,Ministro Andreazza - RO,130.0,960.0,795.0,860.62,18735.432,1.677948,1674.59166289777,130.0
Rondônia,Mirante da Serra - RO,199.0,1391.0,1251.0,1264.98,26264.161,1.600317,1597.11622074901,195.0
Rondônia,Monte Negro - RO,187.0,1418.0,1188.0,1233.25,26316.822,1.644782,1641.49274119353,185.0
Rondônia,Nova União - RO,140.0,639.0,472.0,481.4,10613.992,1.699412,1696.01355022211,140.0
Rondônia,Parecis - RO,54.0,530.0,469.0,475.01,12414.821,2.014484,2010.45500256675,52.0
Rondônia,Pimenteiras do Oeste - RO,36.0,424.0,395.0,386.78,10204.839,2.033613,2029.54551782568,34.0
Rondônia,Primavera de Rondônia - RO,35.0,357.0,331.0,324.17,7115.255,1.691779,1688.39592711327,35.0
Rondônia,São Felipe D'Oeste - RO,74.0,553.0,456.0,456.92,9899.861,1.669994,1666.65448925582,71.0
Rondônia,São Francisco do Guaporé - RO,329.0,1664.0,1368.0,1367.61,31809.556,1.792757,1789.17156431799,322.0
Rondônia,Seringueiras - RO,144.0,1321.0,1178.0,1199.4,28382.094,1.823923,1820.27513756878,138.0
Rondônia,Teixeirópolis - RO,60.0,527.0,454.0,451.87,10682.825,1.822211,1818.56677635331,60.0
Rondônia,Theobroma - RO,77.0,791.0,722.0,705.54,18569.373,2.028625,2024.56743443647,76.0
Rondônia,Urupá - RO,166.0,1629.0,1239.0,1211.59,27535.502,1.751715,1748.21147290877,164.0
Rondônia,Vale do Anari - RO,115.0,797.0,682.0,702.66,18099.386,1.985385,1981.4141427411,115.0
Rondônia,Vale do Paraíso - RO,98.0,733.0,642.0,659.66,14439.318,1.687146,1683.77159329165,96.0
Acre,Acrelândia - AC,109.0,833.0,736.0,738.17,17388.184,1.815616,1811.9845230565,109.0
Acre,Assis Brasil - AC,48.0,454.0,408.0,390.55,11429.646,2.255705,2251.19328757275,48.0
Acre,Brasiléia - AC,254.0,2398.0,2167.0,2119.86,46176.612,1.678962,1675.60455734014,250.0
Acre,Bujari - AC,74.0,1603.0,1533.0,1389.85,23376.265,1.296383,1293.79014337463,74.0
Acre,Capixaba - AC,55.0,556.0,506.0,478.95,13680.99,2.201676,2197.27288058012,55.0
Acre,Cruzeiro do Sul - AC,1219.0,10435.0,9154.0,8995.21,199897.272,1.712859,1709.43349079891,1116.0
Acre,Epitaciolândia - AC,219.0,1722.0,1511.0,1478.26,30061.869,1.567441,1564.30632063268,216.0
Acre,Feijó - AC,192.0,2092.0,1925.0,1847.14,33526.013,1.398969,1396.17142009976,186.0
Acre,Jordão - AC,44.0,544.0,524.0,514.99,9745.209,1.45854,1455.62333547926,43.0
Acre,Mâncio Lima - AC,109.0,910.0,841.0,826.77,16622.203,1.549637,1546.5377311707,102.0
Acre,Manoel Urbano - AC,46.0,474.0,444.0,496.83,12462.935,1.933475,1929.60833221083,45.0
Acre,Marechal Thaumaturgo - AC,37.0,1231.0,1210.0,1110.73,25907.9,1.797835,1794.23927022353,32.0
Acre,Plácido de Castro - AC,119.0,1442.0,1333.0,1309.4,26816.519,1.578542,1575.38502661231,117.0
Acre,Porto Walter - AC,30.0,660.0,636.0,692.75,13376.75,1.488333,1485.356577742,29.0
Acre,Rio Branco - AC,6081.0,105391.0,99430.0,99301.49,4126526.253,3.202985,3196.57939054706,5614.0
Acre,Rodrigues Alves - AC,41.0,750.0,728.0,735.53,18615.606,1.950756,1946.85423070125,40.0
Acre,Santa Rosa do Purus - AC,19.0,267.0,256.0,254.12,7383.629,2.239531,2235.05218612648,19.0
Acre,Senador Guiomard - AC,178.0,1864.0,1696.0,1604.12,36523.702,1.754947,1751.43726059244,176.0
Acre,Sena Madureira - AC,326.0,2561.0,2285.0,2371.82,48615.882,1.579874,1576.71460345609,317.0
Acre,Tarauacá - AC,251.0,2045.0,1756.0,1849.03,49365.523,2.057813,2053.69730241095,240.0
Acre,Xapuri - AC,174.0,921.0,765.0,714.16,16605.556,1.79219,1788.60544071141,167.0
Acre,Porto Acre - AC,70.0,961.0,901.0,830.08,20958.373,1.946094,1942.20140042109,69.0
Amazonas,Alvarães - AM,57.0,807.0,765.0,955.84,20571.218,1.658826,1655.50864644228,56.0
Amazonas,Amaturá - AM,25.0,601.0,585.0,568.19,14363.698,1.948493,1944.5957270523,25.0
Amazonas,Anamã - AM,36.0,545.0,521.0,506.52,10642.145,1.619417,1616.17811431244,36.0
Amazonas,Anori - AM,79.0,792.0,719.0,688.51,17914.202,2.005457,2001.44593173888,79.0
Amazonas,Apuí - AM,330.0,1228.0,880.0,890.84,21907.909,1.895515,1891.72440531495,325.0
Amazonas,Atalaia do Norte - AM,25.0,1256.0,1243.0,1270.19,27063.4,1.642252,1638.96739857817,20.0
Amazonas,Autazes - AM,145.0,2383.0,2235.0,2642.77,59580.55,1.737686,1734.21040452602,133.0
Amazonas,Barcelos - AM,68.0,1180.0,1121.0,1308.17,27671.765,1.630417,1627.15649165805,65.0
Amazonas,Barreirinha - AM,92.0,2143.0,2066.0,1832.27,45597.752,1.918139,1914.30268716695,86.0
Amazonas,Benjamin Constant - AM,80.0,2556.0,2494.0,2373.11,57898.834,1.88052,1876.75938390486,79.0
Amazonas,Beruri - AM,74.0,1218.0,1156.0,1113.89,26786.607,1.853538,1849.8309804103,71.0
Amazonas,Boa Vista do Ramos - AM,46.0,1339.0,1303.0,1207.08,25515.786,1.629292,1626.03370881033,44.0
Amazonas,Boca do Acre - AM,177.0,2326.0,2149.0,2142.81,43369.369,1.560003,1556.88339502443,173.0
Amazonas,Borba - AM,76.0,2367.0,2307.0,2376.35,58563.447,1.899513,1895.71424178321,72.0
Amazonas,Caapiranga - AM,17.0,856.0,843.0,955.48,17341.72,1.398932,1396.13436339689,17.0
Amazonas,Canutama - AM,56.0,587.0,534.0,535.94,10586.982,1.522587,1519.54179715869,56.0
Amazonas,Carauari - AM,165.0,1591.0,1471.0,1349.17,32191.575,1.839084,1835.40621270855,161.0
Amazonas,Careiro - AM,142.0,1554.0,1414.0,1583.39,43785.822,2.131433,2127.17028265061,137.0
Amazonas,Careiro da Várzea - AM,35.0,1133.0,1110.0,1100.09,26959.439,1.888899,1885.12121735494,35.0
Amazonas,Coari - AM,489.0,7945.0,7486.0,7423.82,263199.264,2.732646,2727.18051229276,471.0
Amazonas,Codajás - AM,48.0,1012.0,981.0,1107.57,24321.277,1.692549,1689.16408131176,46.0
Amazonas,Eirunepé - AM,202.0,1759.0,1563.0,1593.66,36133.963,1.747616,1744.12083843769,201.0
Amazonas,Envira - AM,54.0,1048.0,1002.0,995.06,20745.466,1.606941,1603.72749072727,51.0
Amazonas,Fonte Boa - AM,126.0,2029.0,1909.0,1912.94,34726.985,1.399239,1396.44031619473,124.0
Amazonas,Guajará - AM,26.0,657.0,636.0,631.29,11443.407,1.397181,1394.38622015726,25.0
Amazonas,Humaitá - AM,641.0,3646.0,3025.0,3299.29,82576.243,1.929127,1925.2683735918,627.0
Amazonas,Ipixuna - AM,29.0,344.0,328.0,319.47,7440.285,1.795087,1791.49721533983,29.0
Amazonas,Iranduba - AM,382.0,4912.0,4492.0,4433.6,103544.482,1.8001,1796.49949337923,371.0
Amazonas,Itacoatiara - AM,913.0,9906.0,8965.0,9551.02,239595.33,1.933547,1929.67976195213,857.0
Amazonas,Itamarati - AM,33.0,802.0,778.0,770.5,15310.31,1.531572,1528.50896021564,33.0
Amazonas,Itapiranga - AM,54.0,379.0,329.0,593.85,14371.798,1.865351,1861.61980816186,53.0
Amazonas,Japurá - AM,33.0,1050.0,1029.0,976.53,18548.641,1.464039,1461.11080915234,29.0
Amazonas,Juruá - AM,40.0,893.0,863.0,809.11,15572.08,1.483424,1480.45668412491,40.0
Amazonas,Jutaí - AM,102.0,761.0,677.0,670.74,11348.329,1.304079,1301.47059160835,100.0
Amazonas,Lábrea - AM,176.0,2168.0,2012.0,1884.61,47249.628,1.932427,1928.5617550744,168.0
Amazonas,Manacapuru - AM,654.0,7184.0,6479.0,6407.63,147792.972,1.777798,1774.24260668081,618.0
Amazonas,Manaquiri - AM,37.0,1132.0,1104.0,1008.7,23514.995,1.796838,1793.24454171782,35.0
Amazonas,Manaus - AM,28781.0,518306.0,486727.0,494770.0,19911257.367,3.101855,3095.65087227787,25652.0
Amazonas,Manicoré - AM,447.0,2347.0,1885.0,1974.33,47446.811,1.852309,1848.6041808146,433.0
Amazonas,Maraã - AM,50.0,737.0,720.0,719.74,13359.438,1.430667,1427.80598121971,50.0
Amazonas,Maués - AM,441.0,3673.0,3316.0,3303.45,69585.411,1.623591,1620.34355691078,423.0
Amazonas,Nhamundá - AM,40.0,1059.0,1027.0,1174.53,22607.076,1.483564,1480.59721433582,38.0
Amazonas,Nova Olinda do Norte - AM,145.0,1560.0,1458.0,1947.33,37580.173,1.48746,1484.48518662042,144.0
Amazonas,Novo Airão - AM,107.0,1288.0,1175.0,1392.63,33080.842,1.83091,1827.24783599819,107.0
Amazonas,Novo Aripuanã - AM,134.0,1083.0,990.0,1131.41,23373.11,1.592292,1589.10698903275,133.0
Amazonas,Parintins - AM,656.0,6716.0,6028.0,6519.5,133794.516,1.581795,1578.63115977511,613.0
Amazonas,Pauini - AM,30.0,943.0,925.0,919.52,23287.471,1.952033,1948.12937519241,30.0
Amazonas,Presidente Figueiredo - AM,234.0,5335.0,5076.0,5595.48,230962.469,3.181487,3175.12416615389,226.0
Amazonas,Rio Preto da Eva - AM,156.0,1966.0,1803.0,1755.4,45025.586,1.977012,1973.05834304695,154.0
Amazonas,Santa Isabel do Rio Negro - AM,35.0,793.0,768.0,757.64,16598.887,1.68866,1685.28253727161,34.0
Amazonas,Santo Antônio do Içá - AM,87.0,1477.0,1413.0,1367.99,25719.465,1.449123,1446.22430325908,78.0
Amazonas,São Gabriel da Cachoeira - AM,258.0,2381.0,2160.0,1978.98,48861.643,1.903061,1899.25513298615,244.0
Amazonas,São Paulo de Olivença - AM,39.0,1021.0,998.0,1901.74,47677.955,1.93238,1928.51546478488,38.0
Amazonas,São Sebastião do Uatumã - AM,48.0,582.0,544.0,539.67,13678.086,1.953544,1949.63674382208,47.0
Amazonas,Silves - AM,39.0,524.0,497.0,484.35,11960.723,1.903374,1899.5676997721,36.0
Amazonas,Tabatinga - AM,323.0,4211.0,3908.0,3673.68,92448.431,1.939654,1935.77496385934,308.0
Amazonas,Tapauá - AM,41.0,1579.0,1546.0,1383.82,32142.901,1.790324,1786.74310687362,40.0
Amazonas,Tefé - AM,483.0,6085.0,5616.0,5384.15,123749.826,1.771551,1768.0074635022,450.0
Amazonas,Tonantins - AM,44.0,1005.0,964.0,927.4,19644.169,1.632648,1629.38313896584,43.0
Amazonas,Uarini - AM,47.0,851.0,824.0,1141.28,20370.815,1.375759,1373.00729814837,44.0
Amazonas,Urucará - AM,94.0,830.0,746.0,1011.66,24380.042,1.857488,1853.77285466841,92.0
Amazonas,Urucurituba - AM,66.0,1001.0,931.0,1210.14,26591.36,1.693679,1690.29139667248,63.0
Roraima,Amajari - RR,27.0,510.0,489.0,512.4,10217.55,1.536964,1533.89029003783,27.0
Roraima,Alto Alegre - RR,58.0,837.0,767.0,853.13,17492.574,1.580391,1577.23045184745,57.0
Roraima,Boa Vista - RR,5999.0,95540.0,89232.0,86876.28,3929496.24,3.486276,3479.30345933852,5426.0
Roraima,Bonfim - RR,61.0,928.0,870.0,812.38,17816.549,1.690404,1687.02303014694,61.0
Roraima,Cantá - RR,118.0,1193.0,1050.0,1019.54,22111.56,1.671634,1668.2908279903,115.0
Roraima,Caracaraí - RR,107.0,1516.0,1407.0,1358.94,33626.253,1.907235,1903.42093554818,106.0
Roraima,Caroebe - RR,57.0,585.0,531.0,543.56,10512.551,1.490688,1487.70654432035,56.0
Roraima,Iracema - RR,45.0,517.0,476.0,589.94,11814.05,1.543537,1540.45000664996,43.0
Roraima,Mucajaí - RR,119.0,1049.0,933.0,1108.43,20970.757,1.45825,1455.33335785404,117.0
Roraima,Normandia - RR,23.0,547.0,529.0,769.62,15125.083,1.514773,1511.74335786092,23.0
Roraima,Pacaraima - RR,159.0,1060.0,916.0,815.6,17336.126,1.638328,1635.05168446071,149.0
Roraima,Rorainópolis - RR,263.0,2531.0,2250.0,2366.19,49399.878,1.609172,1605.95329005051,259.0
Roraima,São João da Baliza - RR,61.0,857.0,803.0,766.95,15863.913,1.594298,1591.10893800117,60.0
Roraima,São Luiz - RR,51.0,692.0,647.0,574.42,10258.377,1.376497,1373.74381650521,51.0
Roraima,Uiramutã - RR,11.0,286.0,280.0,438.77,9085.432,1.596007,1592.8148793568,11.0
Pará,Abaetetuba - PA,1223.0,11826.0,10544.0,10552.74,217572.821,1.589152,1585.97395995295,1171.0
Pará,Abel Figueiredo - PA,83.0,800.0,725.0,744.93,15309.622,1.584073,1580.904555823,82.0
Pará,Acará - PA,165.0,4849.0,4684.0,4633.09,116936.736,1.945388,1941.49769127333,163.0
Pará,Afuá - PA,63.0,2548.0,2487.0,2440.11,66773.282,2.109208,2104.98965525829,60.0
Pará,Água Azul do Norte - PA,106.0,1532.0,1431.0,1561.97,38106.283,1.880399,1876.63818028614,104.0
Pará,Alenquer - PA,271.0,3098.0,2815.0,2858.96,69626.997,1.877136,1873.38152550363,260.0
Pará,Almeirim - PA,356.0,4093.0,3729.0,4304.57,147873.379,2.647807,2642.51140246118,343.0
Pará,Altamira - PA,1921.0,18500.0,16277.0,18291.89,535814.652,2.257783,2253.26697745874,1842.0
Pará,Anajás - PA,105.0,1340.0,1243.0,1770.17,48619.232,2.116992,2112.75805322479,104.0
Pará,Ananindeua - PA,4910.0,72508.0,67066.0,69500.45,1584532.094,1.757274,1753.75963974113,4615.0
Pará,Anapu - PA,269.0,1868.0,1669.0,1932.69,43220.733,1.723678,1720.23023311073,267.0
Pará,Augusto Corrêa - PA,120.0,2643.0,2528.0,2427.96,64397.794,2.044352,2040.26279738483,119.0
Pará,Aurora do Pará - PA,97.0,1658.0,1576.0,1551.6,45773.57,2.273846,2269.29868919428,97.0
Pará,Aveiro - PA,63.0,905.0,867.0,822.21,21491.041,2.014656,2010.62623903869,60.0
Pará,Bagre - PA,50.0,746.0,704.0,691.5,9929.214,1.106748,1104.53462372768,49.0
Pará,Baião - PA,114.0,1924.0,1839.0,1807.12,52067.479,2.220781,2216.33908777928,113.0
Pará,Bannach - PA,34.0,455.0,424.0,444.11,11615.671,2.01595,2011.91856487391,34.0
Pará,Barcarena - PA,1217.0,27238.0,25952.0,26766.79,976405.944,2.811643,2806.02005464464,1162.0
Pará,Belém - PA,21386.0,432641.0,407008.0,410623.32,18907718.11,3.549128,3542.02935823368,19306.0
Pará,Belterra - PA,63.0,1384.0,1314.0,1413.56,32320.836,1.762359,1758.83454104966,60.0
Pará,Benevides - PA,651.0,10530.0,9911.0,10537.62,269321.538,1.969948,1966.00763593823,624.0
Pará,Bom Jesus do Tocantins - PA,148.0,1073.0,917.0,976.72,24414.807,1.926679,1922.82545348009,148.0
Pará,Bonito - PA,46.0,1789.0,1746.0,1761.95,39370.616,1.722284,1718.83931046677,44.0
Pará,Bragança - PA,783.0,8365.0,7504.0,7673.09,190555.5,1.914156,1910.32757137156,743.0
Pará,Brasil Novo - PA,177.0,1354.0,1184.0,1355.5,31108.055,1.768884,1765.3465936498,176.0
Pará,Brejo Grande do Araguaia - PA,47.0,611.0,569.0,574.28,12678.856,1.701698,1698.29458693428,47.0
Pará,Breu Branco - PA,297.0,3650.0,3343.0,3552.72,117253.421,2.543845,2538.75732483194,287.0
Pará,Breves - PA,488.0,7452.0,6981.0,6650.95,209465.987,2.427482,2422.62657677012,468.0
Pará,Bujaru - PA,80.0,1431.0,1335.0,1651.82,38033.305,1.77471,1771.1608081715,77.0
Pará,Cachoeira do Piriá - PA,61.0,1031.0,958.0,935.16,21253.165,1.751716,1748.21297548424,60.0
Pará,Cachoeira do Arari - PA,96.0,1133.0,1034.0,1107.17,26366.311,1.835529,1831.85759118362,91.0
Pará,Cametá - PA,563.0,6645.0,6007.0,6059.35,190312.772,2.420851,2416.00897786066,545.0
Pará,Canaã dos Carajás - PA,910.0,14344.0,13371.0,13050.02,507323.222,2.996399,2990.40639253957,896.0
Pará,Capanema - PA,864.0,8703.0,7715.0,7458.63,169137.143,1.747858,1744.36182804864,831.0
Pará,Capitão Poço - PA,397.0,4514.0,4051.0,3739.02,67129.705,1.383831,1381.06334321252,378.0
Pará,Castanhal - PA,3168.0,37230.0,33784.0,34100.48,756758.117,1.710499,1707.07752049689,3050.0
Pará,Chaves - PA,21.0,1479.0,1469.0,1346.89,32481.206,1.858772,1855.05446450141,20.0
Pará,Colares - PA,27.0,624.0,587.0,568.39,14439.248,1.958052,1954.13604147748,27.0
Pará,Conceição do Araguaia - PA,531.0,3913.0,3448.0,3638.53,95439.907,2.021763,2017.71905348927,510.0
Pará,Concórdia do Pará - PA,241.0,2885.0,2601.0,2623.45,71046.531,2.087354,2083.17969438364,240.0
Pará,Cumaru do Norte - PA,78.0,1061.0,995.0,1086.34,30428.924,2.158972,2154.6536641737,72.0
Pará,Curionópolis - PA,203.0,2769.0,2604.0,2539.1,78473.085,2.382139,2377.37432706319,202.0
Pará,Curralinho - PA,74.0,1951.0,1886.0,1824.56,52174.685,2.204082,2199.6740626191,71.0
Pará,Curuá - PA,49.0,1124.0,1079.0,1032.28,22773.398,1.700421,1697.0200392857,49.0
Pará,Curuçá - PA,168.0,2424.0,2042.0,1915.58,47203.14,1.899314,1895.51507597217,167.0
Pará,Dom Eliseu - PA,473.0,4640.0,4078.0,4806.8,107637.924,1.725978,1722.5264849156,463.0
Pará,Eldorado dos Carajás - PA,239.0,2566.0,2365.0,2285.51,56682.23,1.911569,1907.74555283571,238.0
Pará,Faro - PA,42.0,600.0,578.0,588.76,10773.971,1.410469,1407.64827773626,40.0
Pará,Floresta do Araguaia - PA,145.0,1343.0,1215.0,1317.24,34031.425,1.991321,1987.33861944439,145.0
Pará,Garrafão do Norte - PA,113.0,1792.0,1651.0,1686.95,39396.543,1.800039,1796.43931811394,113.0
Pará,Goianésia do Pará - PA,232.0,2948.0,2640.0,2581.96,65734.489,1.96232,1958.39561954723,225.0
Pará,Gurupá - PA,54.0,1899.0,1849.0,2044.65,53929.21,2.032971,2028.90507873268,53.0
Pará,Igarapé-Açu - PA,232.0,2252.0,1982.0,1933.03,44317.969,1.767125,1763.59111781066,225.0
Pará,Igarapé-Miri - PA,250.0,3831.0,3555.0,3530.11,98959.206,2.160698,2156.37660452071,241.0
Pará,Inhangapi - PA,40.0,988.0,949.0,867.08,18580.436,1.651668,1648.36498096174,40.0
Pará,Ipixuna do Pará - PA,145.0,3796.0,3650.0,3768.75,100074.829,2.046697,2042.60398520219,142.0
Pará,Irituia - PA,90.0,1758.0,1675.0,1657.97,36755.531,1.708725,1705.30741717977,88.0
Pará,Itaituba - PA,1811.0,13563.0,11544.0,12425.8,366025.969,2.270459,2265.91799073144,1741.0
Pará,Itupiranga - PA,281.0,2799.0,2553.0,2910.18,71735.08,1.899931,1896.13119357671,278.0
Pará,Jacareacanga - PA,131.0,1716.0,1592.0,1515.05,50508.491,2.569588,2564.4490534712,128.0
Pará,Jacundá - PA,387.0,4003.0,3448.0,3775.04,94210.354,1.923549,1919.70159460358,383.0
Pará,Juruti - PA,271.0,5705.0,5403.0,4987.15,224422.411,3.468486,3461.54865697149,261.0
Pará,Limoeiro do Ajuru - PA,55.0,1521.0,1474.0,1388.46,34606.68,1.921112,1917.26971442628,54.0
Pará,Mãe do Rio - PA,279.0,2757.0,2470.0,2440.98,62204.323,1.964185,1960.25691446752,275.0
Pará,Magalhães Barata - PA,27.0,579.0,556.0,537.35,10413.255,1.493672,1490.68505701054,26.0
Pará,Marabá - PA,4308.0,52860.0,48216.0,46997.46,1563000.123,2.563367,2558.23992812181,4033.0
Pará,Maracanã - PA,76.0,1868.0,1801.0,1724.64,37288.426,1.666486,1663.15315749285,76.0
Pará,Marapanim - PA,144.0,1550.0,1477.0,1635.29,41471.376,1.954698,1950.78906258452,143.0
Pará,Marituba - PA,880.0,18182.0,17195.0,17319.71,470152.611,2.092302,2088.11726417697,858.0
Pará,Medicilândia - PA,172.0,1640.0,1466.0,1608.95,40376.204,1.934234,1930.3656708747,170.0
Pará,Melgaço - PA,54.0,1108.0,1060.0,1306.25,44674.737,2.6361,2630.82735369893,53.0
Pará,Mocajuba - PA,127.0,2116.0,2000.0,2038.31,53824.153,2.035322,2031.25111564897,125.0
Pará,Moju - PA,325.0,7701.0,7444.0,7898.8,196263.905,1.915162,1911.33127329955,323.0
Pará,Mojuí dos Campos - PA,100.0,1020.0,910.0,929.78,24038.712,1.99277,1988.7841127016,100.0
Pará,Monte Alegre - PA,275.0,3512.0,3188.0,3072.13,74237.853,1.862567,1858.84193602584,259.0
Pará,Muaná - PA,71.0,1052.0,1002.0,1023.16,31175.667,2.348542,2343.84478553621,69.0
Pará,Nova Esperança do Piriá - PA,87.0,1177.0,1085.0,1190.59,31299.523,2.02629,2022.23739102849,84.0
Pará,Nova Ipixuna - PA,86.0,883.0,807.0,962.53,27553.971,2.20646,2202.0469292066,86.0
Pará,Nova Timboteua - PA,70.0,929.0,853.0,819.05,18004.101,1.694288,1690.89902466742,69.0
Pará,Novo Progresso - PA,831.0,4693.0,3740.0,4158.24,121195.346,2.24648,2241.98673551236,818.0
Pará,Novo Repartimento - PA,434.0,4745.0,4246.0,4303.73,113102.044,2.02559,2021.5388118607,425.0
Pará,Óbidos - PA,430.0,3907.0,3438.0,3403.05,82642.514,1.871808,1868.06437211868,408.0
Pará,Oeiras do Pará - PA,71.0,1358.0,1291.0,1677.04,49293.325,2.265535,2261.00404925895,71.0
Pará,Oriximiná - PA,461.0,7638.0,7127.0,6908.65,274163.749,3.058743,3052.62520953387,430.0
Pará,Ourém - PA,114.0,640.0,526.0,844.9,17819.207,1.625583,1622.33191001211,114.0
Pará,Ourilândia do Norte - PA,308.0,3435.0,3178.0,3358.73,104874.002,2.406683,2401.86943370766,305.0
Pará,Pacajá - PA,226.0,2489.0,2235.0,2557.99,79027.159,2.381243,2376.48006081698,226.0
Pará,Palestina do Pará - PA,44.0,432.0,394.0,396.99,10349.4,2.009378,2005.35956146929,44.0
Pará,Paragominas - PA,1725.0,18590.0,16490.0,16655.56,513866.487,2.378029,2373.27302760714,1644.0
Pará,Parauapebas - PA,3790.0,56766.0,52715.0,50102.39,1841099.768,2.832337,2826.67272114011,3625.0
Pará,Pau D'Arco - PA,43.0,686.0,640.0,621.61,15903.182,1.971933,1967.98908046475,43.0
Pará,Peixe-Boi - PA,24.0,448.0,429.0,404.93,8123.221,1.546231,1543.13870013621,24.0
Pará,Piçarra - PA,88.0,1078.0,989.0,1262.24,25746.198,1.572162,1569.01759509346,87.0
Pará,Placas - PA,101.0,1057.0,937.0,1028.31,26367.309,1.976368,1972.41545687734,98.0
Pará,Ponta de Pedras - PA,62.0,1273.0,1179.0,1174.6,26356.759,1.72953,1726.0710028946,59.0
Pará,Portel - PA,348.0,4437.0,4129.0,3732.55,110734.695,2.286674,2282.10029645643,344.0
Pará,Porto de Moz - PA,119.0,2492.0,2389.0,2101.17,54196.722,1.988099,1984.1224724247,118.0
Pará,Prainha - PA,86.0,1844.0,1765.0,1716.58,46505.084,2.088154,2083.97753314506,84.0
