uf,atividades,faixa,unidades_locais,pessoal_ocp_total,pessoal_ocp_assal,pessoal_assal_medio,salarios_outras_rem,salario_medio_mensal_min,salario_medio_mensal
Mato Grosso,N Atividades administrativas e serviços complementares,50 a 99,91,6016,5924,5924.71,125291.348,1.629972,1626.71185593894
Mato Grosso,N Atividades administrativas e serviços complementares,100 a 249,49,7322,7274,6714.23,136087.441,1.562241,1559.11618939293
Mato Grosso,N Atividades administrativas e serviços complementares,250 a 499,15,5229,5196,4487.66,90929.696,1.561751,1558.6278817914
Mato Grosso,N Atividades administrativas e serviços complementares,500 ou mais,6,11257,11231,9931.08,150054.481,1.164605,1162.27564218749
Mato Grosso,"O Administração pública, defesa e seguridade social",Total,609,132104,132096,139279.11,9013057.912,4.987837,4977.8616985485
Mato Grosso,"O Administração pública, defesa e seguridade social",0 a 4,174,,,,,,
Mato Grosso,"O Administração pública, defesa e seguridade social",5 a 9,73,513,513,497.63,24066.505,3.727628,3720.1728500786
Mato Grosso,"O Administração pública, defesa e seguridade social",10 a 19,96,1293,1293,1303.15,78757.429,4.658255,4648.93816462477
Mato Grosso,"O Administração pública, defesa e seguridade social",20 a 29,27,645,645,649.15,45128.987,5.358419,5347.70166904651
Mato Grosso,"O Administração pública, defesa e seguridade social",30 a 49,23,868,868,851.91,59948.801,5.423915,5413.06737891236
Mato Grosso,"O Administração pública, defesa e seguridade social",50 a 99,22,,,,,,
Mato Grosso,"O Administração pública, defesa e seguridade social",100 a 249,69,12583,12583,13205.14,683657.088,3.990446,3982.46491663328
Mato Grosso,"O Administração pública, defesa e seguridade social",250 a 499,56,19898,19898,21061.9,1067267.03,3.905725,3897.91347628437
Mato Grosso,"O Administração pública, defesa e seguridade social",500 ou mais,69,94665,94665,100101.63,6919265.069,5.327763,5317.10781486621
Mato Grosso,P Educação,Total,3224,58311,55341,75888.11,3931418.053,3.993021,3985.03498516029
Mato Grosso,P Educação,0 a 4,2289,,,,,,
Mato Grosso,P Educação,5 a 9,418,2712,1984,1946.54,34174.813,1.353222,1350.51515470053
Mato Grosso,P Educação,10 a 19,244,3331,2868,2994.86,67879.875,1.746991,1743.49680657989
Mato Grosso,P Educação,20 a 29,83,,,,,,
Mato Grosso,P Educação,30 a 49,76,2818,2714,2819.83,78538.658,2.146776,2142.48207543335
Mato Grosso,P Educação,50 a 99,77,5283,5194,5362.16,183956.404,2.644242,2638.95381998758
Mato Grosso,P Educação,100 a 249,29,4084,4060,4298.55,171836.152,3.081191,3075.02891404347
Mato Grosso,P Educação,250 a 499,1,,,,,,
Mato Grosso,P Educação,500 ou mais,7,35646,35644,55396.27,3320986.1,4.620752,4611.5102917718
Mato Grosso,Q Saúde humana e serviços sociais,Total,5418,41546,33875,33288.6,1329923.766,3.079338,3073.17905090169
Mato Grosso,Q Saúde humana e serviços sociais,0 a 4,4235,7186,2275,2345.12,43915.57,1.443376,1440.48951406784
Mato Grosso,Q Saúde humana e serviços sociais,5 a 9,667,4255,2831,2755.14,59413.643,1.662144,1658.81959928324
Mato Grosso,Q Saúde humana e serviços sociais,10 a 19,289,3752,2882,2867.76,68318.4,1.836204,1832.53185010654
Mato Grosso,Q Saúde humana e serviços sociais,20 a 29,69,,,,,,
Mato Grosso,Q Saúde humana e serviços sociais,30 a 49,63,,,,,,
Mato Grosso,Q Saúde humana e serviços sociais,50 a 99,59,3959,3827,4096.13,115784.782,2.178732,2174.37476161833
Mato Grosso,Q Saúde humana e serviços sociais,100 a 249,17,2353,2315,2122.14,62771.259,2.279885,2275.32508911541
Mato Grosso,Q Saúde humana e serviços sociais,250 a 499,8,,,,,,
Mato Grosso,Q Saúde humana e serviços sociais,500 ou mais,11,,,,,,
Mato Grosso,"R Artes, cultura, esporte e recreação",Total,941,2876,1903,1958.57,37291.09,1.467547,1464.61213263523
Mato Grosso,"R Artes, cultura, esporte e recreação",0 a 4,772,1161,465,527.44,8813.892,1.288015,1285.43851870865
Mato Grosso,"R Artes, cultura, esporte e recreação",5 a 9,108,674,507,494.16,7592.943,1.184319,1181.95025591213
Mato Grosso,"R Artes, cultura, esporte e recreação",10 a 19,50,649,556,558.65,10785.391,1.488066,1485.08988013687
Mato Grosso,"R Artes, cultura, esporte e recreação",20 a 29,6,,,,,,
Mato Grosso,"R Artes, cultura, esporte e recreação",30 a 49,3,,,,,,
Mato Grosso,"R Artes, cultura, esporte e recreação",50 a 99,2,,,,,,
Mato Grosso,"R Artes, cultura, esporte e recreação",100 a 249,-,-,-,-,-,-,-
Mato Grosso,"R Artes, cultura, esporte e recreação",250 a 499,-,-,-,-,-,-,-
Mato Grosso,"R Artes, cultura, esporte e recreação",500 ou mais,-,-,-,-,-,-,-
Mato Grosso,S Outras atividades de serviços,Total,4532,15810,12971,13207.53,327713.02,1.912486,1908.6607296106
Mato Grosso,S Outras atividades de serviços,0 a 4,3773,4490,2524,2677.17,54446.553,1.567547,1564.41181718583
Mato Grosso,S Outras atividades de serviços,5 a 9,474,3056,2537,2533.11,57382.57,1.746031,1742.5393473453
Mato Grosso,S Outras atividades de serviços,10 a 19,194,2485,2204,2243.68,53118.842,1.824794,1821.14417797136
Mato Grosso,S Outras atividades de serviços,20 a 29,40,966,918,911.61,25535.582,2.15905,2154.73232902397
Mato Grosso,S Outras atividades de serviços,30 a 49,23,835,819,863.06,29782.71,2.659802,2654.48252996048
Mato Grosso,S Outras atividades de serviços,50 a 99,15,,,,,,
Mato Grosso,S Outras atividades de serviços,100 a 249,10,,,,,,
Mato Grosso,S Outras atividades de serviços,250 a 499,2,,,,,,
Mato Grosso,S Outras atividades de serviços,500 ou mais,1,,,,,,
Mato Grosso,U Organismos internacionais e outras instituições extraterritoriais,Total,-,-,-,-,-,-,-
Mato Grosso,U Organismos internacionais e outras instituições extraterritoriais,0 a 4,-,-,-,-,-,-,-
Mato Grosso,U Organismos internacionais e outras instituições extraterritoriais,5 a 9,-,-,-,-,-,-,-
Mato Grosso,U Organismos internacionais e outras instituições extraterritoriais,10 a 19,-,-,-,-,-,-,-
Mato Grosso,U Organismos internacionais e outras instituições extraterritoriais,20 a 29,-,-,-,-,-,-,-
Mato Grosso,U Organismos internacionais e outras instituições extraterritoriais,30 a 49,-,-,-,-,-,-,-
Mato Grosso,U Organismos internacionais e outras instituições extraterritoriais,50 a 99,-,-,-,-,-,-,-
Mato Grosso,U Organismos internacionais e outras instituições extraterritoriais,100 a 249,-,-,-,-,-,-,-
Mato Grosso,U Organismos internacionais e outras instituições extraterritoriais,250 a 499,-,-,-,-,-,-,-
Mato Grosso,U Organismos internacionais e outras instituições extraterritoriais,500 ou mais,-,-,-,-,-,-,-
Goiás,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",Total,3304,28086,23742,27266.79,758905.781,2.14526,2140.96957394804
Goiás,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",0 a 4,2457,3663,1078,1869.69,41401.419,1.706757,1703.34362298645
Goiás,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",5 a 9,425,2648,1684,1957.81,47405.341,1.866306,1862.57333056205
Goiás,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",10 a 19,217,2918,2371,2942.04,83069.43,2.1763,2171.94740854854
Goiás,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",20 a 29,65,,,,,,
Goiás,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",30 a 49,49,,,,,,
Goiás,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",50 a 99,46,3489,3452,3329.15,101777.437,2.356374,2351.6614196971
Goiás,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",100 a 249,26,3770,3754,4506.34,117086.711,2.002672,1998.66634051649
Goiás,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",250 a 499,15,,,,,,
Goiás,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",500 ou mais,4,3381,3371,4740.24,139023.634,2.260552,2256.03043143547
Goiás,B Indústrias extrativas,Total,590,,,,,,
Goiás,B Indústrias extrativas,0 a 4,425,660,197,227.75,4616.107,1.562225,1559.10056573503
Goiás,B Indústrias extrativas,5 a 9,56,,,,,,
Goiás,B Indústrias extrativas,10 a 19,47,659,596,728.75,22850.136,2.416776,2411.94205040243
Goiás,B Indústrias extrativas,20 a 29,21,503,469,486.54,15693.393,2.486133,2481.16100818654
Goiás,B Indústrias extrativas,30 a 49,19,712,693,746.55,22953.756,2.369851,2365.11089473115
Goiás,B Indústrias extrativas,50 a 99,15,985,979,915.1,35427.005,2.983953,2977.98517186016
Goiás,B Indústrias extrativas,100 a 249,4,578,578,597.02,37232.628,4.806854,4797.24013884344
Goiás,B Indústrias extrativas,250 a 499,1,,,,,,
Goiás,B Indústrias extrativas,500 ou mais,2,,,,,,
Goiás,C Indústrias de transformação,Total,15373,244692,227111,236477.86,7238790.197,2.3594,2354.68138604538
Goiás,C Indústrias de transformação,0 a 4,9061,16788,7444,9472.53,172351.437,1.40241,1399.60526344639
Goiás,C Indústrias de transformação,5 a 9,2837,18713,14839,15216.6,291804.149,1.478087,1475.13064679363
Goiás,C Indústrias de transformação,10 a 19,1916,25738,23093,23374.91,510057.824,1.681882,1678.51842983649
Goiás,C Indústrias de transformação,20 a 29,591,14048,13274,13400.56,308693.25,1.775539,1771.98823149067
Goiás,C Indústrias de transformação,30 a 49,418,15594,15142,15226.5,357386.129,1.809105,1805.48653284128
Goiás,C Indústrias de transformação,50 a 99,268,18813,18529,18687.26,531714.679,2.193104,2188.71729476907
Goiás,C Indústrias de transformação,100 a 249,142,21949,21816,22841.73,757101.393,2.554766,2549.65664563532
Goiás,C Indústrias de transformação,250 a 499,70,24151,24104,25200.35,907043.774,2.774264,2768.71543450785
Goiás,C Indústrias de transformação,500 ou mais,70,88898,88870,93057.42,3402637.562,2.818323,2812.6865211079
Goiás,D Eletricidade e gás,Total,195,,,,,,
Goiás,D Eletricidade e gás,0 a 4,132,140,69,68.93,7133.683,7.976854,7960.90013279916
Goiás,D Eletricidade e gás,5 a 9,21,,,,,,
Goiás,D Eletricidade e gás,10 a 19,13,152,116,122.7,10136.615,6.367581,6354.84609115416
Goiás,D Eletricidade e gás,20 a 29,10,225,221,206.35,22107.027,8.257565,8241.04937466217
Goiás,D Eletricidade e gás,30 a 49,12,,,,,,
Goiás,D Eletricidade e gás,50 a 99,3,168,168,167.67,21481.71,9.875057,9855.3064398475
Goiás,D Eletricidade e gás,100 a 249,3,,,,,,
Goiás,D Eletricidade e gás,250 a 499,-,-,-,-,-,-,-
Goiás,D Eletricidade e gás,500 ou mais,1,,,,,,
Goiás,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",Total,558,16948,16339,16772.93,901163.73,4.141149,4132.86688271381
Goiás,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",0 a 4,360,603,242,449.33,7406.319,1.270466,1267.9252356928
Goiás,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",5 a 9,88,566,451,435.51,8288.794,1.466964,1464.02961691244
Goiás,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",10 a 19,56,746,668,645.02,15491.091,1.851122,1847.41928097638
Goiás,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",20 a 29,17,420,401,378.69,7937.482,1.615567,1612.33604917357
Goiás,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",30 a 49,9,,,,,,
Goiás,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",50 a 99,17,1157,1144,1161.56,30404.29,2.017527,2013.49180280101
Goiás,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",100 a 249,7,1159,1155,1380.11,42855.34,2.393411,2388.62454107616
Goiás,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",250 a 499,2,,,,,,
Goiás,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",500 ou mais,2,,,,,,
Goiás,F Construção,Total,10362,74688,60950,62649.35,1601654.104,1.970508,1966.5672803653
Goiás,F Construção,0 a 4,8016,11689,2891,4484.71,85139.608,1.463266,1460.3398247344
Goiás,F Construção,5 a 9,1109,7162,4691,5287.27,105336.621,1.535585,1532.514322136
Goiás,F Construção,10 a 19,602,8084,6596,7539.17,170451.737,1.742625,1739.13999510862
Goiás,F Construção,20 a 29,195,4606,4249,4358.07,99557.874,1.76079,1757.26824029903
Goiás,F Construção,30 a 49,190,7075,6815,6895.18,175751.303,1.964622,1960.69297683309
Goiás,F Construção,50 a 99,153,10718,10478,10031.19,269793.526,2.073028,2068.88197251235
Goiás,F Construção,100 a 249,65,9620,9532,9306.8,265975.342,2.20276,2198.35407361367
Goiás,F Construção,250 a 499,23,7554,7523,7508.55,196026.923,2.012268,2008.24314640284
Goiás,F Construção,500 ou mais,9,8180,8175,7238.41,233621.17,2.487683,2482.70811279953
Goiás,G Comércio; reparação de veículos automotores e motocicletas,Total,76476,371550,288246,290537.12,6761961.53,1.793896,1790.30785093167
Goiás,G Comércio; reparação de veículos automotores e motocicletas,0 a 4,55591,102237,45624,50720.48,922774.286,1.402291,1399.48670408118
Goiás,G Comércio; reparação de veículos automotores e motocicletas,5 a 9,13228,85267,67208,65308.75,1327642.391,1.56688,1563.746630723
Goiás,G Comércio; reparação de veículos automotores e motocicletas,10 a 19,5400,70691,63714,62831.98,1450048.604,1.778803,1775.2456680132
Goiás,G Comércio; reparação de veículos automotores e motocicletas,20 a 29,1056,24850,23922,24047.65,579161.124,1.85632,1852.60745612597
Goiás,G Comércio; reparação de veículos automotores e motocicletas,30 a 49,599,22484,22037,22116.52,631345.111,2.200271,2195.87026071288
Goiás,G Comércio; reparação de veículos automotores e motocicletas,50 a 99,412,28756,28548,28968.7,780144.016,2.075735,2071.58340394447
Goiás,G Comércio; reparação de veículos automotores e motocicletas,100 a 249,157,23997,23935,23156.41,597994.959,1.990455,1986.47425187105
Goiás,G Comércio; reparação de veículos automotores e motocicletas,250 a 499,27,,,,,,
Goiás,G Comércio; reparação de veículos automotores e motocicletas,500 ou mais,6,,,,,,
Goiás,"H Transporte, armazenagem e correio",Total,8812,72269,63666,65721.63,1860630.658,2.182117,2177.75236601358
Goiás,"H Transporte, armazenagem e correio",0 a 4,6548,10141,4259,5588.38,125278.887,1.727898,1724.44204967065
Goiás,"H Transporte, armazenagem e correio",5 a 9,1067,6915,5529,5827.69,141415.574,1.870367,1866.62658393344
Goiás,"H Transporte, armazenagem e correio",10 a 19,583,7847,7007,7517.32,195616.926,2.005716,2001.70484243771
Goiás,"H Transporte, armazenagem e correio",20 a 29,206,4953,4785,4805.48,136018.725,2.181665,2177.30150706149
Goiás,"H Transporte, armazenagem e correio",30 a 49,167,6248,6125,6325.86,203833.125,2.483598,2478.63075595194
Goiás,"H Transporte, armazenagem e correio",50 a 99,133,9200,9095,9271.79,286609.129,2.382608,2377.84247453006
Goiás,"H Transporte, armazenagem e correio",100 a 249,75,11577,11509,11590.46,312085.49,2.075387,2071.23583997927
Goiás,"H Transporte, armazenagem e correio",250 a 499,25,8896,8872,8221.05,238853.884,2.239397,2234.91837323793
Goiás,"H Transporte, armazenagem e correio",500 ou mais,8,6492,6485,6573.6,220918.918,2.590334,2585.1531768098
Goiás,I Alojamento e alimentação,Total,9446,65797,55717,56224,1092417.333,1.49759,1494.594880095
Goiás,I Alojamento e alimentação,0 a 4,5338,10760,5667,7330.2,118523.031,1.246273,1243.78001020016
Goiás,I Alojamento e alimentação,5 a 9,2434,16063,13101,12824.75,215407.211,1.294605,1292.01625462785
Goiás,I Alojamento e alimentação,10 a 19,1127,14681,13200,12958.26,238460.584,1.418391,1415.55439126502
Goiás,I Alojamento e alimentação,20 a 29,266,6315,6012,5903.95,118426.074,1.546076,1542.98359572828
Goiás,I Alojamento e alimentação,30 a 49,183,6679,6523,6239.16,132568.804,1.637726,1634.450840769
Goiás,I Alojamento e alimentação,50 a 99,78,5187,5121,5070.09,115628.939,1.75783,1754.31476940858
Goiás,I Alojamento e alimentação,100 a 249,14,1763,1748,1642.56,36496.803,1.712615,1709.18954839725
Goiás,I Alojamento e alimentação,250 a 499,4,,,,,,
Goiás,I Alojamento e alimentação,500 ou mais,2,,,,,,
Goiás,J Informação e comunicação,Total,3547,22777,18588,18243.26,633427.572,2.676213,2670.86024351754
Goiás,J Informação e comunicação,0 a 4,2606,4057,1255,1448,30800.441,1.639512,1636.23252231194
Goiás,J Informação e comunicação,5 a 9,448,2949,2202,2194.84,51069.781,1.793442,1789.85470116623
Goiás,J Informação e comunicação,10 a 19,279,3773,3375,3292.3,87539.427,2.049417,2045.3184937348
Goiás,J Informação e comunicação,20 a 29,86,2048,1936,1882.83,51133.317,2.09324,2089.05322143958
Goiás,J Informação e comunicação,30 a 49,78,2958,2874,2595.4,86154.538,2.558586,2553.46850344693
Goiás,J Informação e comunicação,50 a 99,28,2051,2032,2042.29,79079.401,2.984503,2978.53431498653
Goiás,J Informação e comunicação,100 a 249,12,1665,1648,1546.12,80026.482,3.989483,3981.50417223064
Goiás,J Informação e comunicação,250 a 499,10,3276,3266,3241.48,167624.185,3.985836,3977.86445602721
Goiás,J Informação e comunicação,500 ou mais,-,-,-,-,-,-,-
Goiás,"K Atividades financeiras, de seguros e serviços relacionados",Total,5394,29529,22701,22633.65,1447156.624,4.928186,4918.32913859198
Goiás,"K Atividades financeiras, de seguros e serviços relacionados",0 a 4,3976,5883,1148,1218.95,39208.437,2.479247,2474.28821148088
Goiás,"K Atividades financeiras, de seguros e serviços relacionados",5 a 9,674,4495,3297,3292.75,196674.271,4.603784,4594.57598570286
Goiás,"K Atividades financeiras, de seguros e serviços relacionados",10 a 19,460,6164,5737,5757.21,373246.704,4.997008,4987.01366166545
Goiás,"K Atividades financeiras, de seguros e serviços relacionados",20 a 29,129,3097,2983,2991.36,194101.942,5.001351,4991.34795390211
Goiás,"K Atividades financeiras, de seguros e serviços relacionados",30 a 49,89,3290,3141,3158.34,238721.265,5.825837,5814.18537293934
Goiás,"K Atividades financeiras, de seguros e serviços relacionados",50 a 99,45,2917,2795,2723.58,212284.586,6.007647,5995.63204989813
Goiás,"K Atividades financeiras, de seguros e serviços relacionados",100 a 249,16,,,,,,
Goiás,"K Atividades financeiras, de seguros e serviços relacionados",250 a 499,5,,,,,,
Goiás,"K Atividades financeiras, de seguros e serviços relacionados",500 ou mais,-,-,-,-,-,-,-
Goiás,L Atividades imobiliárias,Total,3859,10373,4624,4627.05,112394.422,1.872262,1868.51768820972
Goiás,L Atividades imobiliárias,0 a 4,3329,4984,942,1078.13,21489.432,1.536314,1533.24110336344
Goiás,L Atividades imobiliárias,5 a 9,391,2424,1093,1048.38,21674.537,1.593519,1590.33182331128
Goiás,L Atividades imobiliárias,10 a 19,95,1180,874,831.64,18619.663,1.725689,1722.23771010385
Goiás,L Atividades imobiliárias,20 a 29,17,,,,,,
Goiás,L Atividades imobiliárias,30 a 49,17,622,600,613.17,16538.834,2.078979,2074.82101211736
Goiás,L Atividades imobiliárias,50 a 99,9,623,604,540.71,22445.185,3.19952,3193.12143719867
Goiás,L Atividades imobiliárias,100 a 249,1,,,,,,
Goiás,L Atividades imobiliárias,250 a 499,-,-,-,-,-,-,-
Goiás,L Atividades imobiliárias,500 ou mais,-,-,-,-,-,-,-
Goiás,"M Atividades profissionais, científicas e técnicas",Total,11757,40198,26108,25853.9,795557.485,2.371765,2367.02120822718
Goiás,"M Atividades profissionais, científicas e técnicas",0 a 4,9870,15113,4234,4705.05,89899.227,1.472712,1469.76656015263
Goiás,"M Atividades profissionais, científicas e técnicas",5 a 9,1210,7801,5703,5570.81,126398.53,1.748839,1745.34113462025
Goiás,"M Atividades profissionais, científicas e técnicas",10 a 19,451,5811,4984,5020.29,130286.27,2.000304,1996.30315564056
Goiás,"M Atividades profissionais, científicas e técnicas",20 a 29,107,2492,2344,2318.57,67288.988,2.236917,2232.44327322444
Goiás,"M Atividades profissionais, científicas e técnicas",30 a 49,57,2117,2042,1896.06,55619.909,2.261019,2256.49744125267
Goiás,"M Atividades profissionais, científicas e técnicas",50 a 99,46,3077,3023,2656.43,82616.027,2.397132,2392.33821331637
Goiás,"M Atividades profissionais, científicas e técnicas",100 a 249,11,1534,1526,1492.04,74440.321,3.845509,3837.81838185406
Goiás,"M Atividades profissionais, científicas e técnicas",250 a 499,3,,,,,,
Goiás,"M Atividades profissionais, científicas e técnicas",500 ou mais,2,,,,,,
Goiás,N Atividades administrativas e serviços complementares,Total,14453,143480,130071,127845.47,2750248.987,1.658108,1654.79163543781
Goiás,N Atividades administrativas e serviços complementares,0 a 4,10478,15174,6750,8429.8,160542.86,1.467911,1464.97553550864
Goiás,N Atividades administrativas e serviços complementares,5 a 9,2046,13090,10544,10604.2,215271.743,1.564715,1561.58548934892
Goiás,N Atividades administrativas e serviços complementares,10 a 19,906,12080,10546,10545.64,243908.769,1.78271,1779.14408229372
Goiás,N Atividades administrativas e serviços complementares,20 a 29,293,7041,6748,6137.31,142732.084,1.792543,1788.95820431477
Goiás,N Atividades administrativas e serviços complementares,30 a 49,290,10926,10690,10096.32,245884.557,1.87713,1873.37531816619
Goiás,N Atividades administrativas e serviços complementares,50 a 99,268,18384,18148,17828.48,404586.075,1.749133,1745.63427556532
Goiás,N Atividades administrativas e serviços complementares,100 a 249,115,16690,16595,15492.06,387400.748,1.927425,1923.56972142256
Goiás,N Atividades administrativas e serviços complementares,250 a 499,30,10560,10532,10138.72,256459.279,1.949671,1945.77193631483
Goiás,N Atividades administrativas e serviços complementares,500 ou mais,27,39535,39518,38572.94,693462.872,1.385692,1382.92019861991
Goiás,"O Administração pública, defesa e seguridade social",Total,1167,223547,223536,226904.28,12939444.606,4.395407,4386.6157692981
Goiás,"O Administração pública, defesa e seguridade social",0 a 4,344,400,391,652.82,25193.893,2.974596,2968.64644041354
Goiás,"O Administração pública, defesa e seguridade social",5 a 9,101,641,640,648.69,18895.534,2.245164,2240.6736891036
Goiás,"O Administração pública, defesa e seguridade social",10 a 19,93,1315,1315,1342.77,40837.449,2.344137,2339.44922121378
Goiás,"O Administração pública, defesa e seguridade social",20 a 29,64,1569,1569,1629.42,60014.614,2.8389,2833.22210923566
Goiás,"O Administração pública, defesa e seguridade social",30 a 49,82,3231,3231,3283.95,92565.691,2.172599,2168.25401398644
Goiás,"O Administração pública, defesa e seguridade social",50 a 99,117,8415,8415,8517.8,284639.251,2.575689,2570.53781492874
Goiás,"O Administração pública, defesa e seguridade social",100 a 249,158,26715,26715,26625.17,953239.736,2.759535,2754.0156002182
Goiás,"O Administração pública, defesa e seguridade social",250 a 499,120,41318,41317,42375.35,1896448.051,3.449481,3442.58205083126
Goiás,"O Administração pública, defesa e seguridade social",500 ou mais,88,139943,139943,141828.31,9567610.387,5.199561,5189.16166856413
Goiás,P Educação,Total,6299,139660,133781,137383.74,5860141.31,3.287751,3281.17505586346
Goiás,P Educação,0 a 4,4383,5125,1847,3170.74,48555.248,1.180325,1177.96447419942
Goiás,P Educação,5 a 9,694,4483,3484,3503.19,60511.772,1.331381,1328.71802337518
Goiás,P Educação,10 a 19,552,7547,6721,6717.21,132262.386,1.517657,1514.62135206547
Goiás,P Educação,20 a 29,219,5275,5027,5139.91,115221.866,1.727848,1724.39215113464
Goiás,P Educação,30 a 49,227,8546,8258,8338.76,199224.575,1.841482,1837.7993020176
Goiás,P Educação,50 a 99,138,9328,9154,9324.39,293020.649,2.422166,2417.32166104988
Goiás,P Educação,100 a 249,50,7647,7603,7723.58,290680.31,2.900835,2895.03363027946
Goiás,P Educação,250 a 499,18,6053,6031,6255.83,266043.877,3.27789,3271.33467747439
Goiás,P Educação,500 ou mais,18,85656,85656,87210.13,4454620.627,3.937041,3929.16654468748
Goiás,Q Saúde humana e serviços sociais,Total,9474,110942,98111,97179.08,3547020.865,2.813307,2807.67999497581
Goiás,Q Saúde humana e serviços sociais,0 a 4,7241,11290,3830,3865.24,71825.051,1.432272,1429.40772709506
Goiás,Q Saúde humana e serviços sociais,5 a 9,1174,7492,5058,4926.54,98488.627,1.540885,1537.80304854304
Goiás,Q Saúde humana e serviços sociais,10 a 19,512,6696,5018,5047.38,117137.465,1.788776,1785.19830699675
Goiás,Q Saúde humana e serviços sociais,20 a 29,160,3797,3466,3503.93,88947.475,1.95661,1952.69696070939
Goiás,Q Saúde humana e serviços sociais,30 a 49,130,4980,4622,4531.11,127748.232,2.173083,2168.73725796175
Goiás,Q Saúde humana e serviços sociais,50 a 99,102,7007,6737,6745.2,191535.057,2.188666,2184.2889644602
Goiás,Q Saúde humana e serviços sociais,100 a 249,90,14623,14413,13698.39,391102.129,2.200629,2196.22737809671
Goiás,Q Saúde humana e serviços sociais,250 a 499,38,13557,13485,13164.12,429930.258,2.517284,2512.24983574233
Goiás,Q Saúde humana e serviços sociais,500 ou mais,27,41500,41482,41697.17,2030306.571,3.753022,3745.51626737406
Goiás,"R Artes, cultura, esporte e recreação",Total,2194,9934,7653,7524.5,208750.837,2.13834,2134.06295332682
Goiás,"R Artes, cultura, esporte e recreação",0 a 4,1713,2623,969,1079.63,17930.722,1.280115,1277.55463232062
Goiás,"R Artes, cultura, esporte e recreação",5 a 9,275,1790,1407,1346.23,23042.763,1.319293,1316.65482924109
Goiás,"R Artes, cultura, esporte e recreação",10 a 19,132,1771,1602,1607.54,35927.857,1.722644,1719.19909158858
Goiás,"R Artes, cultura, esporte e recreação",20 a 29,32,,,,,,
Goiás,"R Artes, cultura, esporte e recreação",30 a 49,23,886,866,838.62,21234.955,1.951696,1947.79289418697
Goiás,"R Artes, cultura, esporte e recreação",50 a 99,13,895,882,837.27,18428.631,1.696499,1693.1061664696
Goiás,"R Artes, cultura, esporte e recreação",100 a 249,5,854,851,807.21,26480.924,2.528557,2523.49965169678
Goiás,"R Artes, cultura, esporte e recreação",250 a 499,1,,,,,,
Goiás,"R Artes, cultura, esporte e recreação",500 ou mais,-,-,-,-,-,-,-
Goiás,S Outras atividades de serviços,Total,8121,32225,26329,27252.04,827583.181,2.340662,2335.98089142346
Goiás,S Outras atividades de serviços,0 a 4,6660,8406,4444,4755.53,92236.813,1.494967,1491.97659599213
Goiás,S Outras atividades de serviços,5 a 9,889,5720,4680,4593.72,98313.954,1.649593,1646.29360216858
Goiás,S Outras atividades de serviços,10 a 19,366,4773,4064,4004.88,99329.461,1.911678,1907.85435998851
Goiás,S Outras atividades de serviços,20 a 29,89,2080,1992,1990.44,47392.981,1.835232,1831.56182707187
Goiás,S Outras atividades de serviços,30 a 49,56,2118,2064,2025.99,65570.948,2.494596,2489.60709427148
Goiás,S Outras atividades de serviços,50 a 99,43,2855,2817,3037.95,85920.835,2.179937,2175.57728073207
Goiás,S Outras atividades de serviços,100 a 249,12,1765,1760,1776.02,54449.587,2.36305,2358.3235375901
Goiás,S Outras atividades de serviços,250 a 499,4,,,,,,
Goiás,S Outras atividades de serviços,500 ou mais,2,,,,,,
Goiás,U Organismos internacionais e outras instituições extraterritoriais,Total,-,-,-,-,-,-,-
Goiás,U Organismos internacionais e outras instituições extraterritoriais,0 a 4,-,-,-,-,-,-,-
Goiás,U Organismos internacionais e outras instituições extraterritoriais,5 a 9,-,-,-,-,-,-,-
Goiás,U Organismos internacionais e outras instituições extraterritoriais,10 a 19,-,-,-,-,-,-,-
Goiás,U Organismos internacionais e outras instituições extraterritoriais,20 a 29,-,-,-,-,-,-,-
Goiás,U Organismos internacionais e outras instituições extraterritoriais,30 a 49,-,-,-,-,-,-,-
Goiás,U Organismos internacionais e outras instituições extraterritoriais,50 a 99,-,-,-,-,-,-,-
Goiás,U Organismos internacionais e outras instituições extraterritoriais,100 a 249,-,-,-,-,-,-,-
Goiás,U Organismos internacionais e outras instituições extraterritoriais,250 a 499,-,-,-,-,-,-,-
Goiás,U Organismos internacionais e outras instituições extraterritoriais,500 ou mais,-,-,-,-,-,-,-
