uf,atividades,faixa,unidades_locais,pessoal_ocp_total,pessoal_ocp_assal,pessoal_assal_medio,salarios_outras_rem,salario_medio_mensal_min,salario_medio_mensal
Amapá,F Construção,Total,408,5561,5023,4966.76,120686.502,1.872887,1869.14146786297
Amapá,F Construção,0 a 4,261,459,156,418.26,7938.936,1.462992,1460.06642905223
Amapá,F Construção,5 a 9,64,426,317,343.09,5776.905,1.297816,1295.22080996913
Amapá,F Construção,10 a 19,32,413,354,353.96,7055.745,1.536437,1533.36426541026
Amapá,F Construção,20 a 29,21,494,466,433.04,9367.126,1.667264,1663.92978442212
Amapá,F Construção,30 a 49,17,625,601,501.46,8902.337,1.368339,1365.60274766911
Amapá,F Construção,50 a 99,5,,,,,,
Amapá,F Construção,100 a 249,4,644,641,509.12,14259.541,2.158795,2154.47786225402
Amapá,F Construção,250 a 499,2,,,,,,
Amapá,F Construção,500 ou mais,2,,,,,,
Amapá,G Comércio; reparação de veículos automotores e motocicletas,Total,3878,28670,24817,24776.59,485447.981,1.510175,1507.15463203836
Amapá,G Comércio; reparação de veículos automotores e motocicletas,0 a 4,2503,4964,2546,2839.62,45897.084,1.245808,1243.31597998215
Amapá,G Comércio; reparação de veículos automotores e motocicletas,5 a 9,740,4860,4035,3951.69,67295.15,1.312584,1309.95852407451
Amapá,G Comércio; reparação de veículos automotores e motocicletas,10 a 19,391,5147,4735,4644.1,86894.767,1.442176,1439.29132580131
Amapá,G Comércio; reparação de veículos automotores e motocicletas,20 a 29,99,,,,,,
Amapá,G Comércio; reparação de veículos automotores e motocicletas,30 a 49,65,2479,2430,2437.04,51854.066,1.640009,1636.72910895689
Amapá,G Comércio; reparação de veículos automotores e motocicletas,50 a 99,48,3253,3206,3177.85,66852.093,1.621466,1618.22260091184
Amapá,G Comércio; reparação de veículos automotores e motocicletas,100 a 249,29,4681,4660,4523.78,103677.52,1.766482,1762.94909260703
Amapá,G Comércio; reparação de veículos automotores e motocicletas,250 a 499,3,,,,,,
Amapá,G Comércio; reparação de veículos automotores e motocicletas,500 ou mais,-,-,-,-,-,-,-
Amapá,"H Transporte, armazenagem e correio",Total,258,3785,3533,3708.64,91003.97,1.891349,1887.56670494181
Amapá,"H Transporte, armazenagem e correio",0 a 4,144,231,124,133.61,3669.1,2.116638,2112.4052207055
Amapá,"H Transporte, armazenagem e correio",5 a 9,38,,,,,,
Amapá,"H Transporte, armazenagem e correio",10 a 19,30,376,322,320.49,6017.491,1.447195,1444.300674208
Amapá,"H Transporte, armazenagem e correio",20 a 29,17,413,394,494.12,15622.724,2.436971,2432.09746620254
Amapá,"H Transporte, armazenagem e correio",30 a 49,13,519,512,573.02,21925.773,2.949248,2943.34913803519
Amapá,"H Transporte, armazenagem e correio",50 a 99,10,668,661,684.64,12386.79,1.394513,1391.72411778453
Amapá,"H Transporte, armazenagem e correio",100 a 249,4,621,615,652.71,12562.339,1.483462,1480.4948127511
Amapá,"H Transporte, armazenagem e correio",250 a 499,2,,,,,,
Amapá,"H Transporte, armazenagem e correio",500 ou mais,-,-,-,-,-,-,-
Amapá,I Alojamento e alimentação,Total,465,3296,2810,2835.31,46211.363,1.256245,1253.73247749602
Amapá,I Alojamento e alimentação,0 a 4,232,534,319,404.41,5890.567,1.122694,1120.44840251611
Amapá,I Alojamento e alimentação,5 a 9,139,942,782,772.08,11792.399,1.177243,1174.88811442417
Amapá,I Alojamento e alimentação,10 a 19,70,901,814,804.92,13673.203,1.309314,1306.69488415476
Amapá,I Alojamento e alimentação,20 a 29,13,,,,,,
Amapá,I Alojamento e alimentação,30 a 49,6,,,,,,
Amapá,I Alojamento e alimentação,50 a 99,4,239,235,218.89,3134.097,1.103602,1101.39515105937
Amapá,I Alojamento e alimentação,100 a 249,1,,,,,,
Amapá,I Alojamento e alimentação,250 a 499,-,-,-,-,-,-,-
Amapá,I Alojamento e alimentação,500 ou mais,-,-,-,-,-,-,-
Amapá,J Informação e comunicação,Total,130,1318,1186,1282.94,35083.854,2.107789,2103.57304316648
Amapá,J Informação e comunicação,0 a 4,82,126,54,75.06,2194.289,2.25326,2248.75381745885
Amapá,J Informação e comunicação,5 a 9,26,170,137,125.85,3081.571,1.887318,1883.54329024174
Amapá,J Informação e comunicação,10 a 19,10,129,113,110.49,3579.589,2.497102,2492.10788306634
Amapá,J Informação e comunicação,20 a 29,5,109,104,101.19,2397.721,1.826363,1822.71051411283
Amapá,J Informação e comunicação,30 a 49,2,,,,,,
Amapá,J Informação e comunicação,50 a 99,3,183,181,209.86,6472.173,2.377095,2372.34090126018
Amapá,J Informação e comunicação,100 a 249,1,,,,,,
Amapá,J Informação e comunicação,250 a 499,1,,,,,,
Amapá,J Informação e comunicação,500 ou mais,-,-,-,-,-,-,-
Amapá,"K Atividades financeiras, de seguros e serviços relacionados",Total,133,1277,1185,1171.46,70234.189,4.62112,4611.8774205495
Amapá,"K Atividades financeiras, de seguros e serviços relacionados",0 a 4,65,,,,,,
Amapá,"K Atividades financeiras, de seguros e serviços relacionados",5 a 9,28,193,174,170.7,11675.594,5.271953,5261.40958046055
Amapá,"K Atividades financeiras, de seguros e serviços relacionados",10 a 19,24,335,325,319.88,22297.505,5.372733,5361.98790892739
Amapá,"K Atividades financeiras, de seguros e serviços relacionados",20 a 29,8,202,202,194.79,13786.48,5.455227,5444.31675927133
Amapá,"K Atividades financeiras, de seguros e serviços relacionados",30 a 49,6,236,226,224.99,15719.337,5.385141,5374.37116863314
Amapá,"K Atividades financeiras, de seguros e serviços relacionados",50 a 99,1,,,,,,
Amapá,"K Atividades financeiras, de seguros e serviços relacionados",100 a 249,1,,,,,,
Amapá,"K Atividades financeiras, de seguros e serviços relacionados",250 a 499,-,-,-,-,-,-,-
Amapá,"K Atividades financeiras, de seguros e serviços relacionados",500 ou mais,-,-,-,-,-,-,-
Amapá,L Atividades imobiliárias,Total,76,,,,,,
Amapá,L Atividades imobiliárias,0 a 4,64,104,29,32.52,581.109,1.377315,1374.56003406188
Amapá,L Atividades imobiliárias,5 a 9,6,,,,,,
Amapá,L Atividades imobiliárias,10 a 19,6,86,79,78.24,1267.059,1.248229,1245.73206701274
Amapá,L Atividades imobiliárias,20 a 29,-,-,-,-,-,-,-
Amapá,L Atividades imobiliárias,30 a 49,-,-,-,-,-,-,-
Amapá,L Atividades imobiliárias,50 a 99,-,-,-,-,-,-,-
Amapá,L Atividades imobiliárias,100 a 249,-,-,-,-,-,-,-
Amapá,L Atividades imobiliárias,250 a 499,-,-,-,-,-,-,-
Amapá,L Atividades imobiliárias,500 ou mais,-,-,-,-,-,-,-
Amapá,"M Atividades profissionais, científicas e técnicas",Total,359,1764,1380,1442.8,60464.505,3.230134,3223.67325286302
Amapá,"M Atividades profissionais, científicas e técnicas",0 a 4,285,482,198,248.54,4524.959,1.40328,1400.47384417305
Amapá,"M Atividades profissionais, científicas e técnicas",5 a 9,42,275,211,189.14,3691.437,1.504313,1501.30428416883
Amapá,"M Atividades profissionais, científicas e técnicas",10 a 19,22,293,267,265.74,5204.322,1.509501,1506.4817548674
Amapá,"M Atividades profissionais, científicas e técnicas",20 a 29,3,82,78,83.75,3288.657,3.026634,3020.58048220436
Amapá,"M Atividades profissionais, científicas e técnicas",30 a 49,4,138,133,145.26,4145.851,2.199853,2195.45377519355
Amapá,"M Atividades profissionais, científicas e técnicas",50 a 99,1,,,,,,
Amapá,"M Atividades profissionais, científicas e técnicas",100 a 249,1,,,,,,
Amapá,"M Atividades profissionais, científicas e técnicas",250 a 499,1,,,,,,
Amapá,"M Atividades profissionais, científicas e técnicas",500 ou mais,-,-,-,-,-,-,-
Amapá,N Atividades administrativas e serviços complementares,Total,416,9487,9030,8841.93,174487.857,1.521053,1518.01053007136
Amapá,N Atividades administrativas e serviços complementares,0 a 4,249,452,191,215.79,3704.326,1.323134,1320.48822394992
Amapá,N Atividades administrativas e serviços complementares,5 a 9,69,434,357,336.14,6418.533,1.471776,1468.83235465076
Amapá,N Atividades administrativas e serviços complementares,10 a 19,43,580,513,511.01,8989.031,1.355844,1353.13188210979
Amapá,N Atividades administrativas e serviços complementares,20 a 29,11,,,,,,
Amapá,N Atividades administrativas e serviços complementares,30 a 49,10,359,347,600.4,9742.563,1.250716,1248.21439553118
Amapá,N Atividades administrativas e serviços complementares,50 a 99,12,910,904,915.81,21403.041,1.801342,1797.73945385044
Amapá,N Atividades administrativas e serviços complementares,100 a 249,15,2371,2350,2177.89,35160.118,1.244344,1241.85540203521
Amapá,N Atividades administrativas e serviços complementares,250 a 499,5,,,,,,
Amapá,N Atividades administrativas e serviços complementares,500 ou mais,2,,,,,,
Amapá,"O Administração pública, defesa e seguridade social",Total,90,58479,58479,58499.4,4376850.585,5.76682,5755.2866222691
Amapá,"O Administração pública, defesa e seguridade social",0 a 4,15,8,8,20.02,2987.604,11.50231,11479.3053100745
Amapá,"O Administração pública, defesa e seguridade social",5 a 9,9,,,,,,
Amapá,"O Administração pública, defesa e seguridade social",10 a 19,7,105,105,125.56,6193.24,3.80183,3794.22648075085
Amapá,"O Administração pública, defesa e seguridade social",20 a 29,5,,,,,,
Amapá,"O Administração pública, defesa e seguridade social",30 a 49,5,,,,,,
Amapá,"O Administração pública, defesa e seguridade social",50 a 99,13,,,,,,
Amapá,"O Administração pública, defesa e seguridade social",100 a 249,18,2763,2763,2896.62,180121.806,4.792928,4783.34180474537
Amapá,"O Administração pública, defesa e seguridade social",250 a 499,8,,,,,,
Amapá,"O Administração pública, defesa e seguridade social",500 ou mais,10,,,,,,
Amapá,P Educação,Total,591,8142,7560,8093.08,305363.512,2.908234,2902.41798216216
Amapá,P Educação,0 a 4,299,567,334,386.61,6944.913,1.384586,1381.8164996329
Amapá,P Educação,5 a 9,150,1012,852,885.53,14678.568,1.277634,1275.07889668855
Amapá,P Educação,10 a 19,83,1062,958,983.76,16159.702,1.266107,1263.57444905261
Amapá,P Educação,20 a 29,19,455,423,428.89,6934.965,1.246305,1243.81274022208
Amapá,P Educação,30 a 49,11,413,390,399.61,9775.949,1.885596,1881.82497165506
Amapá,P Educação,50 a 99,17,1179,1155,1218.23,29196.662,1.847268,1843.57393671398
Amapá,P Educação,100 a 249,9,1426,1420,1516.91,56785.615,2.885391,2879.61990544543
Amapá,P Educação,250 a 499,2,,,,,,
Amapá,P Educação,500 ou mais,1,,,,,,
Amapá,Q Saúde humana e serviços sociais,Total,469,8862,8202,8101.57,223235.1,2.123828,2119.58062069831
Amapá,Q Saúde humana e serviços sociais,0 a 4,311,652,276,265.6,4415.816,1.281472,1278.90871177016
Amapá,Q Saúde humana e serviços sociais,5 a 9,84,543,379,340.5,5419.062,1.226685,1224.23178583531
Amapá,Q Saúde humana e serviços sociais,10 a 19,36,488,404,445.62,10094.642,1.746033,1742.54055714942
Amapá,Q Saúde humana e serviços sociais,20 a 29,11,239,219,222.07,3554.127,1.233585,1231.11804663117
Amapá,Q Saúde humana e serviços sociais,30 a 49,11,,,,,,
Amapá,Q Saúde humana e serviços sociais,50 a 99,5,,,,,,
Amapá,Q Saúde humana e serviços sociais,100 a 249,7,1102,1102,1085.84,25313.814,1.796875,1793.28120306718
Amapá,Q Saúde humana e serviços sociais,250 a 499,2,,,,,,
Amapá,Q Saúde humana e serviços sociais,500 ou mais,2,,,,,,
Amapá,"R Artes, cultura, esporte e recreação",Total,90,402,321,324.41,4931.586,1.171706,1169.36213196501
Amapá,"R Artes, cultura, esporte e recreação",0 a 4,61,125,74,80.18,1196.929,1.150611,1148.30957269221
Amapá,"R Artes, cultura, esporte e recreação",5 a 9,22,158,132,127.47,1627.551,0.984131,982.16231873563
Amapá,"R Artes, cultura, esporte e recreação",10 a 19,5,,,,,,
Amapá,"R Artes, cultura, esporte e recreação",20 a 29,2,,,,,,
Amapá,"R Artes, cultura, esporte e recreação",30 a 49,-,-,-,-,-,-,-
Amapá,"R Artes, cultura, esporte e recreação",50 a 99,-,-,-,-,-,-,-
Amapá,"R Artes, cultura, esporte e recreação",100 a 249,-,-,-,-,-,-,-
Amapá,"R Artes, cultura, esporte e recreação",250 a 499,-,-,-,-,-,-,-
Amapá,"R Artes, cultura, esporte e recreação",500 ou mais,-,-,-,-,-,-,-
Amapá,S Outras atividades de serviços,Total,449,1842,1558,1479.66,30591.645,1.593555,1590.36769361776
Amapá,S Outras atividades de serviços,0 a 4,357,477,296,299.52,4831.501,1.243318,1240.83174104208
Amapá,S Outras atividades de serviços,5 a 9,53,352,297,271.69,5599.468,1.588544,1585.36680662633
Amapá,S Outras atividades de serviços,10 a 19,23,288,245,236.38,4880.015,1.591243,1588.06061947191
Amapá,S Outras atividades de serviços,20 a 29,4,,,,,,
Amapá,S Outras atividades de serviços,30 a 49,8,308,305,316.93,7767.237,1.888988,1885.21051724598
Amapá,S Outras atividades de serviços,50 a 99,3,204,204,167.58,3915.461,1.800888,1797.28671495589
Amapá,S Outras atividades de serviços,100 a 249,1,,,,,,
Amapá,S Outras atividades de serviços,250 a 499,-,-,-,-,-,-,-
Amapá,S Outras atividades de serviços,500 ou mais,-,-,-,-,-,-,-
Amapá,U Organismos internacionais e outras instituições extraterritoriais,Total,-,-,-,-,-,-,-
Amapá,U Organismos internacionais e outras instituições extraterritoriais,0 a 4,-,-,-,-,-,-,-
Amapá,U Organismos internacionais e outras instituições extraterritoriais,5 a 9,-,-,-,-,-,-,-
Amapá,U Organismos internacionais e outras instituições extraterritoriais,10 a 19,-,-,-,-,-,-,-
Amapá,U Organismos internacionais e outras instituições extraterritoriais,20 a 29,-,-,-,-,-,-,-
Amapá,U Organismos internacionais e outras instituições extraterritoriais,30 a 49,-,-,-,-,-,-,-
Amapá,U Organismos internacionais e outras instituições extraterritoriais,50 a 99,-,-,-,-,-,-,-
Amapá,U Organismos internacionais e outras instituições extraterritoriais,100 a 249,-,-,-,-,-,-,-
Amapá,U Organismos internacionais e outras instituições extraterritoriais,250 a 499,-,-,-,-,-,-,-
Amapá,U Organismos internacionais e outras instituições extraterritoriais,500 ou mais,-,-,-,-,-,-,-
Tocantins,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",Total,778,7139,6269,6055.1,154106.959,1.961675,1957.75155844469
Tocantins,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",0 a 4,533,742,266,322.46,6903.946,1.650242,1646.94154075163
Tocantins,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",5 a 9,106,695,498,472.45,9716.019,1.585107,1581.93687569706
Tocantins,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",10 a 19,66,897,775,698.51,16037.211,1.769629,1766.09012810785
Tocantins,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",20 a 29,29,698,667,632.36,16531.921,2.015046,2011.01624196538
Tocantins,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",30 a 49,21,780,763,702.29,21846.13,2.397641,2392.84560290128
Tocantins,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",50 a 99,12,848,832,810.14,26204.862,2.493147,2488.16083070163
Tocantins,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",100 a 249,8,1223,1212,1212.45,27770.847,1.765434,1761.90275887665
Tocantins,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",250 a 499,2,,,,,,
Tocantins,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",500 ou mais,1,,,,,,
Tocantins,B Indústrias extrativas,Total,138,1033,875,895.17,27417.571,2.360748,2356.02614372345
Tocantins,B Indústrias extrativas,0 a 4,83,141,61,68.03,1378.621,1.561962,1558.8382953222
Tocantins,B Indústrias extrativas,5 a 9,31,202,159,164.92,3349.301,1.565334,1562.20311946118
Tocantins,B Indústrias extrativas,10 a 19,11,137,119,124.25,2932.879,1.819382,1815.74307382758
Tocantins,B Indústrias extrativas,20 a 29,5,,,,,,
Tocantins,B Indústrias extrativas,30 a 49,3,,,,,,
Tocantins,B Indústrias extrativas,50 a 99,5,308,303,309.84,11360.212,2.826019,2820.36683946057
Tocantins,B Indústrias extrativas,100 a 249,-,-,-,-,-,-,-
Tocantins,B Indústrias extrativas,250 a 499,-,-,-,-,-,-,-
Tocantins,B Indústrias extrativas,500 ou mais,-,-,-,-,-,-,-
Tocantins,C Indústrias de transformação,Total,1496,17288,15653,15132.69,400941.459,2.042166,2038.08118003525
Tocantins,C Indústrias de transformação,0 a 4,943,1723,795,1016.98,17230.566,1.30591,1303.29815123813
Tocantins,C Indústrias de transformação,5 a 9,261,1680,1356,1415.33,26122.93,1.422624,1419.7792414816
Tocantins,C Indústrias de transformação,10 a 19,169,2222,1994,1926.7,37172.096,1.487062,1484.08781854985
Tocantins,C Indústrias de transformação,20 a 29,50,1193,1117,1063.48,22594.093,1.637539,1634.26407064181
Tocantins,C Indústrias de transformação,30 a 49,30,1141,1098,1068.34,21907.485,1.580553,1577.39217275975
Tocantins,C Indústrias de transformação,50 a 99,18,1186,1167,1176.31,28486.062,1.866538,1862.8044805039
Tocantins,C Indústrias de transformação,100 a 249,16,2502,2493,2540.05,83950.928,2.547472,2542.3766037313
Tocantins,C Indústrias de transformação,250 a 499,4,1386,1385,1455.31,40318.928,2.135402,2131.13082436045
Tocantins,C Indústrias de transformação,500 ou mais,5,4255,4248,3470.19,123158.371,2.7355,2730.02943532021
Tocantins,D Eletricidade e gás,Total,159,1890,1856,1834.78,77850.127,3.270404,3263.86341015942
Tocantins,D Eletricidade e gás,0 a 4,77,143,120,113.96,4862.472,3.288749,3282.17188217188
Tocantins,D Eletricidade e gás,5 a 9,44,309,309,296.8,12787.694,3.32089,3314.24787476674
Tocantins,D Eletricidade e gás,10 a 19,21,280,279,266.07,12893.797,3.735176,3727.70525974946
Tocantins,D Eletricidade e gás,20 a 29,4,97,93,95.74,5109.634,4.113604,4105.3767414954
Tocantins,D Eletricidade e gás,30 a 49,7,273,273,273.34,10205.696,2.877833,2872.07704127291
Tocantins,D Eletricidade e gás,50 a 99,4,,,,,,
Tocantins,D Eletricidade e gás,100 a 249,1,,,,,,
Tocantins,D Eletricidade e gás,250 a 499,1,,,,,,
Tocantins,D Eletricidade e gás,500 ou mais,-,-,-,-,-,-,-
Tocantins,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",Total,104,1930,1840,2182.22,71533.057,2.526588,2521.53442189781
Tocantins,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",0 a 4,56,,,,,,
Tocantins,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",5 a 9,22,,,,,,
Tocantins,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",10 a 19,18,221,203,182.39,3403.579,1.438338,1435.46120527863
Tocantins,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",20 a 29,4,99,91,77.73,1485.511,1.473036,1470.08975843403
Tocantins,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",30 a 49,1,,,,,,
Tocantins,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",50 a 99,1,,,,,,
Tocantins,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",100 a 249,1,,,,,,
Tocantins,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",250 a 499,-,-,-,-,-,-,-
Tocantins,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",500 ou mais,1,,,,,,
Tocantins,F Construção,Total,1371,9323,7383,8705.92,205445.918,1.818901,1815.26273545428
Tocantins,F Construção,0 a 4,1029,1676,472,722.11,14484.553,1.546065,1542.97320992007
Tocantins,F Construção,5 a 9,161,1066,732,772.65,15506.11,1.546843,1543.74903553704
Tocantins,F Construção,10 a 19,99,1312,1082,1239.1,26422.526,1.643592,1640.30506012428
Tocantins,F Construção,20 a 29,32,,,,,,
Tocantins,F Construção,30 a 49,23,819,770,809.16,21270.984,2.026186,2022.13349456416
Tocantins,F Construção,50 a 99,15,998,977,1203.85,31003.551,1.985021,1981.05124264779
Tocantins,F Construção,100 a 249,8,1198,1186,1289.2,28824.067,1.723301,1719.85411346333
Tocantins,F Construção,250 a 499,3,1002,1000,919.57,30433.723,2.550917,2545.81556095198
Tocantins,F Construção,500 ou mais,1,,,,,,
Tocantins,G Comércio; reparação de veículos automotores e motocicletas,Total,12995,63648,49410,50126.84,1096406.909,1.685883,1682.51166440973
Tocantins,G Comércio; reparação de veículos automotores e motocicletas,0 a 4,9401,17050,7518,8403.58,149611.069,1.372226,1369.4810746409
Tocantins,G Comércio; reparação de veículos automotores e motocicletas,5 a 9,2238,14510,11565,11242.14,217619.66,1.492022,1489.03801644116
Tocantins,G Comércio; reparação de veículos automotores e motocicletas,10 a 19,917,11945,10732,10590.88,241827.181,1.759945,1756.42541943199
Tocantins,G Comércio; reparação de veículos automotores e motocicletas,20 a 29,210,4987,4730,4670.58,112273.79,1.852822,1849.11625207477
Tocantins,G Comércio; reparação de veículos automotores e motocicletas,30 a 49,124,4526,4350,4577.41,123480.927,2.079247,2075.08893591657
Tocantins,G Comércio; reparação de veículos automotores e motocicletas,50 a 99,70,4861,4796,4896.79,119397.879,1.879365,1875.60672006952
Tocantins,G Comércio; reparação de veículos automotores e motocicletas,100 a 249,30,4311,4264,4358.5,100603.026,1.779099,1775.54073825681
Tocantins,G Comércio; reparação de veículos automotores e motocicletas,250 a 499,5,1458,1455,1386.96,31593.377,1.755732,1752.22051770114
Tocantins,G Comércio; reparação de veículos automotores e motocicletas,500 ou mais,-,-,-,-,-,-,-
Tocantins,"H Transporte, armazenagem e correio",Total,1372,9794,8591,8877.04,235821.364,2.047581,2043.48577037807
Tocantins,"H Transporte, armazenagem e correio",0 a 4,1014,1551,737,909.14,23156.56,1.963222,1959.29542881607
Tocantins,"H Transporte, armazenagem e correio",5 a 9,191,1238,1034,1046.55,24960.837,1.838338,1834.66091884323
Tocantins,"H Transporte, armazenagem e correio",10 a 19,81,1099,1000,948.56,25827.475,2.098666,2094.46829526213
Tocantins,"H Transporte, armazenagem e correio",20 a 29,32,750,731,790.6,22932.38,2.235725,2231.25377026212
Tocantins,"H Transporte, armazenagem e correio",30 a 49,28,1071,1039,1096.18,31255.495,2.197711,2193.3157384315
Tocantins,"H Transporte, armazenagem e correio",50 a 99,17,1113,1086,1201.03,37492.099,2.406091,2401.2785820376
Tocantins,"H Transporte, armazenagem e correio",100 a 249,6,932,928,1019.79,26817.239,2.026886,2022.83267972969
Tocantins,"H Transporte, armazenagem e correio",250 a 499,2,,,,,,
Tocantins,"H Transporte, armazenagem e correio",500 ou mais,1,,,,,,
Tocantins,I Alojamento e alimentação,Total,1393,9051,7477,7265.02,111529.745,1.18326,1180.89298499469
Tocantins,I Alojamento e alimentação,0 a 4,781,1567,774,1020.18,15011.334,1.134145,1131.8767276363
Tocantins,I Alojamento e alimentação,5 a 9,364,2377,1929,1842.39,27721.945,1.15976,1157.44077404475
Tocantins,I Alojamento e alimentação,10 a 19,184,2424,2174,2074.71,33826.419,1.25668,1254.16671764692
Tocantins,I Alojamento e alimentação,20 a 29,39,902,848,807.99,14768.214,1.408796,1405.97836797295
Tocantins,I Alojamento e alimentação,30 a 49,16,602,588,579.83,9797.123,1.302339,1299.73413958203
Tocantins,I Alojamento e alimentação,50 a 99,6,388,375,332.25,5390.945,1.250622,1248.12062279331
Tocantins,I Alojamento e alimentação,100 a 249,2,,,,,,
Tocantins,I Alojamento e alimentação,250 a 499,-,-,-,-,-,-,-
Tocantins,I Alojamento e alimentação,500 ou mais,1,,,,,,
Tocantins,J Informação e comunicação,Total,506,2734,2203,2126.78,61583.757,2.231874,2227.41048764944
Tocantins,J Informação e comunicação,0 a 4,372,586,222,225.15,4120.676,1.410661,1407.83955995149
Tocantins,J Informação e comunicação,5 a 9,73,476,377,364.85,10266.249,2.16882,2164.48255869114
Tocantins,J Informação e comunicação,10 a 19,32,428,393,386.46,12002.889,2.393907,2389.11958248241
Tocantins,J Informação e comunicação,20 a 29,13,,,,,,
Tocantins,J Informação e comunicação,30 a 49,9,375,363,350.22,11742.972,2.584421,2579.25172309274
Tocantins,J Informação e comunicação,50 a 99,6,440,435,437.66,14452.703,2.545296,2540.20560392859
Tocantins,J Informação e comunicação,100 a 249,1,,,,,,
Tocantins,J Informação e comunicação,250 a 499,-,-,-,-,-,-,-
Tocantins,J Informação e comunicação,500 ou mais,-,-,-,-,-,-,-
Tocantins,"K Atividades financeiras, de seguros e serviços relacionados",Total,578,3644,3172,3092.26,201391.398,5.019853,5009.8135344376
Tocantins,"K Atividades financeiras, de seguros e serviços relacionados",0 a 4,381,528,187,199.12,6135.105,2.374834,2370.08413944432
Tocantins,"K Atividades financeiras, de seguros e serviços relacionados",5 a 9,86,593,533,505.91,30573.055,4.657916,4648.60046557384
Tocantins,"K Atividades financeiras, de seguros e serviços relacionados",10 a 19,72,929,895,872.75,56042.675,4.949429,4939.53022056717
Tocantins,"K Atividades financeiras, de seguros e serviços relacionados",20 a 29,15,,,,,,
Tocantins,"K Atividades financeiras, de seguros e serviços relacionados",30 a 49,14,505,490,476.78,42559.483,6.880253,6866.49268974241
Tocantins,"K Atividades financeiras, de seguros e serviços relacionados",50 a 99,8,489,479,456.11,30240.766,5.110334,5100.11350163506
Tocantins,"K Atividades financeiras, de seguros e serviços relacionados",100 a 249,2,,,,,,
Tocantins,"K Atividades financeiras, de seguros e serviços relacionados",250 a 499,-,-,-,-,-,-,-
Tocantins,"K Atividades financeiras, de seguros e serviços relacionados",500 ou mais,-,-,-,-,-,-,-
Tocantins,L Atividades imobiliárias,Total,533,1448,625,643.56,14232.626,1.704598,1701.18929799146
Tocantins,L Atividades imobiliárias,0 a 4,455,721,154,208.05,4143.4,1.535024,1531.95422697946
Tocantins,L Atividades imobiliárias,5 a 9,57,359,190,194.07,3745.772,1.487678,1484.70298187411
Tocantins,L Atividades imobiliárias,10 a 19,15,190,125,106.64,2634.638,1.904263,1900.45444053321
Tocantins,L Atividades imobiliárias,20 a 29,4,,,,,,
Tocantins,L Atividades imobiliárias,30 a 49,1,,,,,,
Tocantins,L Atividades imobiliárias,50 a 99,1,,,,,,
Tocantins,L Atividades imobiliárias,100 a 249,-,-,-,-,-,-,-
Tocantins,L Atividades imobiliárias,250 a 499,-,-,-,-,-,-,-
Tocantins,L Atividades imobiliárias,500 ou mais,-,-,-,-,-,-,-
Tocantins,"M Atividades profissionais, científicas e técnicas",Total,2103,6524,4005,4265.25,120726.396,2.181644,2177.28054537339
Tocantins,"M Atividades profissionais, científicas e técnicas",0 a 4,1766,2732,791,936.19,17326.756,1.426525,1423.67188777426
Tocantins,"M Atividades profissionais, científicas e técnicas",5 a 9,235,1449,1068,1037,22671.206,1.685086,1681.71545137601
Tocantins,"M Atividades profissionais, científicas e técnicas",10 a 19,70,916,787,929.1,22335.973,1.852971,1849.26463161206
Tocantins,"M Atividades profissionais, científicas e técnicas",20 a 29,16,376,346,333.17,6999.857,1.619382,1616.14352571221
Tocantins,"M Atividades profissionais, científicas e técnicas",30 a 49,9,360,344,284.13,6909.785,1.874449,1870.69976094366
Tocantins,"M Atividades profissionais, científicas e técnicas",50 a 99,5,,,,,,
Tocantins,"M Atividades profissionais, científicas e técnicas",100 a 249,2,,,,,,
Tocantins,"M Atividades profissionais, científicas e técnicas",250 a 499,-,-,-,-,-,-,-
Tocantins,"M Atividades profissionais, científicas e técnicas",500 ou mais,-,-,-,-,-,-,-
Tocantins,N Atividades administrativas e serviços complementares,Total,1585,14142,12570,12828.53,243500.277,1.463015,1460.0886101885
Tocantins,N Atividades administrativas e serviços complementares,0 a 4,1185,1852,810,880.92,15918.818,1.392838,1390.05183392188
Tocantins,N Atividades administrativas e serviços complementares,5 a 9,202,1300,1013,1024.88,19145.547,1.439862,1436.98226584125
Tocantins,N Atividades administrativas e serviços complementares,10 a 19,79,1062,968,844.18,16892.792,1.542384,1539.29912869476
Tocantins,N Atividades administrativas e serviços complementares,20 a 29,38,,,,,,
